Unnamed: 0,pivdennyi bank,fuib,ukrsibbank,credit agricole bank,universal bank,otp bank,raiffeisen bank,cb privatbank,oschadbank,kredobank,sense bank
05/2022,0.5428145561995754,0.56027776208939,0.803671736195521,0.083780664917,-0.0392683673437854,0.295033403469868,0.5193747367303809,-0.0361425550373962,0.0700394598312699,1.1148943569396232,1.2658091839140306
06/2022,0.2241532304794526,0.2040680777952448,0.6512989902933131,2.4692596937288123,-0.0873015169804297,1.3047446151377722,1.905128234950261,-0.0023345192090722,0.2168717742328043,0.1220264662744572,0.1488658762762986
07/2022,0.1114219463259242,0.0831078929187993,0.4990662509542904,0.4906611085996084,0.0047969897740927,0.0608044226846247,0.2451095699035836,-0.0012159695225848,-0.0253987557255717,0.0121163994841968,0.1678039228822745
08/2022,0.0963799902372515,-0.0211405911524587,-0.1043851718668862,0.1498968983632449,0.0130547458519276,0.0672344081804472,0.1714388180440862,0.0004453540934459,0.039411365141674,0.0592202339814806,0.0481112339397484
09/2022,0.5173662492019802,-0.0303513391794859,-0.370555529000963,0.0263917128686044,0.0234877856608275,0.054962275956411,0.2884716221269066,0.0011178865335512,0.1004724265376348,0.0044472182214714,0.2795953000629911
10/2022,-0.0976321894096162,0.0044970341766095,0.0610662960891488,0.3936037465644795,-0.0175084576311578,0.0951953409206178,0.1466648129553796,0.0024628035052458,0.2171989851735403,0.180724362178049,0.0728956738066093
11/2022,0.0132231000241751,0.0768505274617734,0.0887022940051853,0.0704146092976103,0.1074263474311332,0.1636912923258044,0.023038817719438,-0.0029881467775345,-0.0004526685332904,0.0088269963129505,0.0329484868904819
12/2022,0.106683220081341,0.1995190835542417,0.1106288242427462,0.0804163477653192,-0.0145265225528403,0.0026128105713618,0.285547914245599,-0.0059371692672059,-0.0230082066543684,0.1293523501827207,0.3676005598761214
01/2023,-0.072137570009049,-0.0068634227526197,0.0801094744830523,0.0253995547355909,-0.0016849445593372,0.0759624680749306,0.0151966630095188,-0.0019264820978758,0.0233584001483293,0.0647653610270209,0.0070867640429521
02/2023,-0.0343887599264488,-0.0580913232802717,0.0330606829114736,0.0007749740451703,-0.0993725053074681,0.0648196349345358,0.0007306305797827,0.0035817747456932,-0.0091630425100815,-0.0540658535625667,0.0211321278986329
03/2023,-0.0811639279507129,-0.2307289756916097,-0.0633256337471553,0.02244385089021,0.0983813652270098,0.0519564519044857,0.0222470445081759,0.0088644751996915,0.0625568010444403,0.0243291600395734,0.2198940958310153
04/2023,-0.0212938871079026,-0.0051390817234003,-0.0651705749246954,0.0253727115043702,6.323964372212387e-05,0.1682326385662464,0.0618395095659305,-0.0030722861859208,0.0248212840683303,-0.0391690472488137,-0.0110911558646202
05/2023,0.0197646210546567,-0.006675170429798,0.0367260102867421,0.0599421663702988,0.0482333927597598,0.0174400324433472,0.0213990367068694,-0.0052493457275408,-0.0055475615258919,-0.0650141613532262,-0.008574334653629
06/2023,0.0971008095110568,-0.0590606635842994,0.1638634972002697,0.12470069726222,-0.0291580614309909,0.0073246163300564,0.0101826972025096,-0.0145561207101101,-0.0105140403621137,-0.104742903900872,-0.0652828035642333
07/2023,1.0700112053652204,-0.0029633603629189,0.0297270902729693,-0.0191443432546354,0.0196349883313387,-0.0149173415972414,0.0122649830197298,-0.012666739497666,0.0436855649448117,-0.0189165515760133,0.0408728331865786
08/2023,-0.2140978083331852,-0.0205577997365177,0.0693580003711471,-0.0519350973264217,0.016509840588023,0.0406198510934943,-0.0343000696895267,-0.0103705785319744,-0.0059126540361659,-0.0654925592579067,0.2358170848685781
10/2023,-0.2898274279980669,-0.0122403270393754,0.1070539268880614,-0.0134132853136249,0.0052463173054715,-0.0153987204090685,-0.0394083999408712,0.002445356196431,-0.0143486386028006,-0.0166122047967772,0.0476402423252095
01/2024,-0.0480579375332288,0.0289133526379115,0.0983000077266305,0.1403938622471718,0.0147326979116433,0.0107479590033343,0.0249480785791753,0.0091722818005388,-0.0061725403189121,0.0256932596977934,-0.0220677905745538
02/2024,-0.0007211004080683,0.0273353873249071,0.0152129162576339,0.0264075999599238,0.0073460187352767,0.0092906825712377,-0.0144833976271838,0.0092696323782155,-0.0087493077078422,-0.0642707557424701,-0.0148108018577726
