Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank avangard,699928.95922,687486.37929,726169.97253,749888.5030400001,953823.05736,576145.85124,748455.4061400001,782877.50929,1024032.4494400001,1047608.64836,380768.57459000003,715698.3178300001,800225.04579,805377.37373,882667.9861099999,1201180.50789,1037366.8246599999,1490066.90262,1329306.9624700001,1085688.3461499999,1252778.22556,1568634.18178,1253225.6923500001,1173958.58616,1655681.3627400002,1668539.6752100002,1734083.5292899997,1624014.52931,1648824.18104,1800213.2874500002,2224126.55195,2294082.75172,1976503.33331,2171615.45893,2135922.59571,2097087.72685,1918423.7417700002,2281803.6381200003,2052722.66493,2857330.73272,2403628.1108999997,2375687.91938,2872739.22732,2790495.1481999997,5331011.04356,4960627.878400001,6197015.71154,8502626.20394,8776792.12885,9322419.56384,894579.8856,718943.91649,698885.95542,547676.5149099999,458825.48150000005,605118.4550900001,747520.8190299999,794724.41886,759836.50413,818360.22904,966064.72181,684228.1715999999,818351.15941
bank credit dnipro,1609824.79424,1361536.87224,1366600.2629,1785808.45516,1864752.6380699999,1636704.46373,1060606.15082,1431839.11576,684856.6195700001,1221921.56239,1103982.192,1100879.457,1502243.835,1804229.508,1403786.888,1501131.148,1600338.798,1550991.806,1400874.314,1950304.6375,2313529.67404,2062905.23888,3279970.4160700003,3371799.3587599997,5351959.91272,4629127.21472,4341559.6237,5549754.4447099995,6381591.79066,5887056.63343,6378993.785010001,6941533.122130001,6088345.23919,6190958.282360001,9494819.79781,9551886.258200001,10344001.19178,7864836.225920001,6406101.3428299995,8674141.21356,7971690.52731,7465368.898709999,7827251.5774799995,5091453.717540001,5694477.346520001,6130493.18395,6222370.33416,6714270.99886,7436729.769200001,7698707.469219999,8731099.60779,10125319.721520001,9171193.09773,10071223.50903,9789575.88755,9885041.41872,10016050.85148,9199573.521760002,10029949.973480001,10812727.63278,11934124.70933,11153556.34392,11011944.63625
bank familny,273997.21023,233080.54288,227465.63797,237476.87758,265627.64294,238522.42565,244569.98845,229754.28041,240556.19547,238268.78561000002,245693.90192,256982.52363,333385.53959,278888.48379,278238.89997,261290.36411999998,298425.47634,277925.77652,266002.55172,278643.03352,263368.67263,258709.76293,277913.0646,260077.28177,358174.93306,299623.10698,321178.87466,286577.18015000003,334629.22981,277923.2553,282006.33547,316943.15639,279703.71933,284306.64762,284612.06393,257804.31978999998,337503.01423000003,283599.47874,245574.60192,243196.24133,268835.62296999997,257556.93402000002,269714.90854000003,275563.58371,268246.02628000005,285198.17812999996,278136.02555,285681.85501,325373.45093,277746.21328,288181.48032,328206.68591999996,316624.65892,307815.06983999995,339817.26199,298266.32898999995,287177.06855,322195.75409,298231.50786,299637.15184,335093.42576,303124.18152,301123.36183999997
bank for investments and savings,281506.75178,268591.02807,610699.84763,348234.56053,292141.29117,237327.68144,32714.62635,122802.26148,172797.80758000002,205449.19149,208190.75556999998,230075.37334,401807.95658,316299.21287,397769.6339,407351.25554,544544.2498,658926.2503699999,840509.0487699999,697190.20452,576319.55729,587890.1898599999,769148.2727,788974.7181799999,1404099.0078099999,972474.0641999999,1118695.93095,1060351.12787,1309469.92276,1484190.4079,1431297.1935200002,985762.50512,931873.30123,1100981.69996,1158615.88709,1312659.7626399999,1977339.9322199998,1964030.6846699999,2025020.49998,1408167.5668499998,1745928.1832100002,1742891.8941799998,1278892.31192,1293351.61619,1366677.19123,1664130.6467900001,1383889.84822,1491505.5874400001,1962595.98519,2071317.7894799998,2255395.8654300002,2503427.93454,1928369.16468,2117128.97128,2498374.82749,2640834.9880999997,2404402.6966500003,2244508.75924,2098303.19275,2265493.25129,2047717.53664,2448217.70295,2367809.77585
bank grant,120184.10955,110229.0413,110198.90437,70200.54801,151548.28805,140063.83557,135251.23285,155230.5481,145355.06874999998,150471.37005,150651.37,140112.32885999998,225366.02722999998,200454.91757,300545.90121000004,140122.40451,180036.06555,220124.58957,271181.23530999996,295858.51258000004,291803.47267000005,344483.41352,275261.63548,353679.31363999995,476751.47209,337869.43539,352806.82924,410355.856,372102.2746,468419.51239999995,682533.6024,622195.4768000001,496573.1983,470875.354,457307.29736,483621.77292,817973.292,581065.4328000001,350817.21420000005,438734.57446,450676.5637,579945.60042,558816.85401,599326.07181,531249.98754,511571.76288,492103.88886,599377.4538599999,916993.2159300001,820489.104,899609.73896,874326.82598,1001390.1036299999,1095523.33703,1102817.20413,1205866.87395,1274516.60553,1225817.22206,1108351.7687900001,1181900.58319,1574920.82834,1403813.59996,1231528.93817
bank portal,17037.26026,13005.69868,0.0,3003.94521,32081.5344,40186.9178,55258.21915,77459.31522,65423.83575,51287.17821,35012.945100000004,28103.60282,25096.42175,24084.09825,6004.4262,12016.174879999999,0.0,0.0,5000.683050000001,19015.163959999998,44011.06549,14012.02184,12008.60658,6000.81966,21017.52117,41035.34236,32027.945119999997,18013.67124,23028.69868,32024.60276,37038.09596,12006.90408,9001.72602,0.0,0.0,2000.41096,2001.75342,7001.72606,0,13003.205539999999,16011.83568,16003.94528,22013.86308,9017.10369,20012.6028,13024.57533,12007.56168,5003.1507,26049.15066,12007.56168,15009.4521,1001.8904099999999,9014.79456,10005.4795,8013.150720000001,10004.931499999999,7003.45205,13017.09591,11004.82196,9003.945240000001,21025.890480000002,30012.2952,15006.1476
bank trust-capital,,,,,,,,31289.25022,24330.90973,20354.90519,23386.26337,32286.85555,56097.08219,66186.63934,68177.29508,54057.70493,60012.5683,68040.8196,50037.5683,52008.36065,50032.786889999996,40005.464400000004,79025.7377,72047.21311,120024.04371,93041.83567,58028.1096,55054.17806,58011.69863,72052.7397,61201.62075,137185.03411,134128.96842000002,175915.64611,215970.59365999998,227269.19089,249163.59185,260264.39076999997,139894.08325,240638.48656,216757.7752,221054.49418,232146.19248,234442.35594,213134.21982,216136.11023999998,205129.17870000002,248156.27472,258325.14966000002,255183.23546,256967.61636,256888.7042,209404.99405,205564.46403,197085.80445999998,203796.39031,199640.728,189127.19193,198333.56008000002,201779.76721,201988.05927,217073.89239,210218.28608000002
bank ukrainian capital,,,,,,,,269754.59358,218921.14820999998,177371.63694,156680.56552,137157.16253,256980.96600000001,145547.06641,153071.32456,197619.27370000002,207806.67935999998,227263.68869,212438.2523,331992.46028,315424.12255000003,289113.01738,328848.46317999996,338515.11105,444237.53070999996,489422.97403000004,611378.68786,781318.5386900001,741044.09473,794682.38428,730869.1366999999,698525.0663899999,624375.6378100001,757468.57976,824692.46031,616766.70943,950459.6775,923064.28128,845713.2321900001,835882.92514,790967.9492,777421.5780300001,800258.7473800001,876757.94996,986501.4974199999,915819.19696,787617.5978,676474.20503,718533.89481,601071.81692,1106651.9915899998,1002687.65233,841177.38121,592769.25215,509519.23349,662719.93246,460045.47183,1865665.58908,1494835.28609,1096220.36307,2567792.23134,1683078.80606,2033421.2004799999
bank vostok,808857.0563200001,1881878.94077,1167683.05143,641499.0059300001,809510.5018900001,933098.41164,828772.13129,1127258.18181,1233830.45352,1088800.39641,1123369.76767,744093.29517,1612575.5043600001,2832550.0053900005,2750144.1832799995,1456473.95064,1686543.5410099998,2277571.89005,2724574.75776,2285291.41112,2770313.1683,3293379.16237,3693443.54108,3813377.80122,5044268.55671,5304804.3439,5739700.7282300005,5290968.063289999,4588349.422169999,4782011.88783,4538792.94527,3731879.88595,3973391.95676,4163766.6663,4029006.89786,5599611.129930001,6118419.39508,6659833.00855,3372819.5656500002,6064449.25295,5301499.17842,5043859.55251,4101715.9995100005,3066210.78916,3327347.3407199997,3423802.08776,3946348.0156499995,3786713.81919,5589703.71133,5022807.09173,3788954.03333,4556313.52032,6452658.21752,7781363.71373,7255178.05366,7663263.0583,8751314.948210001,7000007.92379,7149969.2768399995,8167687.958439999,11050469.99865,9139865.70462,8942345.88467
bta bank,190408.27604,232307.72817,216285.66738,200508.37708,196507.20352,190141.75313,197512.33542,204693.07214,213887.71558,217518.50560999996,216991.07738000003,217507.95014000003,240856.26108,301680.35827,211534.87057,188012.37537000002,190819.52592000001,211243.15296,217165.68042,217029.93373999998,215540.38777,213409.06783999997,253777.65555999998,291436.45492,355004.63145,235753.06592,290230.54620999994,361174.34348,420361.73354,419972.83151,403241.8015,430091.92530999996,430143.7435,404615.13261999993,425208.35618999996,374703.24561,365595.49754,378947.88928,340481.266,280902.53208000003,265018.69085,270402.88131,279666.61387999996,286501.29103,199228.43971,190875.76627999998,201828.63169,201977.12110000002,199107.84988,211034.20476999998,204918.11771,194990.41682,194289.04809,198683.71715,191988.13799999998,196024.83313999997,211128.90719999996,211112.68576000002,200108.03708,225352.69306000002,245239.1096,291745.51879,223967.65896
cb accordbank,481104.6574,561027.18833,545872.72743,528689.49151,557852.09054,588904.70915,590599.60493,764955.21013,952023.2203099999,1010948.01091,757536.8372300001,829179.18585,1454893.8339500003,979341.92032,1178567.68816,719757.01658,1046234.87946,1252396.75119,1241762.5705799998,1594446.6806400002,2249958.8935800004,1324011.9544900001,1575918.59802,2710495.69279,4213625.17371,3715491.8234400004,3953580.50792,4157500.68886,4556024.88279,5413532.24402,7294795.71675,7559678.62359,7736748.40129,7740107.88321,10145063.27456,11159042.183929998,11942225.089120002,10355794.12099,11003063.385890001,10313367.79769,10323276.31809,9547766.11961,7677584.1269,7410660.55296,5763299.82943,7231457.01528,6751528.6989400005,6628055.5900799995,7203818.24697,6635674.704880001,6965540.14514,6061889.58534,7677582.33944,9482499.75783,9396856.21371,9293703.344050001,10925604.81746,10839252.4887,13782975.82333,13249864.33356,15324849.429069998,15271506.485179998,15375913.6195
cb globus,397742.80718,414153.2691,501691.22024,550494.13813,530062.08091,462371.2027,555334.6496700001,439376.00712,410427.89095,597223.46561,518539.14405,621600.23502,1542118.03616,948265.22802,1545836.25059,861694.4709300001,998245.45441,1115231.3764,1113575.16888,1373463.96936,1270969.48099,1543877.53719,1690760.4117900003,1168549.88486,2405387.23019,1586155.9281799998,1471925.2293900002,1535059.58515,1368908.58387,1121607.90855,1980075.60269,1604355.32715,1193266.4846799998,1400609.27935,1937945.8675,2345412.70937,5255264.09406,2629774.7461599996,2037933.80728,2037144.19729,2132418.6783000003,2211187.23551,2951588.2607299997,2538619.22011,2283374.3080900004,1996105.53754,2412739.41124,2148420.30916,3888635.04419,3167128.23892,3440884.0704599996,3108535.1812199997,3751592.80736,4512968.9906399995,4853486.141000001,5992429.96437,6328761.78092,6695836.57392,7408441.55628,7631324.9022,10310612.276250001,8059871.207660001,7238894.432769999
cb privatbank,179115025.21424,179306213.84159002,177267932.93074,173906960.95887,168163428.10127,169565367.92524,165316594.74345002,162153351.5816,162417983.07769,164654700.43159,163753645.85726997,164116174.64659,178323676.26498002,177219316.86548,184356750.01339,188580259.32549,204257329.35551,210901216.92628002,195472601.98639,196699310.78864002,199877640.38164,209124396.353,217279469.00031,220704239.86633,246443103.53007,235778916.10781,234128849.20167,230630404.09855,230888067.59377,222678182.06961998,215582776.56080002,214961133.82804003,208947197.51229998,216008236.72783998,219663645.12088,219160562.7306,248381291.14712,229333225.51555,217660286.31978,226099030.24087,234462408.48556,246773553.29208001,268097360.29153,290565337.93424,291392775.97773,296011313.13106,318663949.29852,310892240.8326,339760033.70115,308255563.25671,304969085.99603,309182880.19373,322591759.15314,304697915.20234,318015853.97934,322209427.73018,315027901.36079,332191488.24470997,336908907.56236,360016034.09799004,405642558.52897,385404998.38562,360257277.22483003
citibank,10336478.2539,10382491.90898,10451586.80197,10288857.472690001,9779731.54674,9314133.72852,10984910.61278,9403698.17927,9792208.42681,12932055.90665,11795619.84412,10599827.53871,18073597.85824,19189723.71951,15035621.409030002,17020672.4071,12099396.838270001,13608296.342440002,15557045.907669999,14890307.42924,15856125.15901,15065284.66481,13105289.15765,14579106.37729,16551612.71613,17251468.421889998,16567937.229819998,17918837.84471,17305734.21149,15829556.49838,14365509.38665,17288519.06003,18926373.267020002,18321811.17057,21010571.12023,21000404.94165,19845911.85634,19714312.4837,11771835.83701,16417020.38946,16719239.45737,16145288.915599998,19724771.75791,24337325.482879996,26710877.34048,26632890.39948,27802189.01387,28895994.319819998,28119817.41376,30216465.71901,29433936.182350002,39084340.488510005,30748415.2031,38951218.97567,35956881.20719,38994024.96274,47916463.87177,47269651.69738001,46910338.703080006,52185450.399519995,48087341.67197001,47871532.58787,48787877.00142
clearing house,625445.61674,816494.5854199999,784953.65979,935472.8876100001,830071.8501500001,954086.39296,423484.34134000004,322897.55037,299428.81567,322835.58192,332803.55198,247279.5776,696536.65919,454480.31695,647085.12936,348361.81497,441477.62198000005,587809.1606099999,764449.7864100001,480199.35621,437113.24783,184090.06240000002,368232.95133,393177.69787,624284.56664,881393.2948099999,652602.7821,1057877.3902,1183175.5063,1161426.4306299998,1023061.04717,880209.88753,1287979.3015,1020357.51447,1411834.84277,1171939.12613,1567693.6794500002,1473833.77641,1459629.03587,1693483.01991,1236297.6234,1143542.51931,1138764.99804,1224693.57216,1370388.42953,1512256.33629,311062.81562999997,1642622.63971,2788086.3089000005,2434579.38017,2565194.28832,2211098.67429,2276506.54337,1833374.0477999998,2933054.90346,2834953.1077300003,2943719.01993,2038064.999,1983391.97812,2066915.0531,2904350.04844,2591639.68231,2549888.21879
cominvestbank,98.19519,98.19519,0.0,15000.0,0.0,88000.0,70000.0,0.0,45000.0,30000.0,157.76491000000001,157.76491000000001,163000.0,0.0,0.0,0.0,0.0,0.0,40000.0,60000.0,45000.0,110000.0,87000.0,75619.91738,185683.37677,90764.28421,82167.98271,60638.897119999994,55673.39712,55827.08077,100000.0,130000.0,100000.0,120000.0,100000.0,185000.0,229780.01691,101289.10824,71869.86488,41273.43529,86623.8564,70000.0,130000.0,130000.0,175000.0,185000.0,255000.0,310000.0,285000.0,226111.92218,215038.77406999998,202806.57728,259678.43666,229186.87967999998,261151.62312,294736.09510000004,301037.36334000004,293825.97245999996,294005.11555,298697.93675,355554.67538000003,277470.16715999995,302984.50353
credit agricole bank,2101223.54668,3454225.11402,2142832.1298700003,2323744.64585,2321411.85347,3634662.06824,2043060.5112800002,2750516.18944,2661537.08501,3853103.04198,3970911.9818399996,3290549.92565,3961543.9922400005,8978407.70532,9952182.486869998,5248994.97816,6600663.71051,8668369.76269,8390238.65332,6236146.59674,6457264.84135,6349818.597259999,8162046.59599,7756584.255580001,7335544.00548,9038251.62942,8498952.369830001,9510444.31965,7112921.852739999,10296248.33179,8114170.35395,8141725.252520001,5005468.32619,5430704.42399,7792774.305469999,7385545.130649999,7724233.032749999,8784437.12147,3541618.1593,12252430.66352,14268357.35797,15715498.760699999,14066635.346450001,14504453.24469,16396148.69747,18364861.910559997,21347853.53936,23507174.91993,25440456.66546,24019918.08092,25150478.134019997,26054173.71449,29054384.60865,32283226.260220002,38211421.65465,38875630.85520001,40148530.61112,36066787.512329996,40884653.37771,38846243.74214,44838216.308350004,46536268.29615,49170328.05456
credit europe bank,119983.5996,55360.66002,107378.29491,164329.36841,117285.75,119498.25,151093.7183,386156.21024,483988.02476000006,396747.94441,467304.15106999996,425167.43397,559048.32186,551781.02426,442769.48433,392727.50251,374493.22858,428703.0466,426271.74986,464005.8624,435585.5843,411985.69909999997,512230.42299999995,343144.7828,486993.7121,416806.2089,439429.5526,425378.403,726421.806,426684.57519999996,704328.916,396778.42040000006,347882.77119999996,402706.1836,386214.722,373653.09179999994,872300.5182,601326.0108,287837.30000000005,387101.3463,363649.66150000005,370260.11470000003,411909.0857,440908.88735,405255.2067,483304.35762,490308.7686,521328.30293999997,800006.9557299999,810510.4134,700441.098,870548.2217999999,871430.1408,900493.155,960526.032,1230606.5745,1180581.917,1077351.2745,869991.5700000001,922232.288,954619.6904,975568.364,1077229.348
creditwest bank,156224.65858,178378.8017,55084.28163,70164.28606,20118.29734,95040.32591,79134.19177,15006.16438,55045.19546,35013.9041,33012.20538,10007.39589,195304.31498,172379.99727,95256.78189999999,0.0,0.0,0.0,0.0,115016.79842,120057.91208,185076.08956000002,180055.72094,209606.29179,148216.89688999997,158900.56034999999,347418.51582,383354.15434,370166.25802999997,514356.46623,471029.73716,496591.69821,483693.67819999997,430572.85745,384421.36121,391137.5923,596157.66641,356810.6401,305617.46624,274697.16549000004,246975.49485,372464.67633000005,236323.98002,239122.06119,92033.80978,222652.05852999998,216566.22533999998,325204.7955,558703.01304,478469.18480000005,427222.20027,567497.66345,450876.02798,569086.65631,606946.5439299999,823030.1504400001,638822.32233,493345.04424,558291.5354599999,616558.72348,1076311.1795100002,1107853.09899,924123.1609400001
crystalbank,530464.85174,715370.66273,726380.14205,684098.3216499999,689094.5008400001,894395.3528400001,865419.14996,593758.6538999999,731643.164,772273.2864,623965.85852,574878.6965200001,780329.52046,1122361.35312,1057041.6791700001,1109481.08002,739398.35823,791283.8782500001,868056.35475,1002603.19444,1526203.63473,1648247.19053,1707184.0401999997,1789243.41807,1647460.89073,2262445.1438300004,3000906.69974,3093875.1590299997,3037893.9679,3129901.0052500004,3260588.60109,3374355.1113299998,3449905.6885900004,3808974.6147500006,3444938.00685,3108550.1751699997,3153404.85503,2866527.4446099997,2196301.9147300003,2006314.72348,2004972.95427,1904701.2118600002,1922579.5808200003,2251627.33675,1836881.5623399997,1759445.4835899998,2146533.27093,2437844.06336,2345054.9614500003,2283106.54737,2195211.46524,1419365.0217400002,1334856.0777699999,1171584.0873,1169225.75093,1186968.59478,1110418.05864,1162833.05503,1113839.97352,1060590.82583,1232835.07552,1249134.85373,1238581.10378
