,b industrialbank,mtb bank,pivdennyi bank,poltava-bank,fuib,bank grant,mega bank,sky bank,bta bank,asvio bank,ukrsibbank,idea bank,cominvestbank,ukrainian bank for reconstruction and development,pravex bank,credit agricole bank,arkada bank,ukreximbank,metabank,city bank,unex bank,kib,ibox bank,universal bank,kb land capital,piraeus bank icb,bank credit dnipro,ukrgasbank,radabank,clearing house,bank alliance,first investment bank,ing bank ukraine,otp bank,citibank,procredit bank,sberbank,bank for investments and savings,bank vostok,bank trust-capital,ukrainian bank for reconstruction and development,kb financial initiative,bank for investments and savings,bank forward,cb accordbank,credit europe bank,creditwest bank,raiffeisen bank,ukrainian bank for reconstruction and development,motor-bank,cb globus,ap bank,mib,cb accordbank,bank 3/4,eib,vernum bank,deutsche bank dbu,altbank,seb corporate bank,cb privatbank,sich bank,policombank,alpari bank,bank avangard,oschadbank,tascombank,bank portal,crystalbank,bank familny,rws bank,kredobank,lviv bank,okci bank,a-bank,sense bank
2019/12/01,378851.35215,242313.34019,1420007.63279,102260.74937999998,4858147.61263,58045.32979,798964.39707,26990.69784,50196.75896000001,62523.89691,1149172.06402,73980.94161000001,292523.81886,71415.01901,0.0,1320869.75837,0.0,53441423.83307,16825.829380000003,332047.96347,143710.41739,57859.00526,51329.89056,96046.86494,96765.25505,29362.25887,3273069.9553400003,5860033.30583,209174.6401,444185.42614,140553.38465999998,209725.28129,913591.97728,2250547.10385,12935.67821,698675.85569,33419360.70716,32414768.93507,273923.10167,17402.19672,,,438682.14793,0.0,83966.42701,167432.33341999998,120477.84352,3122200.3460500003,141394.53647999998,261.50959,146387.12262,4316.16055,952490.14199,70461.82367,12976.519669999998,112665.98666,,0.0,422.23267,0.0,214090244.77008,107067.79312,122469.41613,361.20246,0.0,64230477.0262,1257957.41119,70952.39748,120124.76351,118.77303,1414.4916999999998,482006.50464,543926.48309,58042.7298,74481.36469,6702675.44637
2020/01/01,372508.51706,196654.81874,1403836.97868,99575.11052,4170952.78573,57239.65058,562456.11467,16257.41937,49116.82492,62662.85334,184308.62682,692.7946000000001,252706.45754,57717.80551,0.0,1288871.19707,0.0,53443662.94062,7866.3902,312722.8575,141990.79157,94819.27002,51805.27393,91243.51534,125891.63668,29039.31286,3061931.84231,5930281.35365,227909.44884,445286.0407200001,96140.14254,152130.15164,878247.3674400001,1888767.82989,16316.98125,656248.79328,32651441.70801,31971644.60835,191672.40242,15055.75982,,,446607.32677,0.0,86816.71565,166127.81256,168825.66667,2966005.7066,156754.10819,202.72198,151729.33012,2276.10279,960671.21195,61924.82836,12980.52671,102013.81861,,0.0,85.14168,0.0,213238721.53103,65082.17494,128348.69272,846.48311,0.0,62276348.44289,846031.87089,60993.97013,115841.01064,118.77303,1091.67357,496962.30066,512172.26941,52968.0956,76563.85824,5892681.71701
2020/02/01,374811.60549,195130.22509,1438812.3336,128315.6618,3995182.58493,58557.74906,552236.19045,16327.26422,48794.98783,63305.26075,170958.89141,1008.25315,329705.35378,58218.55381,0.0,1300780.00458,0.0,63203819.31463,7762.15956,296221.14417,144719.74355999997,94292.35606,52048.79334,92218.54769,154865.20246,30313.21471,3210276.93493,6036592.90123,221325.09262,446809.22802,96298.81566,227885.40043,906560.76862,1950884.52619,13553.49793,665043.82391,33980878.16991,33343401.21034,210927.86448,15575.232349999998,,,454248.29364,0.0,87802.46778,159696.85427,182624.03748,2572638.44248,155588.39319,201.33426,167889.95748,9263.64319,1006531.71821,42101.52097,13009.32017,104990.40332,,0.0,0.0,0.0,215913741.75022,59670.19882,128423.25426,834.88973,0.0,65043051.11193,874348.11188,62095.02619,121971.11341,118.77303,1108.44406,496004.88584,510224.67402,55185.90126,57922.05252,6159280.23772
2020/03/01,341651.24969,201275.82048,1423639.13193,126979.20879,3978250.61938,57696.83126,460463.20352,27541.50848,46748.5001,63650.15342,175230.89263,968.29322,321860.14881,57862.06663,0.0,1288612.00468,0.0,62421133.54675,7727.44912,290109.49532,144629.66001,107860.79992,52164.99683999999,89059.11413,148332.71055000002,30086.38894,3182469.15425,5827548.98542,300756.72873,447692.89366,95166.08056,227603.76086,902172.24245,1936712.35021,14874.57557,658886.95771,33347291.34291,33060584.51379,185506.49125,10348.58946,,,434102.75043,0.0,100875.18802,155049.36218,219880.03188,2573476.74004,99107.97479,196.20091,174151.19231,9203.32353,1001428.81361,56301.33819,12995.16545,104958.84838,,0.0,85.42044,0.0,215344375.39702,53120.63879,120428.22042,823.30535,0.0,64269647.70597,1020089.2841,63125.04637,106273.07957,117.02648,1122.50963,522479.58391,515389.96294,56132.22927,78793.15547,5656038.53767
2020/04/01,346980.42013,216109.56528,1572983.4062799998,126885.29401,4604916.800489999,63050.15959,508561.83931,29605.8079,27193.55951,68739.98607,152097.47166,1295.22784,351233.28496,29306.67888,0.0,1360164.11547,0.0,66719379.85043,7684.52174,417799.33555,145874.29722,94458.25096,52412.50023,98783.43741,177063.35281,33290.81322,3485179.54795,5100248.03335,349873.60971,450898.92939,97796.13387,227972.36251,1007287.67525,2162666.70328,15044.2759,723754.88021,37338929.46012,36963388.61099,126024.28219,11823.49835,,,450699.95042,0.0,108776.45797,168202.91905,240375.72888,2606925.27818,104589.25753,323.35013,173978.78831,12315.14073,1096776.07972,75425.99178,12993.44873,110190.54121,,0.0,0.0,0.0,221256499.41994,66277.04461,121774.45846,838.9007600000001,0.0,72272592.21858,1038270.59125,64226.10243,107800.89486,117.02648,1140.90307,556808.0488,542551.13006,57415.28768,113361.19442,6259508.77135
2020/05/01,330457.04395,228069.77912,1545202.01303,191457.99327,4416978.5344,61473.38798,501553.74436,28973.70525,18317.53147,69258.10047,185001.80253,1747.79023,342199.56141,29304.26835,0.0,1338805.4216,0.0,65075268.08849,4142.82931,411143.69187,140671.02442,94728.8616,52643.7641,96256.52858,169628.37607,32579.57761,3369344.22448,4906570.48248,243781.89108,451365.43187,32538.49745,227764.19717,972586.31544,2181223.96217,2433.96237,663467.65221,35975869.56582,35822734.01269,125108.94986,11364.19306,,,443188.66127,0.0,137026.73427000002,155341.89974,235189.25625,2562879.32807,147503.39608,322.16928,171723.81050999998,12408.76647,1022949.38272,54363.94812,13096.84281,119745.69552,,0.0,0.0,0.0,219672414.48143,62369.65474,122499.99916,827.00036,0.0,69439286.4521,1038791.02067,65291.64055,129336.55784,116.72866,1157.13628,482420.49816,525923.04414,56792.74008,74467.6221,5447199.58627
2020/06/01,334462.01636,228758.68485,1546773.271,193322.18247,4472360.74711,68452.83338,497192.50442,29382.342770000003,20149.0922,72601.39468999999,165685.03066,2564.23765,330747.91461,29317.8725,0.0,1459101.27252,0.0,63026862.68295,4137.51321,400401.8664,137828.24338,95300.64625,52887.33302,96389.35514,166172.7932,31914.78802,3376356.3451400003,4933523.27412,306269.15315,452419.14085,32483.73973,218357.03385,976846.55249,2186998.221,3435.19068,665302.11866,36132563.85846,35320005.2243,124768.84353,11336.59513,,,716831.8315,0.0,144304.96917,155833.74617,249483.31128,2567258.11872,112180.90856,318.4415,173323.27854,12436.83084,1028524.8396,44997.70786,13262.51903,114574.00214,,0.0,118.76567,0.0,219948540.40595,57204.76677,124256.77622,815.7976400000001,0.0,69773137.89109,1158455.5921,65291.64055,129709.80623,115.04022,1173.90307,485527.07453,532534.7737,56612.32965,76758.18796,5466653.20486
2020/07/01,308101.2963,242168.67551,1383582.15013,209142.69045,4309816.18877,67821.42763,490132.30311,29438.87377,20658.81348,73221.42186,192624.43551,2776.68908,331760.14412,29337.24726,0.0,1374968.63359,0.0,62616733.09206,3952.83816,204197.86858,131955.82051,170513.52554,53114.65567,96874.60949,180911.60437,31954.72048,3363711.3933800003,4931869.66731,312417.66608,446653.71367,35451.00563,224513.41432,976657.30613,2344312.74509,4219.13364,670678.131,36161275.25419,35254827.6449,126596.74737,11246.55427,,,737641.70163,0.0,141970.94417,155442.24141000002,159828.45532,2539133.65449,112976.92651,308.91,177552.29412,15758.38389,1029569.23477,23822.98729,13444.92492,115286.04925,,0.0,140.26457,0.0,219922356.07805,53320.31252,110747.08309,825.13634,0.0,45106113.61323,1132744.20662,65291.64055,131318.56351,114.7424,0.0,486653.84105,558183.48491,60834.45221,80423.41276,5528611.451479999
2020/08/01,304426.7548,221435.73844,1427879.3478799998,201199.5611,4472359.14206,69839.33793000001,508467.94845,30059.14167,,73924.34324,223319.71026,2689.24084,337644.57667,26181.21745,0.0,1381451.42055,0.0,64783709.4797,3678.24609,204130.60528,131921.9931,127497.19865,54375.423180000005,100596.1212,180505.7163,32841.01452,3522357.46131,5290983.31419,341242.15479,448319.63229,34467.904769999994,159231.68126,1002010.75926,2399774.05988,4272.83165,691421.58326,37819382.11769,36609674.72802,127273.29421,11667.51742,,,757597.99963,0.0,143351.82142999998,150405.6823,126542.78749,2584482.26854,114200.01069,373.52217,178560.11158,15932.44649,1062591.492,34465.95954,12289.2417,118423.23392,,0.0,0.0,0.0,222045273.64242,152622.41270000002,111606.45666,22299.7058,0.0,46473812.32084,1216054.9908,65291.64055,140839.44144999998,114.7424,0.0,501947.53506,604182.38184,61689.02449,80743.36878,6092088.68266
2020/09/01,301284.47583,209451.21762,1431894.37331,197604.84429,4457210.0818,69419.57761,609608.92493,30110.66351,,74407.18212,178632.52166,2648.25846,312266.07894,30003.67696,0.0,1373350.73026,0.0,63861108.79203,3659.26059,206203.2444,65039.7933,118845.76824,112376.81346,100892.6555,181986.06592,8915.892039999999,3510449.11338,5201406.08143,206453.4609,452326.71499,32340.93266,159786.22961,984966.55471,2248288.56878,4127.4726,668157.16763,37726023.95927,37557650.16411,127962.89626,11576.76027,,,767910.36324,0.0,168407.52593,146090.70851,127240.87073,2609726.64184,117258.20755,276.86705,179896.95865,15503.77881,1062729.0228,52468.10654,12446.56679,121571.43399,,0.0,185.36485,0.0,222022200.20192,146581.6211,80121.93066,22146.34692,0.0,46522581.85949,1143386.85305,65291.64055,142794.02594,114.7424,0.0,505057.47787,616052.26494,60097.39547,78953.68067,6062465.60814
2020/10/01,301006.93193,228694.17988,963405.96003,191744.52201,4431907.101989999,70584.73768,604758.21808,29753.34828,,72250.02154,144380.93839,3779.00631,314242.12206,29579.95347,0.0,565364.27864,,45929677.5378,2507.3237,212236.145,1888.83702,124534.55783,125708.14784,92627.1517,183206.8348,9008.34543,3602463.76487,4441794.21786,382469.84618,452824.06768,31008.7527,117671.68706,1014135.36193,2263448.48177,4961.13898,598666.15424,37627148.9408,24504747.99013,174920.29949,0.0,,,639276.91632,0.0,166942.37157000002,150034.10341,126357.39153,2630825.41562,91035.87437,187.81643,172024.00529,15924.40519,985727.18336,57086.461,12608.22095,122244.37719,,0.0,167.26024,0.0,220814498.33053,198821.90827,81542.79711,22131.561,0.0,36209122.86956,1166513.50843,58423.71579,138129.11534000002,114.7424,0.0,505758.63683,657534.48456,60323.785,76399.79414,6173359.96325
2020/11/01,350522.5765,228093.07744,852131.39884,193923.2986,4079090.19425,70520.92809,563122.15976,29984.33012,,72930.77253,115149.55117,4543.10664,320224.38598,29794.75847,0.0,404665.216,,46447965.17631,2543.70763,213555.59698,1897.29234,101956.15635,116670.32195,93231.62366,184188.20145,9103.88855,3636947.36571,4519773.73852,212599.68106,452296.84039,29137.178760000003,115954.10807,996467.42521,2733110.975,5069.16353,780330.0255100001,37357955.11934,24724214.8309,163902.84588,0.0,,,561215.05926,0.0,169424.52964,140076.37019000002,127589.75231,2605633.42519,38701.49821,189.89991,169099.91778999998,15005.02829,1039212.18784,57040.79131,12519.05759,123096.76169,,0.0,813.87789,0.0,195723962.65562,221012.86425,82487.83072,19854.53558,0.0,36245160.083,1162201.25971,58423.71579,138765.16673,0.0,4799.44271,508728.16109,661797.93256,60692.39367,70103.42275,4433502.88772
2020/12/01,337001.88923,233570.15064,1110127.96526,197416.40647,4046577.34447,67811.4063,557606.3573,30144.26253,,73385.68493,133234.09828,6256.94748,314613.81058,31972.733750000003,0.0,411663.503,,47799420.02326,2388.82341,216558.58292,2338.14732,96015.05904,117733.06979,94815.94708,263326.427,4498.9528,3503578.61322,4747241.71722,262596.85161,453187.20395,31839.633810000003,75700.65574,1002945.0102,2186538.60489,5188.503269999999,790937.72369,36987502.63049,24875714.85481,164789.05498,0.0,,,477046.61347,46418.89686,168397.7115,136684.37696999998,109931.45627,2022897.75815,46193.00492000001,199.68733,90931.23609,11199.11892,1050122.81843,57558.3574,12606.46548,132413.53275999997,,0.0,51.30123,0.0,174531013.27145,169660.64288,83140.70938,19201.89482,0.0,36398600.95186,1146839.54675,58423.71579,148148.80658,0.0,57233.68285,475546.24767,558129.59483,58455.54265,69938.57474,4158675.49336
2021/02/01,180129.49198,207189.63292,1117483.6986,174526.23712,3028575.71983,43895.6613,373537.76211,29331.84102,,73871.67583,188879.62321,5030.07752,292486.51669,66587.39661,0.0,383169.02792,,52806403.4975,10252.71161,,5137.57859,79198.43313,125128.1935,93553.8151,381940.49133,4506.20345,3171403.01798,4741762.34472,223227.65446,276632.48502,18195.06063,75742.4862,991825.31351,1658627.63827,5365.941919999999,797668.64475,34677556.59332,24904123.0633,158066.04658,0.0,,,454336.99307,42056.59384,143011.05262,127380.09421,102778.21198,1021791.42508,45477.05888,205.28701,93333.98405,11030.61096,1188969.57388,49806.76347,10615.91639,130604.02568,,0.0,161.42248,0.0,168988920.40671,169021.27607,79453.12418,19239.12811,0.0,29692733.880620003,862790.60464,54379.82598,137138.26413000005,0.0,52287.15378,462514.76638,543607.91512,56580.66484,95981.43895,4118634.93786
2021/03/01,257827.19921,206017.44682,1157973.90037,179474.31337,3100942.49603,43152.44119,483555.64927,29149.97196,,73970.57970999999,175031.90033,9769.45293,294519.48373,66605.40622,0.0,369671.70422,,52047250.77037,10241.24673,,5318.16387,104878.16073,125999.73936,92637.73917,381575.43571,4490.59896,3068373.51127,4855895.76304,378062.57226,279204.56105,19427.29662,75631.51559,989554.07669,1630737.73164,5787.77299,813411.32009,34496606.30316,24833096.91941,158803.40983,0.0,,,497579.48074,39971.61571,150467.19516,126637.41822,102600.35271,890162.32677,44255.00392,207.69593,93618.31379,18507.11928,1123127.35031,43188.32794,10407.67602,129923.60236,,0.0,616.89822,0.0,168761785.03693998,46147.60739,76129.06552,22176.17072,0.0,29553639.23043,689864.5543900001,53976.33258,149324.85083,0.0,52200.94877,513376.50026,531326.00025,55863.33563,149167.17484,2039208.75146
2021/04/01,252348.93567,205182.76699,1133504.12526,142979.83528,2774439.45857,40553.45274,482469.08946,29202.16246,,26816.89711,139451.39156,8351.48903,276872.478,70760.34608,0.0,381157.99227,,50328935.57213,10160.65964,,5385.007060000001,98631.75067,126980.47846,91868.86921,428552.29815,4099.40619,3073377.13767,5029137.53574,149317.83188,357678.06212,68056.95301,75742.04451,981568.64331,1625847.20016,7000.381689999999,836535.0586,34342257.20838,24873112.0236,160313.08427,0.0,,,712321.42346,37994.66358,135985.97236,122643.08674,107809.45719,895148.32462,48580.685670000006,210.53502,90987.86394,18494.17106,1123985.91709,104545.30091,10449.26442,126866.19706,,0.0,4199.45373,0.0,166621670.24165,48171.58184,76377.67869,22224.93743,0.0,28938127.76651,468976.9041,35796.33258,144034.11807,0.0,51353.06314,526513.02144,528967.1694499999,55783.98848,73484.53719,1957313.51691
2021/05/01,247116.35874,233943.59257,1389799.82793,132142.65409,2729261.89661,40589.4389,493818.17934,28254.25489,,26527.90642,694962.7576499999,7573.98406,279659.07981,67012.56121,0.0,644544.3561699999,,53382840.92704,12055.76488,,5442.356059999999,91827.02046,126902.06333,88322.19612,431743.82524,69106.0994,3067051.15804,5267341.439809999,127734.63929,359952.21858,145393.08674,78783.91913,983172.78945,1508909.21796,1886.19999,843683.6287,34294011.40124,24917279.89444,228693.60858,0.0,,,707455.30589,0.0,136698.96603,98120.27506,107844.59417,908595.56766,49349.6613,213.11601,91497.81444,20663.27081,1123525.6477,110088.83517,10552.35059,124887.54804,,0.0,0.0,0.0,166700629.94297,87253.41682000001,76522.35874,22225.74863,0.0,28332265.80105,336358.34001,35796.33258,130437.42232,0.0,52331.22915,531487.68058,566487.80202,55820.832460000005,68629.28825,1951953.24522
2021/06/01,247231.08296000003,230979.80925,1123039.2867,128959.81543,2731982.41332,40030.2941,486590.22163,26380.59707,,21764.08192,142021.49056,7974.86431,299010.04655,45955.59232,0.0,523353.81563,,42319894.90898,11989.03872,,5516.21753,101407.1508,126642.82551,88114.00616,482952.70241,71913.24973,2886602.29427,6440770.66945,124687.10087,361518.68312,146001.40505,78869.15677,362441.98852,1467740.24544,986.46045,733390.59163,32884996.30141,23805695.25559,156523.67271,0.0,,,704595.5098400001,0.0,146984.80651,97375.93215,107690.92556,867347.40723,63488.79436,215.78303,123700.10641,19507.2715,1132060.64944,108591.15934,10498.30057,125122.38617,,0.0,3178.46572,0.0,166687845.71038002,86454.76133000001,76190.43642,22248.27813,0.0,27708148.00052,343702.08682,35796.33258,133837.26681,0.0,67252.52361,480300.4328,487611.35477,54166.80076,68385.41556000001,1942287.71088
