,b industrialbank,mtb bank,pivdennyi bank,poltava-bank,fuib,bank grant,mega bank,sky bank,bta bank,asvio bank,ukrsibbank,idea bank,cominvestbank,ukrainian bank for reconstruction and development,pravex bank,credit agricole bank,arkada bank,ukreximbank,metabank,city bank,unex bank,kib,ibox bank,universal bank,kb land capital,piraeus bank icb,bank credit dnipro,ukrgasbank,radabank,clearing house,bank alliance,first investment bank,ing bank ukraine,otp bank,citibank,procredit bank,sberbank,bank for investments and savings,bank vostok,bank trust-capital,ukrainian bank for reconstruction and development,kb financial initiative,bank for investments and savings,bank forward,cb accordbank,credit europe bank,creditwest bank,raiffeisen bank,ukrainian bank for reconstruction and development,motor-bank,cb globus,ap bank,mib,cb accordbank,bank 3/4,eib,vernum bank,deutsche bank dbu,altbank,seb corporate bank,cb privatbank,sich bank,policombank,alpari bank,bank avangard,oschadbank,tascombank,bank portal,crystalbank,bank familny,rws bank,kredobank,lviv bank,okci bank,a-bank,sense bank
2022/07/01,2017286.27708,4864233.39941,21205914.61329,1409210.93164,38330811.46943,1303345.56738,7822972.79591,254577.81405,,596696.5104,19996396.32797,61486.74605,513929.39111,441832.8717,2829625.95476,30371267.71132,,92304260.42869,504382.9942,,145999.35629,2199714.43708,425507.42735,2987212.31378,,2507272.10531,6339791.73051,64078477.67564,1746849.21095,1845885.92159,5696604.98916,346352.13319,7138956.76498,33221944.35603,8077418.38714,24610559.29982,,,8978828.47912,57082.48828,1580.13698,,1288597.7058499998,104814.92955,807322.49269,307838.4971,1300116.58894,64507557.54899,814891.87229,708528.63038,1250125.2839300002,1162024.85586,2302219.72574,1424689.93629,104067.04302,441479.69923,,1421856.40567,322539.54849,709106.33976,193494753.0107,1155792.39925,557691.8775599999,12844.00815,49084.68606,67496248.21661,12146862.69136,189501.74409,522652.99802,15217.39001,322329.86572,9172949.57063,4147623.93372,141025.40095,1884819.70102,35952051.78853
2022/08/01,2245233.7111,4977939.09539,22876266.23471,1463292.45928,41066377.78508,1338202.46692,,262082.72867,,618093.16302,19268738.03068,62049.46229,571568.18309,376909.61559,3073156.66083,32833054.32684,,105754277.96169,523635.02764,,160357.15763,2437792.2196,513070.84104,3644404.40646,,2587915.18044,7072151.69236,72487273.78177,1748838.35162,1969397.75026,5682105.26019,278984.97777,7810138.66758,35636768.034210004,9172303.76291,25793536.01688,,,9858450.0471,52917.91197,1580.67122,,1361994.46879,126988.82755,943571.03536,337476.54773999995,1411187.42143,68776021.30645,804597.46653,736521.4641699999,1280455.49863,1190171.07467,2137174.19742,1621093.58457,104432.14821,462895.58756,,1371394.2637399998,398048.93063,797293.09956,197259526.48778,1176770.60297,582006.3597200001,12853.87294,52310.17398,75938218.85487999,12737525.5421,194023.15629,548146.48615,13560.1058,349482.77789,9453178.08808,4286565.88801,144543.5822,2147289.56109,41562047.4497
2022/09/01,2233401.69664,4872692.20628,23003062.73032,1433379.97858,40943625.43368,1355143.82717,,264749.84095,,666835.00283,19086726.53442,64423.77649,556577.70799,402930.41116,2986262.8508200003,31952601.04938,,105609442.83649,511118.39312,,151270.38249,2316550.00324,501903.96791,3607462.31486,,2584597.44185,7096612.86088,71222075.59927,1693596.20682,1916069.0504,5561057.302420001,249546.74521,8129876.42916,34364327.9779,9337794.45012,25065943.96297,,,9894647.36323,49268.04959,1580.67122,,1344260.43574,101296.32047,938707.19985,328291.97988,1363284.70204,68651488.05461,790688.68634,739091.17041,1210289.02128,1181099.76106,2094552.50155,1565427.5676,101579.1348,465665.16891,,1147563.08559,343915.26094,776516.11496,197465858.32009,1026913.7335,591542.2016,12863.73773,52167.54664,76559164.66243,13045426.19379,199813.82505,530544.86283,8061.33154,343328.03267999995,9389140.03102,4249540.63409,141396.36598,2062766.80957,40437999.33141
2022/10/01,2241977.01668,5143193.6426,22029344.67095,1432826.28347,41562377.70089,1354831.20575,,259529.21387,,678422.98378,18296456.21408,74409.96325,546073.79761,397959.08358,2851182.66094,31408892.77864,,102481365.88842,502903.11593,,161823.44945,2512323.25111,494531.7752,3529744.8412200003,,2576397.13139,6981615.56167,69746096.20932,1669494.99179,1904879.83154,5270675.67606,237747.77728,6948689.15709,33488556.40684,9103003.23957,24265413.16339,,,9424398.48263,47549.44835,1580.13698,,1268682.8909,101403.13544,892065.7747600001,321723.74844,1315714.8797,67553215.61845,810984.22922,708129.79632,1194492.65071,1113536.66829,2146419.91348,1527969.78049,100635.94731,462137.47515,,974308.27547,368092.54689,389913.90876,197659306.2887,977868.66872,582751.67694,12873.28431,51684.15291,78767412.79255,12519458.63555,200910.85399,531705.81242,15466.07805,357500.66252,9435410.27511,4161010.37478,103687.43495,2025540.79192,39229926.9527
2022/11/01,2210866.51615,4778862.01443,21418367.9071,1466697.97195,41699333.32026,1357946.43235,,255868.35113,,664270.90712,17310162.52656,79296.5998,535333.87159,380984.4625,2806998.32016,30551970.07805,,101504204.32513,454855.46439,,156380.56927,2518042.5647,489549.30181,3567466.84157,,2523471.68703,6841400.4072900005,68263686.67754,1609464.7079,1700127.90024,5131326.298400001,214891.37081,7870563.05207,32720541.47056,9198896.05827,23423274.74499,,,9321846.73275,44348.46964,1580.67122,,1199660.03663,101035.23669,848354.79932,303577.81053,1224455.66578,66972659.77763,693743.93431,765264.33373,1196780.80647,1060721.02487,2134645.57191,1480674.14758,103574.96009,457863.22251,,889366.50373,357577.51018,408040.92418,197348270.84276,,572226.19961,12989.91577,103041.82242,79037165.87405,12589846.23524,202540.0663,551023.57209,10839.65633,356467.31472,9113360.04102,4247886.78919,105887.01074,1979022.17578,38024840.45276
2022/12/01,2195399.8922,5425564.26488,21085038.87569,1422957.99904,40871999.24687,1330447.14678,,228069.30109,,675481.13059,16658124.04891,84295.26225,521574.98788,397106.95937,2722794.22917,29442044.70962,,101740426.26233,452711.6715,,152191.80632,2659017.6912,529106.26012,3285078.855,,2486266.92751,6822396.296080001,68230424.21334,1573283.57759,1688508.27164,4945052.71519,199486.70553,7378250.589149999,32180265.6732,8505507.63194,22965574.26035,,,9113788.21546,41211.68823,1580.13698,,1264085.43436,100665.31338,878736.6660600001,300659.55042000004,1193510.08475,66919644.56285,736629.46358,689425.9411299999,1221730.6653,979288.61596,2119480.12653,1468913.92677,97370.05891,439293.05021,,849036.0361499999,352347.41724,389256.92551,198021652.66049,,554182.80757,12883.99519,102990.78585,80270704.97962,12879637.64875,206850.23067,523787.86191,10653.65971,357466.05675,8761291.34758,4333546.29209,104092.66056,1968326.22117,37473360.28336
2023/01/01,2186333.8013,4462558.30436,19233916.56093,1337317.23029,40549183.83462,1247965.39352,,328310.08949,,671986.51481,15374509.34893,89738.29065,540525.90144,446035.75104,2596175.18813,29302119.16527,,93956593.99385,422574.87282,,165467.1042,2727625.88113,632702.37812,3341933.85107,,2412873.87727,3924130.13835,66808148.61248,1477075.4275,1586371.15437,5385901.28389,175103.10678,7857109.33386,31533572.799470004,7528526.75644,22552506.68769,,,9124877.07725,38064.58988,,,1165082.13978,99794.52925,1017861.45546,239476.44277,1144101.09723,64642731.52257,651768.3098,597451.6209099999,1074821.21623,893790.82018,1599088.63434,1445671.75801,100705.5627,434043.85236,,698507.04575,337364.48573,398979.87461,198715650.11867,,503980.56286,12889.48998,52455.07434,81693528.10261,12333227.53508,199001.96333,501188.79797,20579.6579,472035.77242,8432350.37556,4394575.09997,92960.2997,1962004.98566,35429678.91429
2023/02/01,2180800.04599,5420790.8030900005,18589052.82086,1406950.8198,40408281.70171,1286084.82613,,270420.0781,,680292.3922100001,14634576.38248,93045.7684,491789.23945,439501.9278,2515446.31935,29109104.73585,,94063779.50547,406356.45399,,158558.85279,2841943.12487,566415.94268,3371313.54023,,2381099.5645,3856751.12392,65904106.18643,1377268.82228,1599796.49597,5318262.14735,165738.8133,7703262.46842,29835159.69918,6002907.167169999,22358909.32061,,,9128078.87011,37406.02797,,,1094743.48768,100150.7563,1046691.53655,232828.30426,1127651.49683,64020926.35584,640790.72277,621688.33,1097061.06046,899306.42616,1629965.8558200002,1395832.34451,101385.0104,433495.38843,,802255.721,329887.90309,386931.78423,199349039.70516,,458225.39355,12899.35477,56854.33280999999,80848614.67182,12026809.45774,200582.38136,488642.037,3754.41532,475970.52272,8095238.26587,4415424.22735,86494.31003000001,1907894.32634,35208453.52931
2023/03/01,1430688.93913,5301814.85929,17490960.916360002,1415759.83528,40680541.30193,1258454.46473,,272215.90767,,690999.1327900001,13889024.87448,98750.00264,484088.33433,438336.01675,2313567.50478,28153260.31173,,92749208.23694,408593.48749,,172128.20409,2877870.71415,,3738897.71599,,2314724.1842,4024707.42203,64453331.55627,1363686.85404,1463572.90485,5170039.14362,127440.99641,8532963.87603,29651808.05996,5815810.8232,21826711.97405,,,9072827.89121,38576.39827,,,1121632.01944,,1082596.33514,165137.27722,1115307.55649,63656421.88762,601329.60092,624831.3752,1236790.79462,889343.74034,1693886.67537,1408827.27931,102192.35612,420886.44243,,833088.90236,328861.2533,386735.85544,198666349.88124,,446661.52076,12906.59226,56125.7585,80630300.19581,11896642.08828,200373.46157,473572.96075,39462.940180000005,509336.73846,8052242.9459,4499074.49563,84501.437,1962215.6936,33612650.45056
2023/04/01,1417125.73391,5331728.33864,18124755.10582,1338035.83046,38231159.45263,1241908.3914100002,,282201.11009,,681328.17634,14504790.12545,110233.02075,485842.84554,437043.07934,2370921.99491,27244527.48797,,89998113.34566,401628.86481,,188563.86131,2637925.01657,,3435794.78204,,2276509.11147,4141986.02441,64080812.84116,1328100.82121,1302650.35615,4871118.98517,124462.8081,7972581.47871,29300908.57834,4755525.94433,21846707.62564,,,8738292.69307,30226.99578,,,1121354.36663,,1041985.17926,159968.97186000002,1089652.26098,61957867.66645,539801.47695,614153.3793,1142852.12651,875819.16339,1777269.58651,1383635.92618,105808.45903,412873.36002,,993166.61036,310350.16446,240548.63781,196942528.31298,,470071.18405,12914.80113,56807.43261,80761119.20336,11890704.16818,205424.22471,481047.25525,46320.92709,532050.2714,8260273.69517,4726181.91703,89551.5074,1994204.5196,33295930.0218
2023/05/01,1406785.71831,5085094.3795,17656422.266629998,1373648.50073,38847349.33642,1248610.77591,,270451.83825,,678207.90932,14413742.28509,120855.65969,479097.55647,428633.3081,2283284.79049,25913082.43493,,89584144.38331,384695.10275,,211729.11271,2748241.54227,,3483685.73883,,2252605.23271,4190767.15255,62562903.05792,1324375.88326,1289645.21133,5021458.95004,122536.69385,7438551.06599,27639782.03152,5090113.32729,21420030.52184,,,8437958.70623,28313.27912,,,1154254.18655,,1046266.86983,154064.98084,1086282.30196,57930930.74058,592709.27154,589326.01859,1092373.31062,878782.36057,1849815.02917,1196001.20006,110264.34877,418440.21877,,1294765.51998,326923.00121,240088.14243,197648965.45894,,472824.69223,12922.67506,57079.53329000001,80281288.44924,12795308.05754,181800.45334,484461.29909,29259.76292,539398.59201,8507536.10104,4857638.41032,101852.14029,1969428.1285,32919724.56981
2023/06/01,1396950.97225,5062557.96622,17497869.40315,1351446.98994,39221164.2109,1205927.98239,,299049.13853,,653872.90027,13621566.90619,129587.99251,461709.50137,423568.7916,2047650.23743,23802901.36128,,86376199.32419,401029.43706,,221965.10636,2813666.63613,,3333907.49464,,2220509.62926,4418126.77111,61451377.93036,1272505.73864,1270428.78339,5069935.93972,120514.07988,7994211.83038,26902761.20074,4534183.78866,21502676.07326,,,8133495.20345,25129.64139,,,1136917.13528,,1012613.80937,148650.88757999998,1067677.54328,55872451.21734,557006.04869,581875.05532,1097460.29628,907647.29869,1852310.98726,1109676.79369,108356.90782,403352.35945,,1048145.04785,317777.12405,20068.9397,198872224.04736,,463118.37788,12931.73979,56542.79161,79820898.48791,13215039.77382,179901.96190999998,531134.16658,1589.09951,535288.36849,8818837.436519999,4995166.94603,108633.01068,1939194.45192,31584679.60456
2023/07/01,1380290.08706,5117488.5557,18223372.8575,1342259.495,39831954.28461,1218562.28018,,302599.11789000005,,652787.04404,11751776.34028,140663.88639,451045.6485,397364.977,1875964.72895,23373534.84456,,84690785.43201,408169.62772,,248384.21452,3062774.62181,,3371129.50771,,2227605.60249,4473847.69877,62478610.71265,1273230.08958,1284549.62667,4725471.234259999,117039.5729,7723878.30856,26796952.72702,4899195.09739,21757912.45396,,,8792681.38925,25170.04822,,,1101222.49411,,1003936.48445,141627.37986,1089096.23607,55014313.92666,540327.94007,524685.70143,1254034.30099,921501.18192,1899558.19429,1127992.31373,108360.43486,398212.44852,,200097.42681,304923.83982,10024.30238,201821079.01242,,454443.86519,12938.75133,56896.88287,80075810.10622,12795349.82456,180767.79333,533620.9958,23876.34783,496447.20979000005,9122577.11301,5266245.53664,114246.37532,1906925.68234,31136463.8522
2023/08/01,1375321.84274,5086401.00797,18662300.29868,1390671.36903,39980141.9807,1214919.64567,,311101.50255,,636506.60846,11464324.47875,149058.80888,444548.35783,389998.47752,1803362.9399,23722163.93832,,84390092.62705,407547.43608,,259874.33469,3043661.82789,,3382200.89848,,2143250.19325,4708151.84397,63206079.81992,1409754.51258,1353631.0125,4753041.065330001,115960.57064,7476357.33358,26536731.16888,3904573.98434,21683580.30633,,,9246782.59987,22937.53524,,,1098392.39186,,,135721.07246999998,1088041.39659,54856052.84256,644465.21899,489929.18331,1204876.6288,934347.21681,1855937.9901,1152626.01387,108172.49984,394866.23926,,80038.79452,314776.64441,10034.1171,205178543.09561,,451764.26719,12944.21807,57055.08707,80308484.01853,13203560.67418,182511.02989,552592.76894,21673.11771,506018.11524,9171022.10576,5311365.02421,97331.35812,1899884.02519,30760768.25316
2023/09/01,1368831.6095,5250782.58208,18180128.08499,1395036.28584,41286901.274220005,1203417.67271,,351977.77652,,675829.2391700001,10710315.25113,157680.68912,428028.52209,392108.89206,1851405.52563,24530576.77905,,84183012.61591001,404918.5737,,226362.06205,2931144.7027000003,,3346161.26776,,2107958.20425,4665709.04457,63637854.09555,1508976.15455,1470547.49002,4689842.95864,116959.13154,7046241.75642,27140189.33742,3051833.18904,21316625.05283,,,8956253.8793,19743.60874,,,1065442.3421500002,,,131256.24147,1108065.02452,56449039.77422,547363.00648,478853.57571,1235632.20809,956233.95508,1827974.96167,1201861.67752,106220.14519,394683.69509,,80034.35713,334825.7173,10032.33379,207414645.43637,,470602.29722,12954.08287,56810.11464,80768042.01846,13818286.70867,182190.75811,601869.82721,20129.16373,510247.2761,9325906.17317,5386062.00849,86830.50902,1908708.21426,30498383.51373
2023/10/01,1364447.4543100002,5455351.72674,18326218.07547,1351038.46908,42467043.69921,1197461.35906,,341335.13351,,693124.82879,10413673.57432,165819.61555,425057.31292,389434.61521,1427865.31499,24288170.46265,,84043247.07554,408840.37153,,244246.3135,3976934.25824,,3627123.49278,,1939652.55891,4607250.68262,62294528.51608,1519735.41256,1352543.28756,4695563.6089200005,114944.63735,7267418.84023,27104704.81109,3730209.23532,20880367.86186,,,8933909.9442,19352.58744,,,1041282.94366,,,127443.32411,1075349.87125,58321240.20503,,437537.2577,1210109.95403,933776.37045,1864317.21257,1166959.02659,127216.46337,386068.1801,,540427.79562,345815.38201,20048.30661,209387438.94257,,452690.21941,16158.35883,56140.65334,81800961.74165,12844700.44131,170585.14436,563433.5077,22020.21814,508301.43912,9871634.2191,5693963.092610001,92373.9852,1899548.43869,29753685.75678
2023/11/01,1355028.60013,5385309.41793,17937925.24788,1345773.00946,42887858.69023,1202913.76763,,343715.84064,,700937.01867,11392974.27481,175932.27509,422451.1973,389698.72842,1175327.71576,24233992.01524,,83339880.88574,405765.72152,,221829.31805,2955559.92626,,3629530.08923,,1875871.90401,4916705.76282,63119950.63986,1637240.74076,1441718.11259,4639550.52406,110113.59596,7139944.30853,27396033.38011,3323489.44736,20549320.29652,,,9067242.51399,16113.26786,,,1136722.31481,,,122162.33941,1068508.06362,59875064.39499,,426587.06263,1103826.81067,913252.01156,1897870.04996,1109446.25716,129427.56545,374420.68296,,450169.76139,371928.82504,20056.0292,209004820.1151,,458193.49202,16225.2291,69838.37585,81856765.95428,12727468.8984,172949.89113,566726.55955,19784.3254,520893.16818,9621273.07737,5816174.81595,97942.24037,1911665.38325,29694900.4902
2023/12/01,1345182.9224,5938987.52174,19276028.5623,1355356.00651,44129681.39951,1162482.0816,,349190.40616,,680145.82867,11821189.41286,185689.27472,435627.92707,384172.81245,1178684.45835,24362399.32903,,83714475.91499,406446.67264,,201392.69352,3063587.80798,,3784880.99203,,1947551.21988,4557453.18638,65325957.22865,1726602.26905,1518163.40186,4733679.78688,49183.28211,6933598.94307,27719115.96209,2746652.80195,20658074.91705,,,9333596.61777,11423.51358,,,1064375.75075,,,119169.3631,1080585.20798,61365572.68597,,388267.31381,1169983.20606,877324.85144,1944004.11697,1001795.28586,106354.84151,366690.45238,,560206.70535,353070.36688,20031.51295,209275659.62878,,477908.34859,16284.86538,71198.93792,83994755.47716,12802448.22945,174857.48501,594229.59567,19125.47173,567223.52147,9775781.09815,6119092.61698,112172.5267,1929239.79185,29664660.00896
2024/01/01,1340466.449,5733404.52395,20046832.92126,1145530.1501,46139394.65154,1165774.57241,,351433.54072,,729605.37484,12107328.44934,196167.21652,395926.46376,357988.85771,1180435.32661,24289191.81709,,86756268.37968999,412382.40108,,214893.24447,3358743.21419,,3978409.21471,,1917629.24371,4310613.17313,65872878.58183,1899539.99676,1688708.81566,4653853.792090001,25902.6131,6423105.25062,27545286.18638,2769054.58262,20725650.42233,,,9816303.46799,10328.80984,,,1187130.16441,,,115780.87367,1026374.95211,57743797.6149,,309025.98182,1091799.93603,925922.6316,1885171.57076,1080213.66038,111631.99953,335859.85355,,200211.14069,333843.54485,18047.96699,207666673.64983,,470057.38294,16343.16822,73210.77364,87220018.59207,12966446.40454,153434.86689,590017.6891,1307.14901,539191.81759,10403783.46038,6690496.00883,134015.24523,1975403.31962,31089002.09144
2024/02/01,1328831.66719,5616840.905250001,19991353.54588,1339913.10169,46130980.42542,1164801.76595,,388356.36117,,777681.86294,11026070.35059,204609.88742,386753.57369,332681.55438,1099123.07458,23063496.31254,,86115905.88847001,412159.71985,,209905.03695,3287005.55351,,3890129.14021,,1936450.2104,4658511.59124,65058900.0485,1943393.07048,1386472.3985199998,4640317.1057,25460.93194,6993165.32161,27169389.35931,2794341.94407,20651193.00812,,,9394692.45282,8731.600770000001,1371.14657,,1043199.75256,,,112241.44879,1011936.97752,56731162.30305,,215745.07487,1168025.12278,989761.26087,1796123.30355,1012892.98951,111916.54365,345401.46871,,180059.95108,352768.46292,16042.56339,205757118.94175,,435795.69708,16406.754829999998,72217.94192,85979416.01218,12594161.41921,143635.81785,575017.8782,1406.47859,551307.21268,9751468.43144,6826762.85619,155308.46031,2016417.56623,30991755.83843
2024/03/01,1294009.42539,5292493.891890001,19942177.5253,1415087.50448,46016513.53253,1214931.51807,,386831.10222,,740742.96341,11013298.24852,210298.63978,375227.98461,312209.51735,1156517.7131,21956063.18039,,86473320.56253,370366.41362,,246466.9608,3159404.02452,,3887112.66719,,1930427.2788,4971413.23918,64791614.04216,1938597.75123,1514692.32427,4967026.7642,18079.06583,7572575.77226,27068174.52155,3630195.64088,19967455.58582,,,9830342.15886,6693.93242,3.90164,,1066506.73197,,,110079.64704,1025512.07391,56601621.09295,,161912.86724,1215093.0521,1092826.95656,1799300.12319,990956.4297,114926.16529,340868.95035,,380124.04147,323936.13321,12518.93483,204026309.71129,,418356.16082,16464.02129,70836.81745999999,86536969.3928,12680273.93433,143095.56363,564276.74203,1554.8153,553516.14007,9814453.31744,6826136.16734,183623.81787,2018576.06823,31667373.34961
