,a-bank,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,ukrsibbank,universal bank
2020-02-01,5047022.54685,61499994.32241,23191029.7168,31933839.25603,11433068.06827,65899847.54163001,24239644.13659,13104476.62621,44925874.60448,19485059.96846,10493354.24255
2020-03-01,5282518.45644,61952402.45705,23097026.404650003,31982773.582590003,11453474.05775,65818798.38464,24365007.82986,13680569.66079,44099724.44275,19558698.06518,11166290.61752
2020-04-01,5330228.473599999,63206888.40332,26239173.47156,33396070.906820003,12021358.01238,70570049.59977001,25784681.51195,15530311.87424,47926405.60633,24442122.2586,11803025.0487
2020-05-01,5304441.50298,59745008.39592,25119754.95869,32272601.2465,11692949.98872,68236850.38639,24680166.26292,14731231.822369998,46815773.86868,22508849.03865,11381763.80406
2020-06-01,5417508.91957,59278522.75546,22700913.1368,30010748.98291,11751085.41343,67801851.93743,23118671.95219,14884352.51103,45509132.92259,19287076.95583,11820628.25111
2020-07-01,5719322.729610001,57917757.35856,21901293.56948,30574893.69118,12205228.93192,68273267.41833,22526811.09238,15804642.59782,44405112.69285,18769543.7403,12670914.70711
2020-08-01,5916140.20009,57229311.13725,24529531.92118,31534873.862650003,12630628.46422,64593448.47956,23594808.42769,15889760.0657,44729021.69707,20727553.30532,13364258.99514
2020-09-01,6236346.84792,58173938.24469999,24394903.01065,32549954.69313,12765453.27067,65194091.94582001,24158729.92087,16793996.63385,44246725.43963,21687213.66207,14123503.03404
2020-10-01,6533342.85048,58259156.69048,25736955.29041,34593853.23150001,13313934.16295,63048799.80756,25458400.08444,17612435.23743,44373502.46633,21988715.42374,15024369.93738
2020-11-01,6664797.90665,57375158.51858,25569577.18486,35199802.9312,13166849.29156,66073801.59233,26088872.03359,18007810.20434,44728676.84214,22377040.40365,15408373.641470002
2020-12-01,6830651.79577,58188283.22277,27313503.94462,36196383.85846,13169144.26811,63895018.37526,27780562.788390003,18588289.629940003,46851374.56376,21069344.8211,16519370.83602
2021-01-01,7190533.291610001,56805052.50665999,27809805.02201,37573207.58055,13282029.238,63226076.83326,27638192.4804,17405734.29174,46014963.45981,21067037.98877,16408875.2676
2021-02-01,7345645.85456,57195899.10698,25958957.401970003,37992676.88922,13247289.3286,69417687.17241001,27362288.01737,17032338.35748,45001854.31829,21442101.47015,17456096.69032
2021-03-01,7572837.53701,57933942.8536,26185516.144920003,38840867.75002,13228694.63637,69024200.67437,28165607.92967,17414401.18544,45305128.35428,21364915.94035,18593327.95963
2021-04-01,7673432.80617,60301029.22196,24509236.2563,39629221.49084,14070285.03138,67736391.62024,28292494.85915,16373623.8617,47669130.94988,22047130.19118,19464634.37064
2021-05-01,7704836.4277,61153459.61946,25918224.74206,40456408.51236,14610443.04114,66342930.50559001,29707465.76584,17029592.86203,50957477.6075,23185032.53781,20190575.05408
2021-06-01,7952129.13277,62899267.28824,25720546.65403,41908231.2221,15181724.846419998,68743149.83160001,30647291.18544,18334070.81136,52861920.60884,23120723.3636,21978418.67543
2021-07-01,8327916.758719999,64328135.79798,26294145.581570003,44346658.42381,16036214.09474,69462152.38013001,32258080.19431,18479091.08072,55205501.83673,20937067.76477,22193111.14906
2021-08-01,8599884.57065,64706988.93313,29037661.23845,46002635.4353,16584715.78178,68917025.71572,32865087.41546,18388739.78112,56241825.63644,21776214.38848,22779438.13544
2021-09-01,9011211.66826,66729118.64992999,31456383.11463,47586517.41378,17094735.84527,70658798.49152,34963059.57106,19063633.67722,57968345.79158,23000872.67604,22912259.76808
2021-10-01,9104560.42598,67415100.26399,34979551.20657,49304184.901240006,17606163.67801,73309859.60774,35993389.033760004,19356993.5315,60297614.40092,25432014.56184,23528929.55033
2021-11-01,9226833.217,67333209.83184,34606604.59884,50751128.97705,17664670.62372,74596753.64494999,37371840.38012,20322618.59521,63948933.47232,25591908.27275,24237231.53409
2021-12-01,9191966.64524,69626090.34344,36829670.32828,51998843.655360006,17712749.241919998,74921651.00549999,38982603.63218,21611237.656650003,67589927.70186,27979360.12316,25489723.33499
2022-01-01,9501506.91216,70193030.37557,33802579.533099994,53086793.35171,16803942.27572,74754085.60115999,40460457.67423,19969068.8323,68803612.16961999,28459814.6799,26064067.62789
2022-02-01,9760934.09358,73810126.36033,37238943.18576,53165751.8657,16955836.571820002,74998101.43558,42798393.01033,20673015.57153,69215236.9314,28690580.60555,27846835.65645
2022-03-01,9993076.313329998,77228180.58961,39435996.85553,56455041.37423,17150573.06749,77441815.90332998,45117583.88675,22249455.33152,71694914.24821,29692531.08303,28624944.58619
2022-04-01,9621463.57573,76344228.70848,37545549.59118,54351068.383650005,16742085.1605,75362971.04020001,42177565.64839,21490858.76657,71699552.15825,29088336.73615,24731429.13337
2022-05-01,9273066.89804,78488682.09510002,35764082.162530005,53204430.52217,16446355.95969,77889440.15438,39016340.81907,20569675.88336,70356985.18379001,27439318.61185,23150652.22007
2022-06-01,8847496.331389999,81853548.5726,34757299.14453,52970299.86755,16093559.29279,77096135.72691,38364426.0345,20280559.30266,69641271.42448,26542743.30614,22311447.87093
2022-07-01,8181329.41294,78018318.09068,32352940.742550004,51242315.01336,15586098.46268,77624757.35666001,36193621.36477,19212689.08086,68267804.37985,24122551.51843,21597946.54381
2022-08-01,7920577.473209999,76314768.67415999,33936481.019090004,52036912.9698,15516070.33812,82799378.49514,37321817.76287,20384534.802460004,72230958.52966,22296423.47072,21404545.87594
2022-09-01,7479277.927320001,74880302.21432,32441447.62899,50875975.28214,14925844.166569998,82619139.19073,35215101.29978,20305217.13927,71514083.74567999,21888396.94206,20874798.94201
2022-10-01,7034345.47995,73909083.87762,31276136.03263,50430511.47647,14604027.06232,83317682.76279,34038129.07852,19098812.73323,69688126.03185,20751334.9396,20435255.88652
2022-11-01,6636701.12099,71577723.9949,29860834.61396,49380629.86125999,13972715.11089,82507351.19670999,32659496.02011,18345302.62538,68004333.11192,19253464.42007,20518935.48593
2022-12-01,6374889.6969,72032098.69041,28178959.10049,47321109.75962,13301856.58644,82976972.03136,31388988.90085,17794027.057430003,66713951.71134,18265285.46738,20667380.17669
2023-01-01,6220965.57527,71355251.00339,27458170.15821,43770237.29232,12505601.862310002,83215594.6941,29892899.95345,15652838.61858,61821553.11324,16315949.079089995,20797790.00833
2023-02-01,5958165.52536,72312006.12635,26674984.8833,43373070.07748,11945706.48793,82042526.51434,27975706.58522,,60919200.00586,15470671.01454,21383206.73699
2023-03-01,5903538.273939999,71423763.79484999,25263027.15932,43385789.17663,11644364.19186,81086132.51506001,27535038.62612,,60362266.31244,14622610.75673,21648374.28754
2023-04-01,6087960.51182,71330493.17842,23897009.47964,42944107.96862,11553236.58184,80707435.26028,26867108.43505,,58176521.08346,15149877.60359,21907379.10263
2023-05-01,6170282.703749999,72675046.96852,22492132.99223,43418057.7652,11672037.29994,80130554.25789,25093138.83548,,53986121.53545,15028447.14689,22704844.44102
2023-06-01,6411408.0501500005,75474001.86532,20200809.05873,43918869.57006001,11854609.62326,79774718.81023,24176144.23901,,52132396.46925,14174106.72369,23889473.5388
2023-07-01,6595260.729959999,79859692.66948001,19292302.94455,44698179.13581,12048122.87904,80552321.88212,23910591.03774,,50354801.53977,12157515.86055,25100594.71484
2023-08-01,6938080.196470001,84310860.3036,19655187.46324,44952098.0332,11996315.1794,80749487.76562,23589105.71675,,49822766.21211,11824255.84101,26302792.00502
2023-09-01,7444870.04972,89158106.12516001,20616862.643820003,46516106.07224999,12006992.00526,81499986.31537999,24114493.66739,,51524614.3916,11061255.77657,27643297.45604
2023-10-01,7776987.88055,93188835.41272,20079912.27094,47716174.198690005,12430220.451910002,83035062.36771,24423669.98156,,53540947.85844,10767599.98554,28650656.89175
2023-11-01,8340747.896720001,95095468.55253,20220214.14548,48455245.92407999,11994243.52068,83645440.99785,24730253.41281,,54998702.172060005,11714341.41579,30887734.35076
2023-12-01,8997985.01987,98203129.80714,20415128.14876,50363194.23469,11969895.03422,85963337.29753,25155427.79356,,56400899.23767,12183615.52593,33530005.48056
2024-01-01,9346122.30477,95637762.87384,20722239.04715,52058047.17459,12468094.47651,89109019.38982,24861899.00625,,52601718.82615999,12427249.14117,31775950.0946
2024-02-01,9798015.221,95892725.73545,19935258.82398,52429198.27649,11746984.27499,88774286.27872999,24484172.22647,,51835414.36784,11418375.14888,33462805.49678
2024-03-01,10269022.32225,94939065.34375,19175529.16188,52448259.90256,11721539.30459,89690041.60969,24346929.809,,51733046.69053,11440109.03184,34309167.14297
