,a-bank,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,ukrsibbank,universal bank
2020-02-01,531482.78688,177219316.86548,8978407.70532,13371414.83064,3161879.8605500003,106870077.07715002,12669020.989959998,7814756.25963,19767908.25879,8834333.539609998,3505783.2438
2020-03-01,722163.93433,184356750.01339,9952182.486869998,14524576.69307,3351230.52183,105765412.21783,15794067.54665,6994706.04452,19251232.27792,9823188.893460002,3200196.2228
2020-04-01,750909.83606,188580259.32549,5248994.97816,11656001.35059,3560730.25002,104019869.09982002,9915859.8647,2286994.97781,15137804.41931,4872555.477550001,3415937.1965
2020-05-01,900775.95628,204257329.35551,6600663.71051,13218399.99499,3411042.79966,108016759.41289,9263556.89778,3680445.54954,18096390.3244,7375011.01226,3757511.6234
2020-06-01,900565.57377,210901216.92628,8668369.76269,15212397.42809,4274410.93564,111255148.88887,9412480.12972,4377724.306229999,21577673.07009,9733956.45749,3560069.9659999995
2020-07-01,750614.7541,195472601.98639,8390238.65332,16633035.65929,3983736.24853,110997087.04092,10569468.19894,4417559.6334,24229406.39626,10298127.14708,3354084.529
2020-08-01,740349.72678,196699310.78864,6236146.59674,19121059.95265,4084076.75353,115743982.247,11284252.62136,6227844.334520001,21399903.04564,10236660.7748,3662741.1862
2020-09-01,680404.3716,199877640.38164,6457264.84135,15669349.88078,4250627.934239999,106343286.5751,10989917.73128,4703028.56895,20990060.108820003,10469066.74587,3955161.2898
2020-10-01,680668.8524600001,209124396.353,6349818.597259999,17784054.79178,4564323.99633,112264798.22764,11250572.66027,5652258.6172,23993309.35322,10657666.95706,4529387.6068
2020-11-01,800389.34426,217279469.00031,8162046.59599,19489146.41894,4557714.52158,111916895.49088,11000531.99853,5886212.4869,20186737.20015,9762829.94174,5248136.242399999
2020-12-01,600393.44264,220704239.86633,7756584.255580001,18216189.47514,5271887.322579999,112025097.41967002,9620631.63146,5246857.387370001,18240349.15867,9903651.89479,5452683.48492
2021-01-01,585165.9836,246443103.53007,7335544.00548,22447647.465230003,7387517.964950001,127422704.37906,12502721.23311,12166044.22558,29676457.84169,13824574.61938,10635939.96895
2021-02-01,350053.42466,235778916.10781,9038251.62942,20069105.126710005,6938711.186199999,128189922.94432002,11257977.71782,10047940.38908,29554538.253290005,10408238.699500002,11909460.22094
2021-03-01,350049.31506999995,234128849.20167,8498952.369830001,19369074.08956,6681874.83981,121497284.56453,13064993.36191,9081667.22768,29373212.54529,9662914.921510002,11927863.45822
2021-04-01,237083.4528,230630404.09855,9510444.31965,22979917.35882,7002089.218319999,128983828.45654,13559632.58326,8616507.7017,27898412.44247,9610162.20975,12324252.93536
2021-05-01,407036.24071,230888067.59377,7112921.852739999,22757864.21384,6049134.64648,135696518.24919,11941925.87801,9322022.61003,28236358.94738,9658185.06993,12911124.19
2021-06-01,507350.5508,222678182.06962,10296248.33179,18911686.1758,6118689.54365,131266185.43498,11672025.35715,8748847.00642,27681391.54469,10938976.52488,11148705.783830002
2021-07-01,590174.93152,215582776.5608,8114170.35395,20649418.41312,6203847.22127,123204076.17485,8451725.247480001,9125983.659209998,26685421.00751,13283383.10902,12307881.12985
2021-08-01,800161.64383,214961133.82804003,8141725.252520001,26342354.68559,6086639.21701,121915102.33683,8255055.429229999,8395840.748739999,26338370.79331,12576901.36525,14287072.9164
2021-09-01,841348.7671599999,208947197.5123,5005468.32619,18215504.41971,6021994.55863,112279547.25046,7984063.48373,7966623.23078,22285453.30736,11261534.19739,13958556.249759998
2021-10-01,1002078.76707,216008236.72784,5430704.42399,23454210.66637,6576982.508589999,120300253.94477,10282960.46043,7444551.64933,22234644.97608,12397755.609800002,15010204.7449
2021-11-01,1201091.77995,219663645.12088,7792774.305469999,24014832.2637,6764591.4981,110925503.59541,9615220.46315,7470940.9511,24244882.0707,12328892.61376,14653495.6977
2021-12-01,1753231.50614,219160562.7306,7385545.130649999,24820048.09727,6921674.24522,110087108.52912,11615333.96591,9584119.144770002,17452073.81722,11295138.03323,13943049.23073
2022-01-01,2321746.78528,248381291.14712,7724233.032749999,32035075.85287,11416197.606850002,126429171.97558,14575181.62659,19321639.51368,23126654.1165,13557957.08545,19647779.81003
2022-02-01,1813939.97615,229333225.51555,8784437.12147,30136236.78497,9088723.41698,112312730.23936,10422653.894050002,16332818.94889,20388885.84611,11536320.41408,15186547.26608
2022-03-01,1364552.47661,217660286.31978,3541618.1593,18291748.52067,6145609.52515,117197998.33512,11325746.99639,9455674.974769998,24546722.85038,7238143.1384,10365228.82378
2022-04-01,2461832.8074000003,226099030.24087,12252430.66352,20273879.206090003,7010779.27733,124666506.3014,16040117.4244,8422081.923,27546369.77608,20219835.11095,22220452.09484
2022-05-01,1662208.21477,234462408.48556,14268357.35797,24904222.35579,4791285.705150001,129749833.91887,16363936.77014,8310636.46697,30182148.85263,22639773.18129,24124538.90062
2022-06-01,2362926.37308,246773553.29208,15715498.7607,23423769.27575,4727240.12882,123847614.71985,14516932.84451,6340853.09505,32240531.16033,23267012.10377,26163938.93434
2022-07-01,2814379.97771,268097360.29153,14066635.34645,24593865.43092,5285429.03308,115565940.70202,16148941.30666,5879541.68355,31771605.5592,26221036.00052,23395835.19157
2022-08-01,4064980.33045,290565337.93424,14504453.24469,24487566.376690004,6469295.140389999,115029189.71604,16252735.71676,6130293.61033,35123866.96662,28804128.72252,26377200.64041
2022-09-01,4065670.98795,291392775.97773,16396148.69747,22016349.39,7053756.56261,113337122.29848,17897617.68058,5299595.02251,34502462.47129,29401717.9273,25700348.51321
2022-10-01,4066311.88045,296011313.13106,18364861.91056,24440068.00333,7281735.03661,121116109.55926,20607771.42217,6783136.8579,39676139.40316,31649638.648520004,26528023.120180003
2022-11-01,5067617.879930001,318663949.29852,21347853.53936,26152424.82168,9376599.867,122522353.75417,24914107.02447,8242695.87686,40773397.69713999,35892855.25928,26990347.59434
2022-12-01,5604772.83428,310892240.8326,23507174.91993,32848987.42658,6759490.75526,134053693.30564,27508030.76354,12274592.65045,41688531.84277,37131822.44222,28857620.32361
2023-01-01,6309870.191450001,339760033.70115,25440456.66546,37611211.78442,7343012.77436,141547279.97476,31038211.43424,18906520.62417,43305370.22167,41911880.26955,34349384.02409
2023-02-01,5160630.017980001,308255563.25671,24019918.08092,31930819.92148,9109488.94422,134013357.59368998,28952397.16418,,46886801.9723,36938950.13122,29907751.4345
2023-03-01,7351155.634289999,304969085.99603,25150478.13402,28517567.92232,10183143.89343,146401869.53383002,28773598.195970003,,40597611.60277,34610583.408420004,28779668.46922
2023-04-01,7294997.66365,309182880.19373,26054173.71449,29471121.39924,12904510.9571,131032200.29966,32024984.21819,,34656972.32848,32521569.762300003,30015571.216070004
2023-05-01,7977640.745320001,322591759.15314,29054384.60865,35474800.4388,15498354.236220002,135590266.07936,36075804.56951,,46226900.01491,38831563.04734,30329729.95865
2023-06-01,8801348.3314,304697915.20234,32283226.26022,41196301.68895999,15757462.45671,134237843.05206,34032394.79272,,51029185.61134,39779685.86478,26723172.781850003
2023-07-01,9629341.1121,318015853.97934,38211421.65465,49023206.11896,18793262.36731,137529099.32449,32953024.792850003,,53314359.972260006,44458349.9424,30523541.58511
2023-08-01,9125245.392879998,322209427.73018,38875630.85520001,53952742.18592,12386317.65615,147434591.90490997,37889400.72582,,61124545.49878,45744411.49381,31110392.09133
2023-09-01,8992524.69221,315027901.36079,40148530.61112,52260065.6773,14724880.510930002,148527161.65137,39660579.07474,,61691583.65169,47275746.98545,30531685.95069
2023-10-01,8622676.338440001,332191488.24471,36066787.51233,51125486.32709,18163888.17378,151547710.73649,36942387.12915,,59665109.94835,44747674.06025001,31237401.18694
2023-11-01,9011276.41721,336908907.56236,40884653.37771,53957036.40167,12100779.07272,149901317.60558,37393389.64972,,54652839.90386,44694984.83556,30096038.0575
2023-12-01,9373952.55401,360016034.09799004,38846243.74214,50932118.25038,12062878.784109998,156024286.43314,38668482.88276,,58289932.8165,50973068.12791,28546942.87734
2024-01-01,9217954.72935,405642558.52897,44838216.30835,60684214.82456,15556848.10439,171430865.65842,38733314.67076,,58357104.64522,53646533.86166,36147025.96791
2024-02-01,8376451.53959,385404998.38562,46536268.29615,56146966.98904,13453672.7898,166013510.31641,42254681.783470005,,67861565.36837,56406309.22504,31078254.47223
2024-03-01,9633470.49496,360257277.22483003,49170328.05456,62309603.53784,13834024.34697,172355478.79579002,39017597.46053,,58842635.15055999,59895467.667770006,29638576.78604
