,a-bank,alpari bank,altbank,ap bank,asvio bank,b concord,b industrialbank,b lviv,bank 3/4,bank alliance,bank avangard,bank credit dnipro,bank familny,bank for investments and savings,bank grant,bank portal,bank trust-capital,bank ukrainian capital,bank vostok,bta bank,cb accordbank,cb globus,cb privatbank,citibank,clearing house,cominvestbank,credit agricole bank,credit europe bank,creditwest bank,crystalbank,deutsche bank dbu,eib,first investment bank,fuib,ibox bank,idea bank,iib,ing bank ukraine,kredobank,metabank,motor-bank,mtb bank,okci bank,oschadbank,otp bank,piraeus bank icb,pivdennyi bank,policombank,poltava-bank,pravex bank,procredit bank,radabank,raiffeisen bank,rws bank,seb corporate bank,sense bank,sky bank,tascombank,ukrainian bank for reconstruction and development,ukrconstinvestbank,ukreximbank,ukrgasbank,ukrsibbank,unex bank,universal bank
11/2019,76129.77848,5832.11792,27911.2691,18298.92755,41193.661,196297.57303,153505.07538,80233.44582,41322.63443,82506.84658,0.0,146207.60665,2701.43492,206063.12487,37737.730330000006,25896.59024,15249.25956,31405.61271,796905.51481,11184.28518,387664.55264,76856.07271,16692544.15984,14165.27348,48840.024280000005,68236.53139999999,653806.19097,3129.1913,24373.30175,221572.99151,1211.71434,6855.64866,63594.16973,1588867.96733,48809.57085999999,70344.08074,69080.08846,17754.694,735439.33005,33096.815800000004,86436.50615,272442.39023,35454.348920000004,6676530.88989,1046364.83291,124737.66449,1474177.97973,58135.60694,77130.20397,313445.92405000003,128243.89906,98994.80466,5315086.112310001,97127.43874,2599.48377,2049157.78462,11708.3373,541309.96614,2260.84324,205424.69490000003,1424746.73084,1637297.4709,2483914.75674,57337.4073,310806.52911
12/2019,91893.61346,3644.8025,28164.77069,14350.74327,34390.734,200589.74498,136868.85397,75722.69707,27985.18614,122827.64388000002,0.0,144676.58696000002,1735.80037,187144.33116,34704.798440000006,25396.32302,10548.06615,30706.76152,872355.74324,10366.56263,358144.75109,64759.74921,16154757.35887,15764.85517,43477.807400000005,68565.58969,624070.1553100001,2777.4620600000003,18820.15473,136472.97619,1135.60934,4723.31137,68365.90239,1521736.5285,43713.22895,81267.24548999999,62160.69768,15291.494460000002,722412.1951199999,30411.70822,103171.21406,236869.75439,30711.74039,5638743.38421,1096941.05335,99779.09167,1055114.60551,59342.35966,70065.82165,317655.45151000004,151826.73932,84723.57571,4426601.34327,100513.54979,2803.86883,2001197.16886,12103.49623,653696.6345999999,2318.45211,203436.78318,1442551.96257,1637694.49402,2341192.07676,47128.54028,233458.03986
01/2020,95815.75689,1761.54705,16632.612940000003,19957.9355,41264.71261,202616.04582,166375.43033,72688.25316000001,44686.37778999999,180437.40997,0.0,155550.73536999998,1187.11598,208598.08079,27562.397920000003,25252.570170000003,11340.43844,35775.56092,901348.85208,9514.90281,327312.04008,76962.41092,19721856.92603,12860.82298,66769.79222,72349.55178,667129.84299,1355.0200699999998,19064.94417,270778.65122,1119.24729,3952.1806,66911.53902,2444066.9358300003,258164.34127,75883.1091,99243.45022,14128.31447,563204.176,36664.60513,80239.35141,274941.8531,42487.98305,7377787.170000001,990206.6662,91524.67918,1510118.4809,63625.77492999999,64349.04959000001,415468.03221,152496.38953,103130.8259,6649101.88519,183633.47406,2951.74065,2912148.18801,8610.75475,645397.8772,2623.0436900000004,229703.60797,1417941.53212,1961512.77639,2190833.47501,45361.51943,345811.19191
02/2020,103773.05463,2890.63735,30018.72136,17761.15883,39699.94696,257492.23568,167649.92274,98222.70991,40768.3074,187599.96135,0.0,145838.88163999998,1475.59671,207624.4819,32631.2605,26932.37749,8310.23833,32205.020059999995,818485.0039299999,11450.86187,424131.85833,114930.94768,17402818.819700003,11004.94609,57729.114590000005,73049.62142,672963.36409,2166.35408,24185.32965,204149.36853,1098.51598,4466.66135,71884.83633,1599977.80481,79604.72978,76379.93198,114717.08358999998,13564.437569999998,657909.30185,29525.01748,84420.14107,289653.82933,45309.70683,6211419.27452,1037478.60786,108352.19591999998,1373562.07528,80775.06883,82753.62312,385664.7616,137911.49962,109718.37846,5205580.706619999,105251.48312,3017.67651,2111997.62606,15231.91065,652286.52672,2897.2716800000003,241400.60628,1324581.23537,1828088.80133,2395258.49641,45030.12802,357217.06940000004
03/2020,108394.93107,3316.04217,29232.51068,13899.87873,38630.87978,254019.27501,173966.34085,82695.3222,36233.75757,251319.2506,0.0,129763.07585,2775.1148700000003,271800.82648,29025.63709,46947.78091,12542.59378,30071.29978,837659.50871,9474.19476,387422.2512,96352.35116,17932185.4881,14046.37555,60004.87382,81634.2529,716705.6247200001,3202.5384700000004,20645.17821,256598.30067000003,1005.99891,5670.40086,75043.91621,1765600.2587,37104.0881,68324.07183000002,82399.47481999999,9770.24148,730962.52986,29384.5053,87172.88245,281147.88784999994,39327.58493,6050090.09808,879453.1232799999,102470.58958,1342327.77368,63356.60566,71042.59332000001,331494.61273999995,205732.45981,117494.02445,5328739.30561,103161.17954,2902.58649,1967868.32517,13816.68713,626260.4537,3061.8519600000004,247577.41324,1351937.54613,1940676.31665,2241435.86793,54085.08095,259444.37733
04/2020,117818.49708,3547.30117,34381.210770000005,24545.41657,50794.37104,332756.30407,195238.38868,63332.19095,207001.73387,285134.66966,0.0,239921.15148,3483.41561,267618.24537,62102.71915,56376.60089,11976.04765,24971.93179,848122.62432,16771.533219999998,421787.1851,89330.15667000001,20300102.68781,12601.542200000002,64835.1217,79146.03618,855686.82489,3992.65651,21446.24584,119650.95945,955.58606,11686.53757,71408.82005000001,1679366.42224,40223.13074,61387.36254,106793.56467,35692.24423,633605.5678,27576.32264,91340.83391,319073.44976,24371.2765,8390289.14145,1230954.83199,197246.23464,1990951.72884,73149.07277,80976.50939,438234.33426,264054.9464,261868.3237,7502581.0756,130740.70621,2981.37501,4040649.52531,25746.18445,984335.04576,3390.33391,230941.3921,1836316.22274,2164265.50055,3691835.14667,44877.69705,726620.22081
05/2020,138761.86253,5486.3351600000005,175599.60678,27284.25708,47103.17817000001,302923.28567,159266.73549999998,72653.78730000001,46361.79106,299859.09226,0.0,214811.61587,3158.99669,244341.4019,35460.67729,55750.40047,13131.37369,28482.08377,762122.14578,16244.97157,462057.13689,90810.13612999998,21542013.78499,15320.630770000002,55270.25441,60408.96917,933451.45332,2760.08064,24977.389860000003,116353.42091000002,872.71161,19029.29155,69582.66612,1533348.74794,43229.39297,66110.15232,93285.36716,34239.442330000005,643081.72348,32335.99282,88541.82209999999,321991.53692,23224.34915,7335194.33477,1318345.65226,201703.2162,2397318.80173,62501.34453,95003.17083,331189.90527,185404.88108,252812.98314000003,5519979.347359999,132965.49311,2911.48074,4133143.11247,14088.13643,605161.36206,2324.4728,260018.08211,1519150.3654200002,1828720.75657,3327002.4389500003,46074.22018,613227.74119
06/2020,169430.21217,3315.4404,123850.31033,17490.738960000002,51710.8938,347819.14446999994,157069.38471,74392.09915000001,49036.54719,306874.31584,0.0,213074.56781,2982.7759400000004,241329.00872,48605.98251,51219.32508,10657.25955,27436.32686,851475.6034700001,13849.24835,519584.52854,88092.1584,21470336.24112,14898.10762,102023.25464,74304.06886,900734.0875,1746.81117,18720.86737,204177.04097,852.4884500000001,24531.30699,75824.14426,1707520.84573,63869.75060000001,63667.7443,86159.51447000001,33679.4751,672353.5989,26102.56359,102518.74396,294582.09525,42810.26198,6776593.879629999,1524569.5850900002,144553.66605,2256752.06332,64092.83793,86665.49313999999,318580.77756,143544.24935,297078.90542,7078850.72853,95552.45266,2767.46703,2883252.57645,17940.88117,579557.6928099999,2428.24456,287722.68048,1660172.12127,1737195.26068,2996628.4342,43517.91992,677847.45147
07/2020,168115.77923,7189.427839999999,133777.23416999998,21135.35328,59144.63241,267180.28293,174361.18176,97897.00316,65495.86875999999,335790.49931000004,0.0,223269.60789,3756.3598,280090.45002000005,83967.10748,53165.48029,11482.74659,29896.2093,1058295.86286,12665.20745,566442.96762,100443.59883,19865523.74215,12806.582670000002,98505.05155,90018.84629,838389.9998699999,2447.6361500000003,18522.58283,194606.29067,828.7971699999999,12111.68339,72230.4613,1876978.41636,134798.55017,67172.33966000001,107899.49141000002,33375.62431,752381.2460500001,26663.74661,123493.70093,332005.62763,47026.44073,7777918.87813,1544777.0949199998,108344.84728000002,2224258.1277500005,63372.47605999999,95443.61552999998,351444.05289,158709.90035,283143.66317,7467775.5724,194431.92805,2772.67606,3073510.50166,30104.06594,556723.90798,2484.0458500000004,311759.97056,1536611.2273,2348501.9650100004,2943552.8468500003,46262.875640000006,556984.27741
08/2020,190815.26194,5731.769160000001,311184.17400000006,16165.87422,61749.12995,328174.92379,156686.15923,103916.82383,66900.95830999999,247748.12728,0.0,172172.88400000002,6228.71792,206011.04151,48010.86623000001,58730.12156,72072.85537,27635.9301,929181.29293,13428.78118,570926.6725600001,95536.50778,20493765.80987,13010.75916,83126.2397,87195.93227,1055290.30918,2860.16655,20534.91582,254603.61901,1439.67115,10726.81402,76717.94660000001,1909460.22285,112542.21703,71535.31434999999,129421.91871,33849.03753,691156.46143,25861.80712,108942.9497,366281.96195,43027.70532,7092484.97922,1487170.57471,77994.42487999999,2050642.6943,62151.58697,71119.52604,312287.60623,167230.53234,359731.7884,6999418.5934500005,148959.57802000002,2792.70557,3347318.19456,21733.3687,567434.99838,3821.90538,295783.59557,1316223.18222,2167983.85432,2967401.26452,52479.31851,525364.2091399999
09/2020,209235.4435,7892.76147,361477.94346,14934.12438,51499.9286,344785.03876,154362.33135999998,104756.65458,54079.85627,370957.13321,0.0,142972.85244,8149.869280000001,218498.44773,58204.47486,51631.37419,75942.20063,28059.01622,847944.7526,16183.05419,656566.1767899999,76963.19448,20614270.73004,12822.98864,101542.33925,105179.50826,968325.54876,4174.27248,12654.41923,197960.38633,1413.08325,17500.73243,92185.76516,2190782.93802,124281.39528,69012.70777000001,111510.25601,33289.43585,641210.22583,33881.69773,120004.06544,369494.22116,33004.75437,8645564.32236,1413460.52774,55379.64171,1852463.93447,64729.888,94027.24808,312593.90283,128004.10951,358770.08043000003,6618247.42059,150445.9201,2885.69352,3715352.48418,21631.19162,617411.5746800001,3883.68257,304756.16196,1403231.94109,2438962.73969,3389104.9201200004,44192.61207,542153.5483200001
10/2020,249540.54072,9564.49441,254338.10561000003,20160.18582,62855.54557,404047.10868,164600.03274000002,113239.22138,84385.60738999999,413084.86715000006,0.0,127647.61845,3889.73303,187293.32203,75646.09777,53838.44092,84054.85985,32680.91189,1051334.85281,19466.09891,729886.08017,125993.43006,20203523.91374,10530.80573,101069.89233,92067.05666,1008769.63811,1354.32881,22615.01659,358980.25786,1391.7149499999998,13669.80486,123639.53134,2488227.74169,251819.54573,66861.43352,153780.11479999998,33429.21268,598498.5025299999,33609.732,127513.0103,332070.51709000004,31558.54168,8593498.72012,1456496.32963,60919.94799,2140504.52576,70265.05374,95680.64119,364900.01228,144957.37823000003,314054.77043,7820578.53837,193658.24196,2776.0052800000003,2952873.52329,18105.59698,705607.4879899999,4053.1417,322104.11352,1482705.09477,2581758.52234,2664529.41982,47412.24642,547808.9898099999
11/2020,253569.52956,4123.55591,93515.57272,20919.32773,58666.13444,421760.53449,156706.39180999997,96163.28889,68579.22514000001,396570.92271,0.0,90684.13573999998,3968.10236,183734.27372,36650.94211,45825.66874,19258.31642,44055.19611,886297.08575,16953.70139,631097.07261,80161.76069,18274682.53786,10581.46158,91983.79898,81320.21153,1142364.53015,2747.36191,22074.06603,281986.90066999994,1366.0830500000002,11910.86855,93364.08027,2851427.58807,156710.4891,79415.01521000001,146072.12525,32995.732189999995,623664.71143,32267.245250000004,136619.5329,425573.7074500001,34914.32177,8440906.65997,1275825.8955700002,63236.25612,1541135.68203,65015.01401,99028.22634,306794.77117,147821.12198,316823.02789,7238700.37525,177563.26166000002,2745.94132,2644705.5080600004,22408.78891,604737.8556799999,4240.767930000001,292457.78247,1344093.5055300002,2225979.18369,3764476.60261,50265.53529,509021.07836
12/2020,256496.97572,6876.95635,38963.32722,22271.64349,43954.64405,377676.83811,164627.04554,115564.26101,73672.93929000001,467570.52876,0.0,78497.47768,3831.70794,228632.0877,66275.45673,44680.60107,44673.69813,36134.68404,801436.51135,17633.621140000003,604069.97459,106029.08638,18148714.01106,9624.12582,97852.82939,95557.60428,981879.21467,861.00355,15610.69098,254114.91895,1350.42131,7325.81366,90846.62846,2932938.1169100003,225919.82172,73274.57085999999,177559.43790000002,32518.02764,687234.97109,38363.79933,167689.76807000002,485210.48509,51111.86065,10204543.88979,1356013.29719,64180.55154999999,1705134.9441,65294.66085,93638.74401,295066.134,157345.88538999998,431645.03125,8297547.3655,155296.76448,3884.46707,3779875.52437,25173.70629,740428.3406300001,1024.48292,296774.43940000003,1472863.04828,2421304.23836,4025269.47852,41239.55714,566378.6426799999
01/2021,293403.86127,5609.27837,56462.41114999999,19347.04334,44010.98845,376090.59618000005,196109.08012,131742.43555,83334.80333,446174.44901,0.0,84582.00852,6799.71732,193930.25303,94497.86033999998,46817.74371,23767.1776,33025.23349,860246.58616,13704.421,522253.1228200001,122538.60872,20987764.9489,0.0,110391.16683,63864.680660000005,1099861.8926199998,2338.0134800000005,20041.22789,246097.14375,1336.6168100000002,9821.41749,94053.26586,2463902.36511,248322.79221,69974.34559999999,174952.62645,0.0,649423.3270899999,42275.81018,165117.35754,376902.94103,61584.57489999999,10793959.20548,1225479.81819,67655.19624,1755703.4678,60262.24378,106442.06175,320246.7043,162417.68433,408166.57306,10667106.73885,133331.60468,4617.841869999999,5085092.503199999,42857.52067,819458.4521199999,7657.256539999999,372910.58492,1679423.04336,2810505.1610700004,3559825.8143,37595.7972,612116.61146
02/2021,350632.25462,5267.181310000001,68835.71989000001,11724.11762,60298.37483,345046.03749,181544.50732,142959.38562999998,51717.96175999999,385618.8804,0.0,89808.89582,7308.47238,189565.96938,83432.16318,40498.03962,30370.98202,34515.41665000001,1016287.5172,13199.33933,595227.86125,127916.06557,16917159.40764,0.0,108241.13927,103204.68143,1220353.01809,2709.29076,15583.159500000002,298622.06188,1295.24751,14003.21292,93186.48274,2280752.04476,301738.92254,76835.55881,161069.24616,0.0,693215.68612,35018.37493,159608.26477,397917.73953,69079.81947999999,10157828.09105,1372333.73087,76655.02471,1904300.80876,67337.36623999999,97728.53184,328737.47908,133687.96014,278087.80100000004,8712975.910670001,140133.86528,4606.88477,4436579.205809999,42112.06711,831948.42311,5247.78291,303805.23901,1267478.23047,2398609.76954,3744069.50443,41388.828590000005,649788.03414
03/2021,387661.11327,1794.07548,74430.31748999999,26491.46961,69581.49692,397853.19904,188523.25795000003,123947.73332,69651.07111,270716.51843,0.0,93228.76531,7985.17998,239731.65331,63494.99686,47720.82478999999,27541.00832,45164.11493,1051191.66933,14980.420590000002,699990.0867,147575.84141000002,16882006.179309998,0.0,100670.2872,99121.76242,1107608.55885,8186.308,22079.58571,300397.969,1263.82885,30327.601800000004,126141.20104,2109911.46873,341497.77972,75820.36133,114143.05364,0.0,713857.5270400001,30288.4439,190153.22723,366400.99402,69704.1017,10637493.7543,1512194.20207,74759.50296,1840320.51029,61891.27965,112643.58041,354050.51392,166510.63932,327781.48107000004,10368779.99696,175052.89994,4450.05298,4300839.66396,46300.11819,714249.76472,5370.03208,309875.52468000003,1415879.25061,2440488.54144,3729233.32743,38575.93983,658154.3003199999
04/2021,374690.72502,7862.3877,55637.53592,20863.76424,78644.08102,387992.53515,168082.71508000002,109906.90732,62443.69297,312848.88092,0.0,90270.15241,8328.083250000001,191249.54042,88774.73107,34788.6317,28324.84871,35924.059380000006,1190215.8823099998,14446.576480000002,756540.45364,157577.60063,17791529.55646,0.0,113385.51644,85151.33019,956255.92012,2570.71153,26732.60146,301839.31674999994,1204.4358800000002,10594.8843,146867.84310000003,2104565.68532,289556.7308,72944.92017,150720.38444,0.0,743779.6988499999,31600.71671,196696.18815,429747.38193,80268.76520000001,10675527.16571,1696000.03122,67079.52409,2173587.2729,75453.83029,97400.07287,366461.10358,157547.48692,353314.70288000006,9348291.66939,147660.31242,4369.4277600000005,5552293.5913,49616.5824,869549.8482100001,5387.63721,365563.72215,1571568.90654,2714951.51869,3421240.91678,41193.014500000005,652717.4027
05/2021,380948.35972,4437.15941,57960.22363,21119.15104,69593.88261,392919.83935,162599.06777,124727.71464,48073.12251,235278.95136,0.0,100161.48759,7122.78343,219463.13992,66706.41604,35674.77427,17440.62294,34019.02723,1059568.66074,14234.94365,630913.78762,112097.82307,19482848.11949,0.0,101903.86666,90139.2296,1239946.62034,5661.703799999999,20297.96315,351442.00112,979.3986,11313.40437,160629.2345,2033831.33016,323649.44481,84871.89649,144276.09628,0.0,730835.43896,42603.1962,174716.84515,444101.25352,57231.91494,10563627.36013,1381819.89693,73840.60981000001,2271496.78778,69800.99783,112246.6247,350192.37326,155842.4287,341138.64475000004,10446382.76038,195044.3752,4369.66482,5273566.3184,47879.040100000006,745847.50842,5592.657730000001,337728.53437,1465350.2605,2844025.04568,4236219.58448,42114.09785,577214.324
06/2021,442637.97705,3917.91781,68691.66045,24134.47556,78286.26518,373322.57960000006,180115.58374,120542.71263,63910.18454,263705.64928,0.0,117190.55715,6485.13618,274571.62784000003,76659.9324,40351.19842,17898.45115,46464.59972,1057814.75387,14555.88014,765188.38984,160438.65417,18134730.19406,0.0,121340.21397,106862.20311,1131833.1322700002,2728.9025,28451.83612,298937.56855,973.92151,15691.32161,204266.81984,2176337.2531200005,632324.4909499999,81680.34861999999,127168.04222,0.0,733649.52938,32422.393,187706.19461,465599.43145,92226.67997,10481296.94244,1420988.19353,78723.77928,2123612.40234,59906.14823,103992.95,289310.98143,152880.52870999998,406509.33691,10412166.55908,154632.19516,4158.912490000001,4810750.98836,45030.06963,660994.71917,5658.328369999999,352092.34908,1554251.9160000002,3300528.82036,3885378.71878,41942.81949,609016.3537900001
07/2021,588861.8071400002,1195.32425,73413.44352,18506.63641,76486.42619,317098.71223,160914.83087,143521.22788,80051.06127,420453.72431,0.0,101660.30958,8364.38156,234744.40663,67599.74590000001,33329.738620000004,14766.840219999998,33607.78394,1033943.89693,16332.358210000002,746173.93366,155744.38530999998,18539886.69325,0.0,152279.05335,110473.42804,1001286.68919,2506.5567,23752.11401,322665.86327000003,934.87666,13240.5626,241213.49466,2090163.3474600003,275117.06782,78148.04676,132697.56081,0.0,673424.5263200001,25996.30633,206431.91815,406040.8823,107234.29771,10006453.05126,1534000.17003,70462.83771,1711045.1957800002,69533.75574000001,94277.75758,280957.97801,155519.82196,377033.23227,12290007.46536,266840.54075,5511.973599999999,5179949.69381,72952.44828,726636.53493,7385.896349999999,371972.04364,1351001.29815,2455652.3759000003,3360896.76991,36270.43254,715250.38527
