Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank avangard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bank credit dnipro,151307.90006,159018.94768,153357.9197,175321.99468,173655.69625,149120.40862,165978.37902,148244.42786,159188.47634000002,155004.32666,146207.60665,144676.58696000002,155550.73536999998,145838.88163999998,129763.07585000001,239921.15148,214811.61587,213074.56780999998,223269.60789,172172.88400000002,142972.85244,127647.61845000001,90684.13573999998,78497.47768,84582.00852,89808.89582,93228.76531,90270.15241,100161.48759,117190.55715000001,101660.30958,104838.00286000001,117962.76619,104403.64766999999,117345.2587,112419.24159,111485.42346,123901.61795999999,134697.40872,166020.22363,145234.61359999998,120903.88763,174890.52730999998,151211.31792,142181.51098,109908.88137,111036.51643999999,125679.24938,121428.01987999999,226971.13692,202982.97634,187756.20773,140072.4354,128144.74547999998,130852.42537,128414.48396000001,119212.10722,119124.41754000001,141325.50731000002,128131.13234,121762.65573,151323.67304,155242.60689
bank familny,2240.91279,9335.4509,8323.75372,2589.18382,1665.25296,1693.23036,1136.77562,429.40246,2697.0597700000003,2302.4793,2701.43492,1735.80037,1187.11598,1475.59671,2775.1148700000003,3483.4156099999996,3158.99669,2982.7759400000004,3756.3597999999997,6228.71792,8149.869280000001,3889.73303,3968.10236,3831.70794,6799.71732,7308.47238,7985.17998,8328.083250000001,7122.78343,6485.1361799999995,8364.38156,7968.24345,6313.7086899999995,6690.19566,7403.82095,7587.64528,7786.0864200000005,8125.718600000001,8081.503080000001,8148.96691,5494.03598,4589.64626,2689.6129,3227.16353,2192.3216,1333.5466099999999,3278.37963,2294.2916800000003,2627.5944600000003,8452.34586,1607.9915600000002,1169.05276,2403.02311,1305.10846,1941.4416600000002,1652.85226,1257.70121,1223.71441,1223.25576,1743.31926,2852.9567700000002,2092.92935,2867.1960400000003
bank for investments and savings,201773.32955,223494.48318,177981.11037,188078.20717,188674.21708,218261.51126,176646.87983,175331.92745,258716.42703999998,198977.34908,206063.12487,187144.33116,208598.08078999998,207624.4819,271800.82648,267618.24537,244341.4019,241329.00871999998,280090.45002000005,206011.04150999998,218498.44773,187293.32203,183734.27372,228632.0877,193930.25303000002,189565.96938000002,239731.65331,191249.54042,219463.13992000002,274571.62784000003,234744.40663,249350.45204,220000.39187999998,245492.34563,213322.26679,198783.35609,192590.66726000002,173253.07588,178811.28487,125491.9534,94552.45169,102115.43438,94648.34568,93417.68553,111905.71796000001,99327.35611000001,128841.13329000001,109977.87243999999,122730.53765,112431.68928,96433.03603,109480.49678999999,116332.92532,111432.76772,102041.50481,121370.13019999999,104049.08301999999,111937.5561,131203.41381,105958.30056,115835.15582999999,128597.57508000001,117150.00484000001
bank grant,23843.87706,34555.8383,29344.8309,45468.90467,45788.68195,36258.09629,35147.76752,38429.60922,33193.860049999996,27927.53053,37737.730330000006,34704.798440000006,27562.397920000003,32631.260499999997,29025.637089999997,62102.71915,35460.67729,48605.982509999994,83967.10748,48010.86623000001,58204.474859999995,75646.09777,36650.94211,66275.45673,94497.86033999998,83432.16318,63494.99686,88774.73107,66706.41604,76659.9324,67599.74590000001,75200.22245,93510.87878,103939.02283,50761.499149999996,120017.69204000001,142748.14039000002,127258.20786,98743.66607,100432.82436,91254.51852,103570.66519,81992.44079,95396.66372,84127.66924,110155.34201,117157.70412000001,113258.60714000001,117266.35730999999,109512.14102,90085.37591999999,104980.29433,91623.84324,80829.71161,84457.08872,93395.435,84162.64717,72713.55550999999,90820.23237,94941.17455,84509.99250000001,72029.75696999999,71748.22693
bank portal,11741.65663,8719.34497,8054.44861,30821.35665,41962.83008,60790.35518,13852.56538,25137.20716,26031.466780000002,25828.85732,25896.59024,25396.32302,25252.570170000003,26932.37749,46947.78091,56376.60089,55750.40047,51219.325079999995,53165.48029,58730.12156,51631.374189999995,53838.44092,45825.66874,44680.60107,46817.74371,40498.03962,47720.82478999999,34788.6317,35674.77427,40351.19842,33329.738620000004,33665.81751,35133.416679999995,35474.677469999995,30290.860520000002,37050.30968,29861.999169999996,36891.310359999996,42322.20213,42983.276509999996,41119.666699999994,37975.10556,35819.525089999996,42200.200359999995,7352.0079000000005,8030.42898,10491.87299,16818.98546,15044.71379,13486.74071,12339.50433,14560.19268,13034.89154,10029.349119999999,12671.15479,10154.88713,13347.8942,14013.76398,13226.23377,12596.851050000001,12753.61307,12134.40301,12862.9709
bank trust-capital,,,,,,,,9803.78845,15861.077080000001,12844.812789999998,15249.259559999999,10548.06615,11340.43844,8310.23833,12542.593780000001,11976.04765,13131.37369,10657.259549999999,11482.746589999999,72072.85537,75942.20063,84054.85985,19258.31642,44673.69813,23767.1776,30370.98202,27541.00832,28324.84871,17440.62294,17898.45115,14766.840219999998,17958.274170000004,14330.28209,23625.38392,15175.52478,17048.02284,37005.30018,26125.04186,29605.244280000003,34741.98242,27133.22032,25564.541929999996,24823.82806,31058.977450000002,37166.32353,33176.954209999996,59829.77580000001,37019.823879999996,32750.93803,34218.08607,32261.559050000003,33723.18539,31182.968459999996,30967.87975,19915.24339,31900.519669999998,24600.2572,27862.92119,15993.17763,23700.594979999998,23155.07919,14427.35992,12769.11703
bank ukrainian capital,,,,,,,,23582.84972,31458.768669999998,28710.38593,31405.61271,30706.76152,35775.56092,32205.020059999995,30071.299779999998,24971.93179,28482.083769999997,27436.32686,29896.209300000002,27635.930099999998,28059.016219999998,32680.911889999996,44055.196110000004,36134.68404,33025.23349,34515.41665000001,45164.11493,35924.059380000006,34019.02723,46464.59972,33607.78394,33913.46964,90546.27355,31472.95507,26197.74467,47216.19463,44598.31511,54137.760720000006,35323.04749,24005.49285,25781.509459999997,33441.7986,27786.34545,27217.881050000004,30504.40963,33204.67834,33166.60501,30461.83531,29645.92055,31479.867150000002,29051.625029999996,35802.49482,38122.53641,29113.04122,22073.42684,22897.10825,30656.53443,42414.0202,40737.59039,37855.07855,43600.20503,43334.28621,37240.35346
bank vostok,687082.62575,730000.06045,692380.79099,675509.75024,688190.37372,640385.88411,733943.49121,687175.65887,725731.41661,755172.18451,796905.51481,872355.74324,901348.85208,818485.0039299999,837659.50871,848122.62432,762122.14578,851475.6034700001,1058295.86286,929181.2929299999,847944.7526,1051334.85281,886297.08575,801436.51135,860246.58616,1016287.5172,1051191.66933,1190215.8823099998,1059568.66074,1057814.75387,1033943.8969299999,1131929.95535,1245544.88847,1308285.5767599999,1165357.65729,1324237.60575,1254547.2556599998,1262124.72657,693075.76357,643431.7889399999,738429.14913,911393.7310700001,778873.0365200001,964847.90378,780939.38574,1008465.24254,1068942.4825900001,965233.59691,1094493.1698199997,1273417.08105,1153629.7794299999,1086688.70728,1007625.79239,921855.4285800001,874802.4927399999,1047583.50227,1117941.14108,1110673.16754,1074842.42958,935967.59868,853499.69343,823202.6155200001,681667.14783
bta bank,11225.86002,10802.29482,11488.23999,9411.02758,8511.53697,8969.72556,8537.36957,7327.41216,9021.5453,9452.42934,11184.285179999999,10366.56263,9514.902810000001,11450.86187,9474.19476,16771.533219999998,16244.97157,13849.24835,12665.20745,13428.78118,16183.05419,19466.09891,16953.70139,17633.621140000003,13704.421,13199.339329999999,14980.420590000002,14446.576480000002,14234.94365,14555.880140000001,16332.358210000002,11943.961049999998,9573.497679999999,10667.82025,11040.24177,10327.82162,8812.37295,8799.622039999998,10233.69829,10117.17788,9383.36355,9411.32871,7207.05648,8807.99965,8171.957800000001,7527.122030000001,6918.428559999999,6732.99702,7147.00691,8674.285560000002,8879.32041,8800.11166,6580.47325,5218.691940000001,5474.07472,7241.49279,7621.343620000001,6098.0183099999995,4220.586109999999,4663.6627100000005,4815.35315,5994.162899999999,5217.33325
cb accordbank,231965.61796,328127.38849,302304.70902,320889.94106,268404.11149,324698.66654,321664.3328,326888.79785,402235.17978,353929.38275,387664.55264,358144.75109,327312.04008,424131.85833,387422.2512,421787.1851,462057.13689,519584.52853999997,566442.96762,570926.6725600001,656566.1767899999,729886.08017,631097.07261,604069.97459,522253.12282000005,595227.86125,699990.0867,756540.45364,630913.78762,765188.38984,746173.93366,695835.81056,784807.7911,809704.89591,754796.27599,1035915.6286299999,937702.95999,1411279.69781,1061626.93003,935383.2091699999,857291.1538399999,1034626.75543,1041527.17454,1028042.2809699998,1217631.7764700002,1402777.6745000002,1611087.9884699997,1409846.65182,1520309.31347,1978242.79254,1590540.40286,1734690.01089,1502141.2456200002,1572466.7410900001,1594577.17692,1839501.49868,1961183.74352,1628459.39882,1794633.52841,1828188.98412,1623509.14005,1818446.40722,2008211.64566
cb globus,74087.56356,69651.9735,68529.91929,76869.45938,65432.29117,71043.82554,57305.90907,105354.23984,66775.31576999999,82621.58080000001,76856.07271,64759.749209999994,76962.41092,114930.94768,96352.35115999999,89330.15667000001,90810.13612999998,88092.1584,100443.59883,95536.50778,76963.19448,125993.43006000001,80161.76069,106029.08638,122538.60872,127916.06557,147575.84141000002,157577.60063,112097.82307,160438.65417,155744.38530999998,139629.89028,138114.59451999998,136572.90782999998,122650.87328999999,114520.03112,108672.63017,158630.2308,144127.62853000002,136742.22470000002,115008.84743000001,145819.38113000002,136509.52251,143293.95234999998,150690.90185,239561.17089,211247.42099,222064.70281,223455.37048,293952.91103,265411.09643,254882.91475,299715.43018,283567.9408,204046.9047,219307.91494,214991.94982,190615.43445,197810.54766,219933.81704,161439.78885,202037.28225000002,248410.44918
cb privatbank,16117359.58207,12969214.79232,13721778.95533,13720224.45991,20201883.85073,14583284.80612,18389397.23806,16716795.75814,17070691.64403,16596134.233919999,16692544.159839999,16154757.35887,19721856.92603,17402818.819700003,17932185.4881,20300102.68781,21542013.784989998,21470336.24112,19865523.742149998,20493765.809869997,20614270.73004,20203523.913739998,18274682.537860002,18148714.01106,20987764.9489,16917159.40764,16882006.179309998,17791529.55646,19482848.11949,18134730.19406,18539886.69325,18093311.871409997,19113340.52566,18788666.698510002,16617621.63233,20067660.92821,21027248.35084,19544523.64244,14775679.697449999,24637308.06503,20462498.59388,22310500.37649,20844772.82526,20142913.77936,22028891.91301,32749495.6114,22876318.27043,25695166.58514,25069955.81105,26927620.22912,26041998.065619998,24099711.214019995,23090644.123630002,24420512.58716,26739817.93754,22194591.59164,23690611.92565,22338101.670919996,23055447.15045,24707922.54076,25840711.517359998,32115926.01901,28749037.026860002
citibank,14329.85086,13795.33857,9740.69784,9460.15744,15580.40131,16647.74549,14151.08063,13787.88986,11373.44211,9928.32286,14165.27348,15764.85517,12860.82298,11004.946090000001,14046.37555,12601.542200000002,15320.630770000002,14898.10762,12806.582670000002,13010.759160000001,12822.98864,10530.80573,10581.461580000001,9624.12582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242.8205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clearing house,44922.64583,42320.52752,42406.80064,38774.35807,38584.28639,42603.77624,43871.14619,43422.22332,54922.628099999994,45064.72543,48840.024280000005,43477.807400000005,66769.79222,57729.114590000005,60004.87382,64835.1217,55270.25441,102023.25464,98505.05154999999,83126.2397,101542.33925,101069.89232999999,91983.79898,97852.82939,110391.16683,108241.13926999999,100670.28719999999,113385.51644,101903.86666,121340.21397000001,152279.05335,131660.92064,139088.642,137865.09897,128130.66372999999,151429.87998,147796.96746,151462.40236,127854.64920000001,102006.81954000001,55452.1757,68298.15943,113178.5894,142792.37164,122676.30165,139340.49928,206307.00001,198718.18184,226211.22555,154526.78952,169094.9589,192069.64482000002,149755.29613,188400.3948,182080.5492,177255.37832000002,124685.12127,149924.98173,160744.10205000002,119634.25112,96690.69024999999,108407.57289999998,129324.23532
cominvestbank,91916.64426,71110.56592,74050.30537,85323.43531,93765.56597,82858.7027,82462.47973,79923.85279,83675.11514000001,73000.62699,68236.53139999999,68565.58969,72349.55178,73049.62142,81634.2529,79146.03618,60408.96917,74304.06886,90018.84629,87195.93227,105179.50826,92067.05666,81320.21153,95557.60428,63864.680660000005,103204.68143,99121.76242000001,85151.33019,90139.22959999999,106862.20311,110473.42804,111214.99681,139122.48965,141394.1957,116988.50659,90524.34906000001,99457.2619,146285.59906,94669.27063,159655.60375,114678.65584,146576.95401000002,110739.89377000001,99354.88382,135892.27819,97532.15177,85423.82479,95929.25181000002,81194.24538,94544.84546,110764.12201,71320.04666,82806.51434,78613.76065,92974.39491999999,99649.53444,82862.07761,78140.19137,100017.90749,120813.05318,84023.68379000001,100620.68486000001,99453.10755
credit agricole bank,554143.99309,606059.3671,595659.82316,594596.75254,828062.69458,672039.30727,726630.35781,663068.90346,745174.88831,664251.08467,653806.19097,624070.1553100001,667129.84299,672963.36409,716705.6247200001,855686.82489,933451.45332,900734.0875,838389.9998699999,1055290.3091799999,968325.5487599999,1008769.6381099999,1142364.53015,981879.21467,1099861.8926199998,1220353.0180900001,1107608.55885,956255.92012,1239946.62034,1131833.1322700002,1001286.6891900001,1189139.8392999999,1246962.31717,1170995.33013,1125650.7818999998,1249230.8529100001,1104845.9783599998,1347018.4033400002,1135173.8475,1490407.36363,1529021.42394,1468747.5529600002,1289393.9358,1290441.8879,1174710.28894,1252530.2499300002,1198877.90305,1313059.7910699998,1285648.73187,1483174.46301,1480989.8758399999,1488739.02339,1284103.20084,1580375.10665,1604455.92203,1493514.2400999998,1434444.19072,1387574.73763,1294808.64447,1660368.5560499998,1325722.72902,2066372.46435,1758318.16243
credit europe bank,2147.31901,2918.37006,2433.75162,2485.41558,1814.95971,1609.57567,2067.07565,1977.10347,2029.7594399999998,1986.0043300000002,3129.1913,2777.4620600000003,1355.0200699999998,2166.35408,3202.5384700000004,3992.65651,2760.08064,1746.81117,2447.6361500000003,2860.16655,4174.27248,1354.32881,2747.36191,861.00355,2338.0134800000005,2709.29076,8186.308,2570.71153,5661.703799999999,2728.9025,2506.5567,3686.17653,5888.84615,1799.92463,2627.95803,1585.73499,1895.15228,926.55298,2890.41727,2876.97752,2833.36438,2565.84402,2356.633,4209.062290000001,3303.58493,758.5782300000001,2949.91217,907.71699,715.89148,2585.2577300000003,6757.99329,2653.11144,3588.3444400000003,3260.23943,3155.6746799999996,4069.351,4471.66148,4573.4882800000005,2247.5496399999997,1787.27473,3355.74271,2595.60796,2420.93923
creditwest bank,15863.49198,18579.4183,13008.63188,17333.1328,11661.96627,16478.93811,21143.94567,18416.54251,17581.26919,16458.884939999996,24373.30175,18820.15473,19064.94417,24185.32965,20645.17821,21446.24584,24977.389860000003,18720.86737,18522.582829999996,20534.915820000002,12654.41923,22615.01659,22074.06603,15610.69098,20041.227890000002,15583.159500000002,22079.58571,26732.601459999998,20297.96315,28451.83612,23752.11401,23419.49181,24335.73307,16735.248089999997,22469.37076,15936.71788,28179.125490000002,22764.83507,11819.257099999999,470.9589199999999,4439.605710000001,6841.552999999999,3704.84397,9754.99943,12703.936450000001,17428.0754,20911.29911,19218.96308,20172.257410000002,21280.371090000004,19366.11673,25650.97833,23305.32945,17982.48413,18369.570060000002,23609.5866,26429.36123,35998.66523,29275.592949999995,24135.45779,11347.42767,42621.5902,34413.83483
crystalbank,120246.73756,177122.87237,122814.80457,86876.66654,81256.54145,107483.77344,131940.17783,140724.25288,171982.55717000001,196793.204,221572.99151000002,136472.97619,270778.65122,204149.36853,256598.30067000003,119650.95945,116353.42091000002,204177.04097,194606.29067,254603.61901,197960.38633,358980.25786,281986.90066999994,254114.91895,246097.14375000002,298622.06188,300397.969,301839.31674999994,351442.00112,298937.56855,322665.86327000003,345160.65328,285251.26508,382225.16264,291373.84049000003,276115.45339000004,349084.06846000004,300223.97119,233271.09464999998,67901.56139,72643.76111,88854.97941,65246.059,74354.35003,123858.02398999999,135598.38919000002,95988.73916,96548.82713,96080.48013999999,95337.50473,108709.02480000001,90007.01204,93562.34558,75837.26077,89758.92855000001,101263.05303000001,100114.24913,105986.52068999999,106506.28219000001,115999.66657999999,128465.91144000001,145741.61291999999,161689.21144
deutsche bank dbu,564.62816,539.17315,763.40513,635.03799,573.51451,458.93603,412.59355,351.1547,318.23744,1224.4973400000001,1211.71434,1135.60934,1119.24729,1098.5159800000001,1005.99891,955.5860599999999,872.71161,852.4884500000001,828.7971699999999,1439.6711500000001,1413.0832500000001,1391.7149499999998,1366.0830500000002,1350.42131,1336.6168100000002,1295.2475100000001,1263.8288499999999,1204.4358800000002,979.3986000000001,973.92151,934.87666,926.88029,922.06428,892.05765,846.7930299999999,817.74746,822.8202200000001,843.2720300000001,3645.78951,3635.30452,3601.27982,3615.90612,3602.9051600000003,1214.34785,1169.76404,1159.1097700000003,1130.64572,1154.90687,47912.28098,48995.76966,47439.41064,48860.46641,49546.46403,48252.06704,49106.898890000004,49397.28987,48829.33946,47329.6883,47339.516110000004,48997.091830000005,68607.81061,1061.22922,1063.8638600000002
