Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank avangard,989930.51184,1038429.72394,1047839.35787,1050095.74747,1185453.80321,893079.6406,1038319.25779,1113915.72034,1342934.64794,1465112.8506999998,799712.18683,1085760.34888,1050653.66968,1150326.44176,1115787.86197,1477762.7625,1378123.75569,2058269.04001,1817186.59112,1727218.51208,1872950.5616199998,2109233.6224299995,1738555.21604,1877588.8805300002,1975095.5219100001,1954279.88416,2046146.7209799998,2117184.8335200003,1997222.25799,2164306.6123099998,2589448.71059,2700076.60689,2443717.45426,2588564.2744799997,2575479.23496,2593296.58105,2395561.99542,2813189.1044199998,2999716.25349,3430908.6463999995,3112114.4570999998,2987971.90534,3558921.90076,3651417.97673,6275920.96856,6333874.671789999,6715775.3442400005,9593669.80951,9538838.011950001,9981123.30083,10129017.507679999,1522435.5987200001,1560636.6928799998,1501492.31624,1363272.3011100001,1447096.4990400001,1521608.30669,1334811.4167000002,1086151.1607100002,1173482.88907,1364032.58054,1042938.4869,1298328.20055
bank credit dnipro,13012426.06721,12775030.4781,12272324.11228,12482451.34154,12705734.55566,12678416.45073,12260784.83071,11837634.14408,11355267.31196,11784148.12378,11498454.286050001,11838545.951560002,11391586.67533,12426417.12875,12494039.79473,13188130.814439999,13106121.08415,12753710.3727,12179864.83615,12902327.76091,12937690.93651,13149825.29343,14749951.93572,14823586.91146,16294504.00134,15627877.18284,15408682.940309998,16850228.86993,17835990.02912,17450380.46433,18103598.246230002,18844290.763369996,19282708.74355,19781862.79398,23632394.64542,23412804.96781,23562199.106239997,24830203.126140002,26537932.2954,22448765.274329998,22323623.31317,22471152.9375,25508921.453360002,26251947.48786,26592605.7273,27160318.353510004,26757146.92785,25623396.68619,21299395.99636,19659169.13728,19512204.79712,21588446.72091,20375165.28432,21054315.25675,20524488.63841,21024464.802069996,20324104.00539,20746198.32503,21227658.279670004,21074043.44188,22599243.08675,22131051.99503,22792525.779379997
bank familny,429944.62413,394918.23974,389301.0841,400550.72667,423737.91388,392462.32444,395515.48405,368303.97189,383177.91741999995,377779.52268,389331.26644000004,404449.77177,458849.95081,441884.7386,438953.24975,410952.74533,481695.96233000007,437095.23315999995,421467.47664999997,452427.85086,422467.13354999997,388535.56048000004,420371.03886,398734.42336,510943.58703,412670.94328,436529.99109,388677.31514,463198.37935999996,382752.39196999994,357706.13152,401729.51612000004,351113.05568,357206.05639000004,391217.52553,360455.83732,461868.59472,394420.77139999997,319793.11966,322532.54287000006,333820.9394,314587.51698,339711.16178,351360.35728,333796.35874999996,363213.54218,349660.43017,360923.32869,411625.81465,358055.81330999994,403463.47184,447078.59513,430215.14269,380151.922,435791.97776999994,401763.75934,396310.58275,433024.55867,401508.39693,399907.08139,511862.53562000004,475855.50012,479671.38143
bank for investments and savings,4587576.36387,4492538.54745,4792776.3817,4505887.27953,4425742.91536,4416637.68271,4213758.00239,4111738.32557,4343746.63645,4215632.09414,4111831.3826899994,4170897.5630200002,4249216.53843,4202336.91624,4420952.9347,5113575.5871,4868207.87127,5006585.03681,5463439.40861,4853230.74813,4286328.901629999,4481968.15828,4678091.17286,4452906.79129,4634714.35163,4424608.470989999,4595842.81986,4474116.46173,4632298.316160001,4691694.79879,4568436.38833,4211333.49971,4174864.2123999996,4362298.77989,4137866.84571,4106946.22434,4340722.795419999,4301579.41803,4138103.8401599997,3436142.1884000003,3747663.4068000005,3977605.4436,3387903.78123,3382204.17738,3498507.53139,3722049.8059300003,3469699.50146,3564509.81099,3934821.5702500003,4069181.9154499997,4304658.269069999,4602107.29895,3910218.1341,4063017.74415,4584401.226009999,4491545.730629999,4111603.28853,4058123.00803,4219194.61476,4234310.44157,4354408.657210001,4306961.83148,4239464.1659200005
bank grant,1510380.87342,1518503.0691,1469850.37564,1473829.41274,1533412.09338,1492464.74787,1497622.08835,1501195.5284,1518545.1104199998,1508354.3111499997,1536810.8695599998,1505718.97313,1544329.0978799998,1576585.71949,1606290.5826800002,1620344.46596,1600869.57989,1629741.78725,1709790.64541,1719395.10547,1730731.93835,1752818.9438099999,1863065.6238,1933549.3837,1963748.1514800002,1984242.2862600002,1976919.2489900002,2004642.1490200001,1985850.6004400002,2022805.33551,2126076.85345,2088451.0501700002,2072681.3808199998,2095726.90119,2063028.7780499998,2199703.0592,2437936.64936,2334366.52439,2232075.94072,2216478.68954,2225635.5418,2344709.53599,2339680.11437,2515343.94507,2522776.99648,2475738.24071,2459985.73005,2576683.72664,2684567.72756,2635007.36397,2707130.72909,2693298.37963,2798732.95702,2849866.93875,2957673.72364,3071188.2697300003,3119259.946,3097637.68144,2985199.1143699996,2922105.28524,3338337.7879199996,3162718.68971,3055505.7637100006
bank portal,268458.71884,291363.26511,291931.40888,328235.60371,343062.27425,365786.72182,321963.85416,380336.14724,352349.10013999994,339116.31285,330538.43383,323637.9721,321051.26496,322287.13042,340728.69425,351918.05114,355670.52165999997,347898.39409,355785.81259,348280.36972,380267.31353,344045.15643,345664.50846,352201.86919,334651.75705,333403.11103,332328.36812,320192.44561,319767.54042,355233.69061,359843.46519,347249.58298,347368.44046,344396.52184,343449.75219,365834.60358,335096.90831,333628.74785000004,334666.88468,337997.27658,339571.69957,334606.96585,332610.99382000003,331614.52493,335978.34616,330995.36551,335778.02335000003,333803.70534000004,352015.44641000003,339625.71896,340162.61369,342862.43753999996,342971.3954,338589.74661000003,338885.13224,341608.03313,341529.81967,341518.98303,342100.66039,341891.06951999996,324890.93988,336526.41472,324183.53967
bank trust-capital,,,,,,,,308904.46587,301792.22221,299718.26382,298791.32302,301430.00071,301212.85855,307293.76852,308746.95537000004,299330.53319,298935.33418999997,306634.18411,295073.96439000004,369230.12577,374275.69554,409476.15732,357371.06841,321350.58168,392758.20879,352052.69279999996,309930.23971,314124.09632,319578.17888,312767.42675,309913.56797,349423.11806,341600.20651000005,381359.98988,407733.42809999996,411870.30926,437300.85465,447997.98139000003,440279.90365,431031.42309000005,398379.18577,397125.51934,403860.23652,405146.58388,384940.35905,380591.03518999997,391746.54074,420601.38637,430680.77871000004,429778.20308,430057.3814000001,427420.25512,375827.11222,370272.05235,355417.14165999996,359190.26452,345774.89733000007,342976.06665,337644.50201,338521.82047,344972.76066,341655.0551,335088.63736
bank ukrainian capital,,,,,,,,1033363.48068,1049023.78034,978687.42567,974815.23869,939788.38989,1081680.6357200001,965440.71448,908136.8691700001,956821.60798,945574.5920000001,949749.8508599999,957899.24802,1076063.72439,1049195.51567,1116791.36692,1107026.91452,1134149.14843,1301915.64998,1350093.67786,1488147.17004,1664536.4191700001,1580254.8096,1599222.87671,1566219.81124,1620291.32927,1604851.64691,1758053.0342499998,1736891.3952900001,1585345.3348,1752174.72249,1783033.3416900001,1685062.6677199998,1626739.00415,1598634.0848,1574116.47645,1573717.38934,1649427.1189000001,1769137.99775,1636954.9352799999,1610952.85764,1384526.07834,1456169.66147,1374521.69011,1871939.3694,2336899.4889,2294919.13055,1405962.1221,1277426.09968,1404344.8127700002,1471074.94829,2852315.6314399997,2379249.8619500003,1953326.53608,3367251.65268,2554414.9794199998,2856146.74875
bank vostok,9657770.72185,10318755.96927,9659507.56352,8778019.67213,9372470.09397,10048102.84736,10134260.76309,10150810.99863,10269133.19905,10249156.729440002,10461641.17777,10198270.41026,11047466.4611,12278154.15683,11901648.72785,12366704.1787,12253705.189989999,12402881.84134,13201089.77631,12849369.266729997,13317904.45981,14077194.92839,14615132.53301,15066786.41356,16572031.376210002,16933646.26706,17383006.208070002,16556214.83243,16125149.19655,16700531.805769999,16415270.57266,16148921.366430001,16753097.045360003,16881608.456100002,17874079.92664,19158634.8459,19859926.73829,21019088.8577,19207491.74523,18625182.29835,18376774.22916,18829401.13754,18033478.54194,18562385.42299,19006792.972889997,19073294.882590003,19590043.72519,19159078.18625,21167609.65639,21245815.199470002,20560016.52411,20976177.90717,22616568.688330002,22793906.57257,23190042.23328,23630948.23331,24185997.10463,23218946.72847,23302706.79837,24525247.10149,29800324.61204,26821772.971440002,26762601.12069
bta bank,602994.13239,613149.99049,569408.10257,581329.51505,594080.76341,582738.7207,583152.9241,574983.26696,589599.145,575481.69259,575754.19268,598525.94504,553476.7579,607727.92405,558786.9052500001,518308.26508,494997.73964,497083.65615999995,477983.64754,395575.92040999996,388554.49443,385611.89617,462568.8078,513586.52473999996,468755.85201000003,348137.16031,392706.13985,457331.31227,540922.76124,528102.20438,511998.61259,522194.3174100001,547800.53241,491607.2246,511909.60131,485082.20732,455001.4524,470770.97536000004,423543.35667999997,362563.46881,357402.89402999997,353803.99115,366288.96602000005,370529.95037,280580.95058999996,286300.79532000003,284627.07931,280512.55399000004,278741.40865,293939.64712000004,287701.53999,282555.41116,281802.85903000005,273137.55564000004,271606.11327,281050.64268,300618.00815,294318.96193,285236.9841,309267.45292,445116.9261,365953.54594000004,307150.35344999994
cb accordbank,1840050.0547,1783660.15564,1807856.82832,1935482.53494,1803644.59347,1895362.81481,2363280.89461,2337474.52417,2540453.1769200005,2703546.50489,2586516.29903,2549734.5247500003,3075877.8645,3094765.51782,2936565.66805,2518762.4777,2816070.2818299998,3108510.67103,3400027.2765299994,3692596.7932100003,5044693.73971,4374813.074519999,4708002.98653,5629253.30746,6669350.19741,6908974.10982,7236854.41862,7867614.806100001,7913533.549109999,9130894.23036,11058165.539770002,11337333.334660001,11890904.66585,11825100.532940002,14176148.80478,15268845.596719999,15807910.87332,15003674.62196,15478230.90173,14379975.29629,14715867.91247,14725781.692090001,12718952.48755,12058382.082239999,11363060.25391,12439395.368350001,12570534.07245,12961526.25448,12519342.2223,12332638.10444,12044610.879099999,11861748.979479998,13131784.289560001,15056259.359989999,14688814.915089998,14543405.56071,16484571.281610003,16379857.711790001,19556242.64856,18639289.39025,21152527.00509,21570047.07792,21052168.974969998
cb globus,2776376.9437,2850680.72461,2838885.41721,2812815.17706,2884740.81336,2929234.09761,3087072.49378,3144891.62346,3073433.65503,3213369.84026,3020303.35528,3098926.40784,4121863.7600499997,3573019.6080199997,4147242.97295,3737759.96334,3536568.8794899997,3920442.99474,3968109.2577,4227474.22347,4548463.51252,4286801.69504,4628946.441389999,4397481.159320001,5563576.70066,4994563.022270001,5285452.503699999,5636170.28959,5388185.21806,5448380.03484,6339812.67883,6063846.17024,5647351.596489999,5901850.88305,6077774.39839,6781010.76016,9109869.49573,6990967.23313,6759959.915289999,6252519.000929999,6192612.8954,6089003.0693,6742806.348649999,6274867.97975,5915277.721229999,5797097.30422,6302136.85894,6037140.71455,7654343.02663,7126478.53608,7826786.9763899995,7071653.16334,7411308.518649999,7820058.293509999,8529773.9094,9490733.93821,9942329.8023,10810362.573239999,11072609.34134,11509305.97884,13962450.02946,12086601.24949,11415504.16404
cb privatbank,525247759.03438,527538385.89684,524787706.18025,525698074.35979,521416103.56629,519947459.76769,522421686.74125,517612497.11509,529010786.14188,525745980.78023005,533098308.57765,539552247.6436,552058120.19656,555361374.54915,560700425.18351,572099553.99411,580817281.71742,590589958.4092,576387664.35504,585208192.92047,591896422.06266,600145190.2381,572448056.7411201,556545773.89808,566179319.9185001,560261598.85777,561062326.9796299,554920282.5585899,557603741.87708,550580707.3690901,548750291.16003,548026291.8194,548487622.1473299,550327570.4034599,552367718.88722,559268905.07666,582851091.40566,565071463.89378,571577556.2053499,582213774.1277499,592380163.18483,606634946.36693,656975376.13299,693177058.2729101,708127678.51092,688103235.90882,706142178.75302,710086414.31086,737413903.9701298,731936384.15603,740266026.4433,747828774.4273,759311422.64436,742433484.06888,761943462.32789,777563028.1255399,782315567.6145099,798779234.44881,804145626.7891301,833028582.93969,878249698.57327,862636105.1868,848643343.37598
citibank,24897022.17907,23839289.34311,22929288.72158,22890000.61759,23931652.89561,25351956.5905,24292808.9179,24912115.5483,26624080.34148,28899367.720459998,29909389.21105,31923227.484919995,31456731.656439997,32702087.420289997,33449865.269460004,31728819.181929998,24066261.105860002,25441357.04177,29162548.243109997,30674938.75298,31123845.358749997,31160733.30547,28498101.00243,30569087.295500003,28005375.252110004,28124975.430619996,28465164.44481,27690298.23664,27917425.198650002,26349122.98719,26976931.151329998,29317967.87996,34493996.36709,34381156.69081,37036565.84464,38938085.368810005,33770215.46966001,35788004.79381,35650530.614760004,36420144.930369996,39739909.21382,39049856.321,38081798.56348,44546209.44885,46295848.52868,48103055.606759995,51835643.68321,53914486.261769995,52198493.211670004,55465652.70705,58676980.57807999,59993458.646680005,57685693.566589996,61483082.31427,60965253.50262,62174227.577489994,65622074.49231999,69149529.81242001,67345747.32234,71502207.16376,68945978.37825,70121395.03422,71294269.3521
clearing house,2772917.41458,3165653.64332,2975661.89135,3119607.62747,3030659.90453,3075500.94947,2633967.35685,2538427.54513,2524063.47867,2593556.13778,2551370.5019300003,2496249.93056,2868924.9654300003,2832582.08087,3077044.9000100004,3039397.9695099997,3219120.69959,3375138.5976499994,3406657.8959000004,3406597.10748,3570492.26821,3377233.85833,3313199.1628600005,3501572.65872,3586646.6775999996,3614392.7209900003,3473880.3343299995,3814112.9843599997,4101872.80568,4078688.44347,4101547.4463600004,4011468.72988,4253895.981509999,4059483.18522,4572603.20126,4695164.3765899995,4370325.299129999,5009005.002189999,4948829.53114,4926953.25994,4424975.74342,4533017.36849,4660857.05932,4560418.13737,4877196.978730001,4933666.75287,5402682.88107,5007084.82252,5848833.351519999,5759675.603370001,5784110.93858,5171601.544910001,5069117.372459999,4908707.44154,5703013.107369999,5979375.28364,5687441.5553,4958740.49109,5093568.0204,5053688.64285,6086458.42753,5693711.1895200005,5800112.65793
cominvestbank,1340735.39436,1385426.97313,1375873.67037,1407280.90347,1371948.44964,1417640.23498,1426501.00907,1317284.96242,1368828.27774,1307321.66369,1289527.91642,1243694.0589700001,1304074.0613799999,1238732.94951,1238011.19448,1312681.08347,1293607.3125800001,1266552.9952699998,1315285.1835399999,1339613.3928399999,1367737.32484,1417399.38574,1402213.5133500001,1412064.13989,1388996.2208299998,1365502.92935,1358387.71795,1360142.6297799998,1336797.69592,1318718.5588699998,1440617.9241099998,1433876.58048,1421106.9751,1443821.95652,1378028.56801,1404565.46859,1390645.10831,1343898.40705,1290544.68294,1280864.0880399998,1277585.25461,1319390.9665400002,1354132.6770000001,1412137.2949700002,1422570.7460200002,1414980.08662,1420140.25097,1444251.05611,1382274.39903,1390428.83102,1349640.0317600002,1329255.9168500002,1381479.76594,1324939.70102,1364392.0291300002,1429184.50092,1369323.2502199998,1382452.3671,1422976.11762,1441868.72478,1443062.0239100002,1352212.52874,1339615.5133300002
credit agricole bank,35129106.39884,37412498.36422,37696684.90327,37439903.19029,38280255.84457,38548905.80975,40033054.80689,38696453.76014,39362288.20499,38111289.08072,40085666.69199,39392737.97478,37243986.69776,40391678.25660001,42273586.48001,45247765.36816,44310008.35676,44032465.00717,44540175.13486,47123095.14486,47685495.240329996,49521871.28898,50919269.38648,52794275.768029995,52053778.914230004,52865379.897659995,52668520.6349,51977968.80525,49864845.4996,52724341.56695999,51766148.76332,53695670.28888,53317702.84054,57581017.1447,59177345.78823,60276791.475379996,56671964.358890004,63239584.82117001,62657158.62566999,65697643.930029996,67544941.09646,66567783.618120015,64285519.85272001,70827945.28833,71339717.47416,71458240.21831,73362782.66304001,75154818.57112001,79245229.09144,81029187.35808,86045834.92471,92905019.04594,93392254.52893001,96744837.50489,100915637.30612,101438065.25958,101149391.44913,100365221.10966,105617456.88935,103072437.81694,111086018.89543,113854774.04767999,117497901.52943
credit europe bank,1770314.10493,1762734.86026,1808188.67347,1780524.44624,1588501.2934,1759069.91199,1660779.42968,1073569.47418,1081640.59191,1042245.4158200001,1105243.4042699998,1082523.36807,1407839.60513,1143522.84271,970093.51131,1004082.8514800001,915957.0647699999,945802.77858,1030388.86647,994830.90702,1005455.6214700001,937911.30892,1037858.8742299998,880192.08725,964750.6176500001,909992.52785,931798.5627400001,873125.5083599999,1233605.72071,931083.3198999999,1214837.28496,1055316.4118,985068.62705,1022818.6485000001,970565.15244,969689.94386,1276155.15048,1046396.02961,943650.2971299998,854322.9715699999,810960.98239,807489.6735100001,843471.90852,912937.3929000001,887463.40481,956705.74519,952498.8019900001,967428.41928,1174594.3592,1186237.3710500002,1118831.25397,1200748.61212,1187390.6097199998,1283309.37271,1297716.8902399999,1561519.6652300002,1486971.65358,1444910.4803,1330172.0204200002,1301021.0878799998,1263147.16531,1341332.87939,1376675.03121
