Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank avangard,157361.13765,124230.11481,119204.14902,122615.6452,140774.15888,156598.54977,136301.88853,124371.29867,120939.78759999998,110808.1064,117526.65555,116478.00615,103116.27058000001,100138.94618,111941.87031,116372.59346999999,128059.33175000001,223226.63133,124849.08685,82739.71441,67083.7072,116333.96271999998,56364.64189,67501.93022000001,54485.5599,51745.93017,52091.790179999996,52370.604909999995,50671.83259,50127.40833,49658.16171,49772.08267,48729.06702,51330.203740000004,51445.8543,70370.82048000001,70298.22873,64340.598009999994,63288.40386,61323.329659999996,51394.85618,38633.022079999995,38673.80473,41010.93717,40859.13016,40741.66391,67073.48552,67593.97,39137.40247,43329.91559,41901.86405999999,42692.093740000004,43167.24563,46837.75318,47464.19118,47897.279429999995,47770.96547,46484.451590000004,59504.42879,61110.125640000006,63288.295959999996,62735.84667,63225.671669999996
bank credit dnipro,4253776.62591,3898209.71171,3876121.53255,3937801.70905,4058631.22036,4135201.21886,4148561.41816,3670496.63763,3668619.07745,3560404.3223400004,3479341.6850099997,3512163.07115,3300795.11034,3488437.94639,3301193.87851,3059662.80797,3082652.03552,3007533.18612,2886775.669,2864373.7923399997,2858404.48445,3036657.09542,3184998.4207699997,3183665.9961099997,3182476.9463,3268439.7604300003,3238397.50542,3307664.9815599998,3603054.3800899996,4043384.2617800003,3973158.1945499997,4137435.1335299998,4540802.11999,5114271.88237,5301032.566120001,5248516.64397,5714268.39221,5472567.6271399995,5998459.7493900005,5518447.23694,5281778.72183,4937616.77687,4611057.26443,4576514.9551,4403148.84284,4371688.13425,4201964.82948,4054949.5959300003,3867013.25012,3789132.55505,3972010.84369,4054711.9660799997,4116589.4517100006,4305359.54103,4361653.01439,4568460.46019,4492306.844280001,4424174.25363,4640203.32833,4255894.4011,4335277.671019999,4647445.66971,4934822.102669999
bank familny,1497.07738,1439.48029,1380.82468000001,1325.98535,1266.89919,1202.87278,1101.75157,1066.76911,1029.74421,3376.19793,3388.0980799999998,5606.00035,9828.58646,6707.95482,7233.30245,3298.87006,7421.676640000001,7179.694579999999,3788.9008200000003,8010.791659999999,2615.1240599999996,2681.9765,7639.1236,3112.26377,10481.54723,8585.897900000002,7870.81184,2593.00093,11816.48703,3353.89853,2323.0246399999996,9963.456450000001,2747.0700899999997,3351.98027,8269.33066,2795.16297,10232.838510000001,3921.82998,5515.04004,4056.54718,2887.38871,1287.9144000000001,4256.376389999999,3778.3032,2458.5185100000003,3555.4871000000003,2636.85796,2564.4514200000003,3735.80712,1392.4037199999998,12021.48582,23209.67651,14955.102079999999,1291.32974,12435.55766,11386.40869,10636.43392,11645.86994,10950.97899,10630.226970000002,879.05771,945.85686,1046.07973
bank for investments and savings,2996407.01462,3004999.49153,2916817.20018,3018037.82261,2965682.92679,2945504.21288,2996736.18039,2788245.17468,2822691.79166,2536744.1343600005,2558419.73329,2496350.73279,2415991.43248,2606252.0260199998,2588095.09336,2986565.27258,2826490.45945,2861102.7851199997,2848820.64194,2356173.21932,2015970.5438199998,2002154.18422,1925140.17783,1959136.86006,1463446.1454699999,1688118.4461400001,1601280.86914,1537926.15501,1555466.41234,1409181.85483,1472787.4502700001,1452410.47912,1615445.75646,1551071.331,1367590.75596,1366163.2634100001,1219285.6788700002,1379208.96653,1293252.23896,1305344.6069500002,1278759.29777,1263950.20165,1234074.78462,1196020.57692,1205644.14611,1159918.67776,1086160.03257,1144467.2051499998,1036483.313,970697.42838,999241.66266,985773.1261700001,1025768.98975,986571.60022,1014268.76005,1006734.15027,975891.64899,966531.7728700001,1060950.40582,992847.5697,1125870.26796,987938.57545,1015211.9152
bank grant,1062045.8986,1055442.75774,1017777.18743,1043748.6628,1019101.93451,977138.15017,994916.91871,993648.97887,1034598.90821,1032180.7435599999,1059426.04095,1049409.7446400002,1008772.5296700001,1042445.6754000001,981463.6240499999,1043603.65589,1036469.0717799999,1037866.5131499999,1023247.35231,1040844.90404,1059515.65375,1001733.9835699999,1119782.78573,1104879.43481,1093461.2129300002,1221557.47703,1254198.9690999999,1202375.8367400002,1226623.73673,1170524.7562199999,1042519.5266000001,1064124.0861000002,1143535.86907,1205188.3722100002,1184816.73004,1234430.2084599999,1201987.1569700001,1279531.56524,1316364.44591,1316622.51177,1320940.5223200002,1276249.87832,1244533.21989,1238011.6248899999,1254833.2656699999,1254473.0243,1255876.5983,1212976.89016,1039386.3413399999,1074289.66425,1045968.5314799999,1041152.27469,1046126.2253099999,1002261.75506,1014240.97037,1009139.69482,998960.4614700001,974001.2242200001,999074.79222,951337.67162,907147.63717,904395.0349300001,941373.0843000001
bank portal,178913.01965,198837.13695,214417.55318,219887.75449,178959.50231,175452.0028,175155.01855,177832.55248,176046.17313,179313.78204999998,181211.58313999997,178964.26604000002,172658.56107,171823.33689,187739.95972,176117.92583,195404.7038,191400.42601999998,189723.43394999998,160076.67654,173312.52089,158361.55452,170849.37219,179704.91276,166600.5796,151178.23837,152099.0588,148778.56665,145327.38246,143927.28761,141824.86363,153336.83309,161005.49321,166602.58263999998,174122.61940999998,177427.17331,162759.49651000003,150933.24851,144005.48378,145223.21058,143598.01629,140285.61048,141394.23095,143645.6125,143563.74237,147224.62332999997,149226.17298,151619.03838,140429.0091,143155.73698,142592.78772,147660.80335,124402.08233,123084.60667,118486.30674,120443.28342,119790.20484,114379.96608,116740.01060000001,118920.54166,125123.2756,114838.83197999999,113799.07901999999
bank trust-capital,,,,,,,,76393.81228,75029.91472,74235.45552,73181.56027,83760.3653,76522.81445,76537.45544,75048.5365,73477.33064,72225.66049,73184.27839,74596.2088,72722.52378,72048.08236,68210.73478,72393.55141999999,69662.81313,107457.49614999999,106651.03756000001,103464.37384,99914.26753,95543.71673999999,91559.93913,106132.98204999999,95357.0574,90765.11959,83858.20495,77501.51379,74326.51904,69224.77884999999,65511.70825999999,57768.380280000005,56797.875360000005,56236.80722,55548.49761,54939.95859,47568.52517,42216.43135,40378.45414,36220.552599999995,33552.33562,30810.863550000002,30081.12859,30708.0028,24428.86242,22663.15225,19486.904580000002,20095.21098,18087.31426,15378.00244,14885.01224,12135.94672,8277.5067,7276.30993,5930.0315200000005,6063.329119999999
bank ukrainian capital,,,,,,,,332350.55078,358034.49545,335355.95029,353244.37464000005,354725.52555,356432.41938,330437.9375,308292.21687,275373.2038,239375.9015,302156.67642,312267.613,313453.87381,293977.70982000005,378321.70074000006,364016.99626000004,397424.02892,398496.88969,338364.34291,347467.06549999997,402542.81435999996,438103.10718,418954.79391999997,477010.76432,542837.99759,520060.99901,549683.61712,539612.1457300001,531628.9034500001,556318.26129,548987.64567,514551.49106,490333.86588999996,479993.39853999997,450777.00203,446770.36005,379495.22517000005,398244.12339,386353.68248,368541.11467999994,383729.45391000004,435339.44323000003,423733.13727,422538.58165999997,937145.48182,929144.7637700001,407994.10313,381985.07245000004,374338.14861000003,376640.89152999996,373649.4232,373823.31307,361320.34847,341171.97026,327551.33494000003,312346.93114000006
bank vostok,6756954.42742,6311737.15611,6408952.45135,6516787.11823,6878784.97855,6889769.75917,6920163.93878,6668867.94342,6787267.86131,6442195.81091,6775905.82385,6633262.53136,6705485.518499999,6341975.058449999,6546590.41399,7383170.931539999,7188130.185900001,6736154.83934,6491296.088749999,6728197.52982,6717018.70434,7086295.467809999,7102531.08043,7287807.6910999995,7283982.80396,7314996.183699999,7563958.1585,7814170.19057,8275161.8090699995,8214284.59212,8580224.55789,8540234.567019999,8994306.3503,8801204.31653,8947149.524209999,8808804.278020002,9140169.665269999,8979830.457390001,9635695.597399998,9234005.318200001,9120792.98724,9002550.32879,8518734.78651,9142395.24533,9150422.402379999,8581310.26344,8410661.76058,8277404.60516,8247054.215,8238318.445180001,8198305.58914,7785427.78254,7470052.358279999,7137178.657620001,7759758.031900001,8222882.050119999,7905875.97648,7878284.763169999,8003999.562250001,8306161.843130001,8709329.48763,8261644.313130001,8684230.234450001
bta bank,69089.2803,68842.93968,64921.69881,64282.36827,62930.02847,61743.54513,64772.70024,63662.95843,63005.376339999995,62329.80437,61752.196769999995,57736.22723,56327.728030000006,56292.08139,54052.98311,35077.00995,25634.89359,27462.7717,27772.71766,4413.5401999999995,4369.403,4401.59255,4384.25494,4341.99583,4312.315339999999,4269.12323,4247.41076,3853.04135,2477.58794,2435.4257900000002,2387.7915500000004,2344.43966,2319.96058,2297.47885,2256.5956100000003,2298.36113,2299.98077,2362.78041,2413.24805,2378.4565300000004,2332.5543700000003,2302.5188399999997,2279.29778,2750.10842,2724.9841000000006,2732.4202999999998,2762.2157700000002,2775.2324000000003,2740.9079300000003,2698.4499299999998,2635.11768,2565.2510500000003,2495.2603400000003,2425.3611399999995,2380.37939,2246.8418500000002,2213.47731,2177.02886,2131.23526,2095.91151,2213.2463700000003,2169.58476,2145.7458800000004
cb accordbank,727709.72447,601913.09949,626895.81653,712316.25667,657570.79581,691697.15026,949987.02412,773573.57337,770136.1451,856997.18434,889388.3895899999,908489.98695,898294.1197399999,835045.4075300001,856069.47701,926788.58423,896799.43585,912075.33276,1091921.23444,1013879.4023500001,1483571.06711,1693745.42048,1837484.97145,1484944.05231,1376646.1019799998,1923952.50807,1989654.7534100001,1923567.59192,1641817.91107,1698834.48795,1678893.66077,1617471.2199799998,1570394.4531,1692991.47212,1646387.69459,1507916.49067,1494856.68677,1600627.73762,1609970.61905,1400462.29724,1272419.23842,1174583.85,1134475.4540300001,1279293.1346099998,1197710.58439,1125228.66173,1084763.8842399998,1051438.1537300001,980014.46308,910671.46098,912080.31874,868616.10977,747125.76703,740663.33832,764882.58279,769865.10378,823108.03222,802734.6456,744687.21724,696431.3374099999,755447.9079999999,743659.1533799999,727254.13028
cb globus,1576196.63742,1529876.22277,1597059.48172,1579324.37649,1613841.45878,1679552.25198,1766673.19021,1775541.34629,1762721.6243300003,1698100.9503,1669054.24392,1625679.6266599998,1596340.35695,1664805.0366399998,1670442.94371,1749165.2559099998,1695090.575,1810589.5312,1988132.3243900002,2047558.37697,2147287.68042,1860994.76273,2121387.40844,2347660.01168,2332724.12629,2481523.4503399995,2774713.87712,3176175.9735700004,3119538.1254400006,3180527.7688200003,3272818.26903,3286994.89928,3315153.6125499997,3238656.03333,3148717.2634900003,3279929.64782,2685490.9107999997,3146301.32577,3246672.9204,3081551.72923,2842721.72912,2619165.6812799997,2473813.4079600004,2396442.49343,2243639.8779800003,2227331.05149,2193435.03107,2178509.92999,2035650.1427600002,2018574.33885,2085037.1567400002,1916980.33328,1838735.75119,1805364.4576499998,1880167.77015,1835491.0648599998,1850797.3992499998,1819105.4945200002,1720480.5520700002,1716138.03092,1613602.86634,1692476.35364,1740309.8883399998
cb privatbank,52019975.38405,53063681.54065,53374631.93077,54775624.21035,55421038.11299,57089449.05871,57312291.59378,58268635.30257,59528390.46198,59766848.66859999,60535047.59157,60931795.4209,61033320.77621,61499994.32241,61952402.457049996,63206888.40332,59745008.39592,59278522.75546,57917757.35856,57229311.13725,58173938.24469999,58259156.69048,57375158.51858,58188283.22277,56805052.50665999,57195899.106979996,57933942.853599995,60301029.22196,61153459.61946,62899267.28824,64328135.79798,64706988.93313,66729118.64992999,67415100.26399,67333209.83184,69626090.34344,70193030.37557,73810126.36033,77228180.58961,76344228.70848,78488682.09510002,81853548.5726,78018318.09068,76314768.67415999,74880302.21432,73909083.87762,71577723.9949,72032098.69041,71355251.00339,72312006.12635,71423763.79484999,71330493.17842,72675046.96852,75474001.86532,79859692.66948001,84310860.3036,89158106.12516001,93188835.41272,95095468.55253,98203129.80714001,95637762.87383999,95892725.73545,94939065.34375
citibank,7154723.44348,5552672.44735,4912364.90877,6078186.63164,6321353.51825,7139990.78948,5475462.64189,5948312.77425,5917242.556410001,3810363.1389900004,5071821.883799999,6292329.2273699995,5489110.08434,3452276.7120399997,4233330.58256,4201369.6316599995,3229346.373,3000179.20898,1937543.6088699999,3600712.67948,2980689.14811,2601966.26634,2315530.03292,3183863.0599599998,2502325.83665,1261021.06611,1326153.9213800002,544795.93383,1097169.6470400002,1257531.64732,3743175.8466700003,4075640.16864,4178117.63025,5675073.197450001,4770936.38483,6733743.697489999,7748226.31159,7423246.0661,8404791.72154,7105426.71229,7566573.760670001,8057816.66219,7551157.44893,8516808.00498,8694079.880420001,8485290.78258,8577927.15308,7889132.8354,6904219.16122,5392133.95619,5234711.165719999,4155836.9438500004,4539748.231249999,3931587.10549,4379301.45643,3384907.36505,2544883.748,3379699.85291,3343295.05809,2766470.30529,2788424.43964,2813333.4315400003,3649154.81484
clearing house,632632.13997,629288.88276,615099.09794,638579.74353,672138.57201,663986.18057,663463.97337,705344.99545,663749.39368,654444.88643,701873.05437,786038.60088,701309.9764500001,784066.8874100001,772190.33398,869525.14966,891335.5270199999,938053.55024,887673.74587,950646.70628,1064717.44449,1205864.64041,1270021.81358,1400223.7547300002,1303162.5930599999,1298622.08112,1463937.9848200001,1331861.27935,1568540.29378,1555448.2319200002,1530548.41656,1474973.21472,1560952.37353,1628963.00807,1701704.8916899997,1734862.6761599998,1590620.6442800001,1668400.92865,1869942.79695,1700075.63172,1520047.30708,1655230.0893599999,1685983.6895400002,1777259.29489,1636661.3605,1618037.3526,1412667.03629,1398736.69259,1277952.06758,1279706.79554,1148279.72981,1201377.8368600002,1181557.07822,1157024.19599,1170692.9456,1233879.3977,1354433.44798,1239387.6922099998,1346961.15652,1295954.2792800001,1439670.48106,1202634.85067,1300613.2736199999
cominvestbank,682010.6275,664702.92554,662107.53767,638796.658,619521.22833,589345.93392,584743.30437,541627.98111,544971.0212699999,531094.1557700001,558308.44337,528233.0587399999,473966.4338,476327.54162,477261.16049999994,517042.63429,508578.75595,514101.10509,517263.58751,518330.35234,525473.7889200001,545153.9453600001,549508.73242,540190.02772,504743.72081,546220.9196900001,544882.68902,564271.55969,563196.4431599999,544147.2863500001,547665.05786,554602.74728,498039.10812,494041.39004,519464.81366,502700.32512,486041.39752,499746.94139999995,485143.39145,476061.70599,469175.07768999995,452267.26739000005,456172.20587999996,491312.14267,473545.04751,459805.47725999996,443724.21346,419902.43129,431875.01542999997,381026.59416,372908.67992,371397.73056,359343.84361000004,342000.13201,328217.66271,318611.4966,299467.96434,294622.97517,291400.54957999993,302898.74133,296787.22371000005,288064.53297,276259.53353
credit agricole bank,21686096.88117,23439473.27309,23730175.3794,24789771.23655,24414979.39129,23431510.96103,24688545.94454,23459598.34924,24297429.083249997,26549236.3133,26848963.35331,25563860.47269,23223939.87609,23191029.7168,23097026.404650003,26239173.47156,25119754.95869,22700913.136800002,21901293.56948,24529531.92118,24394903.010649998,25736955.290409997,25569577.184860002,27313503.944620002,27809805.022010002,25958957.401970003,26185516.144920003,24509236.2563,25918224.742060002,25720546.65403,26294145.581570003,29037661.23845,31456383.11463,34979551.20657,34606604.59884,36829670.32828,33802579.533099994,37238943.18576,39435996.85553,37545549.591180004,35764082.162530005,34757299.14453,32352940.742550004,33936481.019090004,32441447.628990002,31276136.032629997,29860834.61396,28178959.10049,27458170.15821,26674984.8833,25263027.15932,23897009.47964,22492132.992229998,20200809.05873,19292302.94455,19655187.463239998,20616862.643820003,20079912.27094,20220214.14548,20415128.14876,20722239.04715,19935258.82398,19175529.16188
credit europe bank,847816.31274,843435.97659,888111.74339,858567.68831,808195.63636,821603.15563,810700.06104,331210.81722,374194.33886,392114.94956000004,461898.4119,466352.86061,434061.48416999995,375873.34731,344962.34767,384621.35780000006,362469.18818,355471.41445,368004.83182,362162.27943,375426.51954999997,380454.22685,363664.83388999995,357893.31781,346238.36504,325538.54686,314605.71696,295670.64173,342350.19421000005,363663.23264,306444.49399,414224.97254999995,415149.33484,411554.87768,404149.072,396776.57492000004,288711.79504,288374.00304,280482.44641,180839.00702,179982.84166,159964.73033000002,153983.78546999997,144423.31459999998,133052.52234,125422.55922,106261.29838,102181.16366,91539.78924,93385.56426,91548.38152,90697.19198,88766.84082,87921.25666,85384.15256999999,83717.26860999998,86548.93331999998,86116.47061,90615.55107999999,72099.88147,54607.018319999996,55312.122090000004,56456.15305
creditwest bank,1260966.43412,1205359.49239,1291679.57661,1341797.05484,1271255.61044,1275462.80082,1252324.35186,1207416.0035,1236080.71241,1263891.06911,1313683.13258,1290685.53514,1240543.0894199999,1221685.98501,1292487.42677,1367320.51726,1321128.85201,1323309.39113,1254818.1534,1245533.29362,1203238.70001,1226669.55575,1247465.5926400002,1262468.94005,1382112.6942800002,1277501.92597,1222439.7370000002,1108288.43955,1121856.0502,1176177.61464,1208303.66358,1199415.08226,1185483.7602900001,1159713.6373400001,1233764.00086,1324125.14401,1332586.75236,1352431.46863,1408185.23872,1378479.9009600002,1321572.2242500002,1290054.72753,1270887.34234,1371002.16908,1321711.66134,1276094.73,1186819.14664,1156293.27571,1108799.53952,1093189.23655,1081317.50274,1052764.86413,1049582.92555,1031219.3768,1052756.8901300002,1044619.5340699998,1065553.69872,1062557.85568,1056528.63188,1069492.50571,1017044.91597,1001666.5769600001,1016367.731
