Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank portal,53516.89499,4383.38506,8431.89934,13149.11934,17509.76974,22184.09365,26856.33161,31331.31762,36423.3238,40525.85572,45515.61655,49514.85881,54668.532810000004,4835.03412,8415.29499,14407.39756,17739.39473,21489.62259,25144.49728,30035.139329999998,33315.8095,37058.01969,40350.91369,44692.04725,48729.35679,3038.03684,5828.5508,8405.424200000001,12145.407990000002,15063.59211,17515.01607,20561.11957,23519.94156,26479.65539,30712.895360000002,34248.535939999994,38051.34405,3986.00836,7873.48337,9986.30337,11325.667360000001,14790.16464,20678.54424,30140.09154,33979.24651999999,37331.06996,40781.93831,43854.91508,47028.55128,3275.32962,6525.59882,9806.04853,13597.50053,13994.24518,16417.89756,18868.28415,21291.763759999998,23527.626640000002,25792.749180000003,28161.680109999998,33016.88732,2504.62866,4879.04829
bank trust-capital,,,,,,,,14762.8691,16847.45385,18558.39589,26181.898390000002,27876.758420000002,33870.59437,2923.5682399999996,5279.86261,7649.69107,9828.14796,11855.378999999999,14062.0466,24041.11353,25913.53206,28195.40137,30795.52852,33511.89359,42131.64723,2507.9459,4738.43102,8951.74403,11336.58875,13302.234410000001,15168.73206,17775.526159999998,20131.04727,22586.327090000002,25217.9948,28774.63715,32548.320339999995,4149.1844,7801.24377,10412.70589,12156.62678,14972.26518,19756.89464,26455.38092,31232.04408,36312.8604,40999.640120000004,45977.62566,54128.62233,5006.72008,9215.18992,14809.372700000002,18417.17052,22034.322060000002,25572.77247,29212.19691,31876.2857,34277.58531,37182.79124,39401.95209,42615.95351,3056.72662,5549.88283
bank ukrainian capital,,,,,,,,48952.76717,56290.53557,98297.75519000001,103917.98942,109517.78059,133545.89175,6947.98019,12732.43701,20040.846940000003,24055.91396,28550.88184,34188.22932,42032.85229,48787.60519,59998.15994,70288.03370999999,78542.59238999999,137677.92209,7732.43391,15964.97537,28965.88732,40302.17229,50357.69675,60564.30229,73227.06089000001,84407.95628,115738.32191,129454.496,141052.74275,158884.12855999998,14407.753550000001,24595.36568,32036.04019,39902.15733,48744.37874,52449.5665,57849.08951,61694.751359999995,68813.5616,82224.10409,86957.563,95197.52493999999,6038.2294999999995,10524.078640000002,35680.60716,47010.91912,56003.78194,64553.429390000005,75506.5293,84972.85273,107117.93596,131444.90109,152492.09804,187467.43125,17955.75909,32366.03583
bank vostok,929719.29122,83891.30212,155687.08783,242807.28788,327802.89757,421466.79381,500191.25749,588297.53186,681352.63763,785491.3188100001,882696.29854,970744.9124,1094098.42509,107914.15055,203741.20578,341351.03417,432021.64184999996,524214.14480999997,620216.28767,732900.95345,843344.65975,954158.45083,1068316.75868,1179514.38003,1289200.38927,105078.84438000001,226815.46208,344914.24205,474252.14415,600746.86492,735818.11115,929694.22766,1068835.7963999999,1198633.28523,1329320.55109,1474585.13772,1650989.45739,157249.37513,311429.83307999995,436542.78751,551000.7164700001,745506.8168400001,1008603.9786500001,1366753.14815,1510018.61477,1737903.43353,1926562.88061,2129135.29788,2352400.71247,231204.42331,435388.08048999996,667101.81651,837177.01577,1010666.7164299999,1236184.52324,1420315.91866,1617055.7336700002,1787461.58865,1995581.0947800002,2194812.6750800004,2454199.56065,234711.77909,448143.73686
bta bank,100048.72907,7921.82531,17428.13436,25392.73161,34059.46825,41616.14918,52757.56025,60210.96998,68859.84213,79861.97285,88991.75296999999,98249.70643,106105.17245,9053.55912,15214.26808,1017.8141400000001,-6285.84276,-1888.19457,1109.1464600000002,4896.46242,7817.00298,10781.7044,13763.712379999999,16930.341389999998,19915.91879,2914.24202,4915.2121099999995,6581.7827099999995,6015.98672,8814.53499,15774.4896,18617.944860000003,21592.722410000002,25014.117639999997,27968.10721,32021.26575,35965.151640000004,3860.7143,6473.94582,8550.07127,10507.14456,12669.95862,15310.74704,21390.99763,24729.02221,27335.63543,30666.55802,34099.809890000004,40624.9687,4007.31701,7279.28002,10987.87026,14199.72217,17130.92786,20112.9372,69155.68807,75578.65116000001,82252.69907,85176.95599,92253.66291,96048.73503,28200.8447,31160.454820000003
cb accordbank,237142.00038,27166.53427,52613.01382,82573.07327,114566.84316,147150.52718,173738.36076,210842.11425,245242.12695,281593.29199,325104.90322,359460.39498,403121.25005000003,38532.873569999996,77012.9779,128399.63942,171768.03837,212527.44429,254738.13126,306510.36272,361242.36516000004,441416.19551000005,507110.17702,622343.9157,651656.40137,67684.24928,137844.16256,208337.33817,279234.28558,349889.7151,430226.2163,522174.10555000004,616215.77757,711537.0149399999,818229.24151,937721.63661,1069473.21111,119775.74969,230223.70672,313317.73575,400558.65158,494906.84624,563414.92248,686206.41432,769851.27152,862764.43546,946611.87411,1037668.64582,1153201.31513,107936.50254,204215.54425,321976.46393,430427.19681,553446.93043,708690.38549,842858.1362899999,1008955.17597,1179420.56622,1373734.47369,1588863.41101,1804837.9053399998,207609.92455999998,397497.81461999996
cb globus,408512.73748,40260.21341,76187.24414,104300.20699,143592.90549,176940.42432,217858.28343,266120.65723,299175.64649,338458.76081,376335.88021000003,416653.08055,456689.50638000004,38940.50671,61847.277949999996,123953.46389,215144.71939,265389.08537,309152.47721,360625.10085000005,435404.03498,557474.23368,592167.9878,636286.32171,690172.7402100001,55949.40013,108392.27734,168544.38043,226671.79333000001,285552.52507,350425.8478,424219.61636,492481.20811,558009.27597,622264.17247,696816.7259000001,773968.79308,84207.93561,152284.44542,206751.94379999998,252725.77442,304381.48376,345518.57278,414850.1454,411573.67488,462445.07315,520800.60347999993,580153.09098,683944.16726,66018.11403000001,206901.88249,239755.853,343645.35409000004,445715.82872,524212.65451,613010.8023499999,729465.6624,816122.38329,910285.54318,1036431.7023399998,1156859.88357,104773.29221,174307.32707
cb privatbank,33491240.36916,3904869.04898,7217790.08168,10805202.44341,14518352.06964,18757396.04671,24804826.3004,28213715.40362,34044992.10697,37306590.258099996,39180126.95154,44306959.8178,47635315.12725,4847661.191219999,12362390.94131,14487437.865510002,23114008.40503,26865948.59424,30666135.09105,34262467.44879,37955710.75807,42265348.0689,45830939.63836,49501234.37431,53463078.35796,2841694.19327,3999809.15818,6330421.7746,11714621.197959999,16024234.75977,20552161.64838,27031911.44345,30615202.682669997,34634261.47342,38991075.24629,43310910.504250005,50937542.13494,3455524.62621,8647251.07503,11031868.88032,11943523.072579999,18984368.89129,25510589.33911,34309370.51397,47759437.71486,49666707.48211,57299493.403859995,65432480.73399,73233271.5512,9720683.24433,14318376.77936,25638406.49568,33316570.856519997,41551147.048829995,48605783.30698001,56005049.338470004,63795295.264469996,69992216.42736001,77554644.99571,88653361.27381,101637532.08108,10151843.24227,16306212.90847
citibank,1997551.96314,240745.03498,433065.43002,660238.08102,900753.69732,1157037.44814,1401302.68795,1696539.26597,1950183.4188400002,2194929.03672,2456826.93643,2711151.2818699996,2954314.81381,277796.69097,470614.41673,565807.2955,835770.17258,1087665.25927,1076809.9763099998,1247598.34055,1396368.6404499998,1564044.48144,1707441.6052700002,1846962.52516,2019321.8447399999,174319.87293,320649.95246,509093.56377,668269.12848,842283.86527,1028022.4720199999,1220453.90636,1439167.37352,1672662.8503500002,1909828.9352300002,2154794.88577,2424136.35508,263960.51624,519131.51608,699959.2003499999,868708.55585,1113051.86549,1467633.53382,2071217.83066,2601000.45019,3098726.07256,3660469.5755600003,4222633.44453,4868230.830159999,669627.97707,1250722.37729,1915424.01556,2552168.2904999997,3205435.81392,3849258.81747,4517194.469310001,5226827.88738,5925405.02229,6706072.35585,7426323.0807,8171730.53461,683905.92241,1325616.02644
clearing house,181246.15967,13681.96651,28917.29599,46226.01598,63928.60322,80788.66502,99582.61067,113562.82746,128293.44209999999,142004.0961,157961.21073,172617.10904,193714.93636,15391.87913,31600.23305,58584.2655,73349.63002000001,90150.23241,106784.04403,124736.29674,140785.43532000002,159193.82313,178104.72124,199650.68310999998,225244.21998,69362.68491,92196.66832,120130.56717000001,146663.41573,173613.00146,201162.09036,246216.01805,275524.25187,304859.70297,336285.9158,370954.2326,408390.3774,36266.22485,73756.44901,112463.57445,145747.58667,188700.77560999998,222758.9739,268168.47746,307510.4631,345183.30248,381848.70987,425356.75587999995,476675.29026,53567.342840000005,98760.06313000001,345602.81421000004,392237.22507000004,437521.74802,482741.89001000003,526346.47966,602818.37686,646171.52342,693035.16122,739325.89733,787696.4971,50749.840769999995,90650.76744
cominvestbank,168819.34304,11799.73245,19446.9059,29388.502,40585.96719,51013.2511,59780.33207,70725.64893,85213.60880999999,93630.64501,107029.25815000001,114874.87502,124950.61171,10882.490730000001,20134.26728,34906.74424,40303.25727,48484.47375,57249.0551,68317.17020000001,77447.74119,89002.90249,99714.34019,113584.71431,138269.21375,8502.66022,17320.144549999997,26360.64124,35837.42107,43798.22458,51224.49055,60764.73018,69375.80637,76851.733,85298.33799,95520.09942,106571.42210000001,10435.42684,19050.29745,25704.024449999997,33378.36176,44785.38305,65791.51646,92413.02688,123519.24067,136413.7052,148486.26192,163097.77808000002,179450.96438,12519.87233,24274.70011,36013.650929999996,47230.653510000004,57948.36355,69381.57554,80417.04946,90136.17214,99236.52573,107234.12394,118092.71286,129679.34524000001,7727.27646,16193.209620000001
credit agricole bank,3538408.23391,319086.83894,615071.74448,932544.58138,1241710.56769,1559415.40281,1854639.07258,2190695.18284,2507433.75097,2806400.22297,3125362.8391299997,3426399.2498500003,3734869.6469400004,308449.7164,592949.58045,947370.8910599999,1261361.27203,1534311.07903,1796707.3153199998,2093825.52652,2377889.35949,2674900.59242,2977834.3736199997,3278017.7408700003,3620936.25464,302957.89813,594923.3225,931797.03928,1284784.93777,1609337.20774,1945513.2560899998,2318487.63597,2691712.12987,3055275.09974,3452842.9301299998,3840429.2533799997,4267791.767890001,411108.83295,813920.9391000001,1228728.56947,1656710.9786399999,2155007.93813,2747084.95504,3415671.7813,4043950.5757400002,4690837.68067,5346601.20241,5900125.90084,6620193.64956,682532.26551,1340703.16248,2060489.48514,2753701.08874,3477270.31442,4242699.69039,5061522.47171,5893276.50214,6654412.39239,7461439.22171,8256726.410929999,9041682.784389999,861170.04475,1674618.8364300001
credit europe bank,96904.6341,7427.8842,13343.12575,20944.43592,42975.44002,49834.48584,56717.23901,63455.80906,71853.82467,79004.22838,87840.56652,96396.40727,105651.42007000001,8559.47588,18414.29086,26918.8018,33780.467119999994,40714.30466,47098.42502,54095.246719999996,60531.38058,66793.69714,74443.46464,80859.14666,89694.67349999999,6747.2117,12335.25355,21869.00027,28140.20078,35615.78666,42117.01622,49123.63907999999,57545.51191,68962.5417,77429.82125000001,86962.02845000001,95382.95657000001,7045.340569999999,15142.07307,20855.26673,26633.88938,30740.91311,38091.07334,47685.688570000006,52685.0617,61904.771199999996,74117.54556,84123.35618,95041.23857,14666.96909,30849.640440000003,44042.146199999996,55438.96377,66642.58226,78828.9397,91504.86833,103555.97969000001,114526.68684,125357.99497,136055.18108,147993.55456000002,9996.41134,20672.030410000003
creditwest bank,156096.25362,11751.48658,22686.3998,34132.26629,45510.52558,57348.70339,69092.26131,80828.6807,93260.28121999999,104265.44395,117372.65107,128800.79323999998,142088.49486,12003.709490000001,24203.759869999998,37625.202020000004,49824.30604,61588.26710999999,72994.77653,85482.0731,97241.94492,107609.24502999999,118792.66913,130391.55235000001,146503.81579,11953.172410000001,22679.83438,36272.6988,46338.91095,57339.55005,68047.1606,89377.85162,101472.66528,111055.47624999999,121846.65117,133416.16155,147570.18804,13155.52697,22531.80129,29979.08154,49151.80737,58307.02897,65736.56759,76952.03778,86103.85564000001,96042.87433,105946.03533999999,117222.50755000001,124740.30661,11928.984789999999,21612.295970000003,32923.81788,45013.61282,57841.98248,72553.36125,88895.90599,102430.15461,118070.83636,132254.14004,149919.97611,168391.95742000002,14680.389509999999,32763.519389999998
crystalbank,230846.2418,33928.13136,55566.5515,75787.42398,93079.86777,112799.85262,132584.87871,148799.7533,167546.22992,188109.99892,208186.40196999998,225459.76014,244370.83802999998,17198.102939999997,35601.31739,57458.71403,70455.31345,88986.56332,104348.64971,122553.97548000001,141183.51452,162359.01672,182315.38327999998,201993.22321,225256.6716,20187.85217,42069.48025,69882.90847000001,101000.21896,130142.60437999999,157558.86914000002,188133.31351,217871.11490999997,248432.14813000002,280700.57491,311151.18501,342750.38854,27147.80812,53058.43482,75415.45367,91737.95715,111097.39604,122495.71385999999,136813.98182999998,153243.70673,169482.5017,189009.57798,220398.07524,255574.13108,33118.94116,63024.448390000005,97896.63529,114796.92392,135429.86638,156738.38188,179990.63942999998,200343.79765,220459.88415,244713.89862999998,269274.16212999995,299142.15538,25813.219549999998,50262.59606
deutsche bank dbu,161849.93053,16992.62923,29979.45537,43965.96581,60807.62038,73874.92239,86579.72923,101655.22752,114749.43009000001,127479.68199,141159.37461,152633.89771000002,164352.16014,13091.71295,23443.4342,36647.447329999995,47054.356830000004,55144.70506,62304.738919999996,71004.60274,79242.2983,88426.87883,98765.32072999999,107474.63936,121140.21745,9824.731399999999,19986.80219,32003.37006,48133.775720000005,62180.38339,76111.95237,90324.7003,103240.55249,116458.12998,132246.3472,145505.08095,159292.55939,14973.962099999999,28952.34274,44298.56478,65824.19965,90994.32446999999,130238.92357,177914.19210999997,222380.44702,264237.89001,306384.82584,354058.25071,404324.35441,44409.30135,84962.44857000001,130435.75125000002,170139.36383999998,211066.76609,255035.62068,295556.92259,334465.86556,369334.14881,408873.01368,449176.10332,494135.70372,39570.129479999996,79029.1056
