,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
128,Raiffeisen,02/2020,-1.3791666666666669,-0.5991666666666671,-0.0146357620551796,-0.0006958944961569,0.0292093045971958,-0.0017517000628731,-9.677002156317868e-05,4.313217624664269e-05,0.005541575311198,-0.0004940522866384,-0.0062311978069428,0,0,0,0,0,0,0,1,0,0,0
129,Sense,02/2020,-1.3791666666666669,-0.5991666666666671,0.0082468686466914,0.0115953638489286,0.0343202183308972,0.0180664796664618,0.0020874764969381,-0.0006551224071338,0.0030183192211537,9.989709784174844e-05,-0.0062609390846942,0,0,0,0,0,0,0,0,1,0,0
130,Ukrsibbank,02/2020,-1.3791666666666669,-0.5991666666666671,-0.0262579827452337,0.0088377694897354,0.0379395959976961,-0.0189269665618273,-0.0001261237767571,-0.0002604124091332,0.006191491614148,-0.0009973610081835,-0.0059482012217791,0,0,0,0,0,0,0,0,0,1,0
131,Universal,02/2020,-1.3791666666666669,-0.5991666666666671,-0.0011033918777062,0.0008417871958448,-0.0025732109162708,-0.0250801646257433,0.0002427794367167,0.0002240973896907,-0.005154376803758,-0.000497876815403,-0.0080332777856099,0,0,0,0,0,0,0,0,0,0,1
132,Privat_Bank,03/2020,-1.0,-0.3099999999999987,0.0110677262957671,0.0050399947024014,-0.0007407500413232,-0.0047361366958942,0.0001183835503849,0.0001047739328533,0.0116341780951851,-0.0039348858429493,0.0016376496363427,0,0,0,0,0,0,1,0,0,0,0
133,Credit_Agricole,03/2020,-1.0,-0.3099999999999987,0.0057974162402898,-0.0007643060153069,-0.0322684236296144,-0.0022423056852468,-0.000345381693675,0.0002595833977384,-0.0051616950222676,0.0012099546636008,0.0001997012664036,1,0,0,0,0,0,0,0,0,0,0
134,FUIB,03/2020,-1.0,-0.3099999999999987,0.0049317455257831,-0.0141155926427312,-0.0322397746168741,-0.0067913943075666,0.0007479931049751,-0.0003201499853819,0.0070610043542225,0.0011461435175619,-0.0024820019979162,0,1,0,0,0,0,0,0,0,0,0
135,Kredobank,03/2020,-1.0,-0.3099999999999987,-0.0321726491777506,-0.0038392458336946,-0.0059464673379445,-0.0051478043224218,0.0002799294776134,0.0002258093527272,-0.0020821827288717,0.0010526674916838,-0.0027668547439345,0,0,1,0,0,0,0,0,0,0,0
136,Oschadbank,03/2020,-1.0,-0.3099999999999987,0.0025021489686978,-0.004016051078305,-0.0325948914557198,-0.0057214371737617,-0.0003150175620519,-0.0001407181376252,-0.0056531634616306,0.0044259353207136,0.0024540387108223,0,0,0,0,1,0,0,0,0,0,0
137,OTP,03/2020,-1.0,-0.3099999999999987,-0.0069419041761271,-0.0060356980111195,-0.0098781087906047,-0.0026124648128841,0.0004090396469248,-0.0001377101262106,-0.0054890643803866,0.0012687889485053,-0.0007423710408481,0,0,0,1,0,0,0,0,0,0,0
138,Pivdennyi,03/2020,-1.0,-0.3099999999999987,-0.0001743710635961,-0.0055376823521336,-0.088906391050574,-0.0012111856914094,-0.0003145636182479,-0.0001704291264422,-0.0035127115943819,0.0032099894568055,0.007660454685085,0,0,0,0,0,1,0,0,0,0,0
139,Raiffeisen,03/2020,-1.0,-0.3099999999999987,0.0179753441453294,-0.0023033156031985,-0.0334102181739458,-0.0002071683609063,0.000229489583238,0.0002287744915122,-0.0051244256202677,-0.0002475279199773,0.0116843265888192,0,0,0,0,0,0,0,1,0,0,0
140,Sense,03/2020,-1.0,-0.3099999999999987,0.0114673588758582,0.0285927455620245,-0.016246263336755,-0.0120275521576457,4.429820980327969e-05,-6.932580126346038e-05,-0.0044233899898197,0.0033073004681224,0.010808387086464,0,0,0,0,0,0,0,0,1,0,0
141,Ukrsibbank,03/2020,-1.0,-0.3099999999999987,0.0471834195782066,0.0072177430115922,-0.0606797489255519,0.1390913191416065,0.0003271431579948,0.0014775959943728,-0.0012557935034349,0.0030598870271344,0.014074507044288,0,0,0,0,0,0,0,0,0,1,0
142,Universal,03/2020,-1.0,-0.3099999999999987,0.0012466058288277,-0.0044761517813938,-0.0040566175943472,0.1558370452454625,-0.0004265202967168,0.001779528881159,-0.0051677575135433,0.004455213788554,0.0111361545061847,0,0,0,0,0,0,0,0,0,0,1
143,Privat_Bank,04/2020,-0.8208333333333333,-0.3012500000000013,-0.0025242199882693,0.0100420749479262,0.0168172098283629,-0.0096159919456881,0.0001006561299906,-0.0001729256655247,0.0234860098945925,0.0072083689334587,0.0031304015757189,0,0,0,0,0,0,1,0,0,0,0
144,Credit_Agricole,04/2020,-0.8208333333333333,-0.3012500000000013,0.007008246335894,-0.0009596253757928,-0.0029899475698157,0.0187282994747378,-0.000307120537463,-1.1810318287183187e-05,-0.0006535724778771,-8.389592617684492e-05,0.0019772103648836,1,0,0,0,0,0,0,0,0,0,0
145,FUIB,04/2020,-0.8208333333333333,-0.3012500000000013,0.0097653358554741,-0.0068965782225109,-0.0141384718510123,-0.0058092816470658,0.0001756953816128,-0.0007229363169354,-0.0140772719946564,-0.0004977060806887,-0.0050657658843307,0,1,0,0,0,0,0,0,0,0,0
146,Kredobank,04/2020,-0.8208333333333333,-0.3012500000000013,-0.0167504666030414,0.0012047145061551,-0.0066683914246965,-0.0045878611960427,-0.0004669370107383,-0.0002040009046237,0.0053876010196702,-0.0011111399001652,0.000242854834186,0,0,1,0,0,0,0,0,0,0,0
147,Oschadbank,04/2020,-0.8208333333333333,-0.3012500000000013,-0.0019123072446543,0.0029271843078473,-0.0201550593730477,-0.0032321637258128,-0.0002116532340988,-0.0005086204359129,-0.0028462768512765,0.0002343157289877,-0.0013021767863311,0,0,0,0,1,0,0,0,0,0,0
148,OTP,04/2020,-0.8208333333333333,-0.3012500000000013,0.0333293734443259,-0.0018875720417149,-0.0170899534512923,-0.0016292295380361,-0.0003310064416038,-0.0001063094652703,0.0070189468366456,-0.0009328663130096,0.0021167115506146,0,0,0,1,0,0,0,0,0,0,0
149,Pivdennyi,04/2020,-0.8208333333333333,-0.3012500000000013,0.0035117820133535,-0.0044955317668716,-0.0422304303169862,-0.0010168052569682,-0.0007258811420455,-0.000535329036586,0.0022798634251941,-0.0021182044789175,0.0253810413365118,0,0,0,0,0,1,0,0,0,0,0
150,Raiffeisen,04/2020,-0.8208333333333333,-0.3012500000000013,0.0028235235892029,-0.000463418305617,-0.0052948201443142,-0.0050921893001294,-0.0002437620981855,0.0003991900722836,0.0044085472728439,-0.0003699860957595,-0.0081307648078674,0,0,0,0,0,0,0,1,0,0,0
151,Sense,04/2020,-0.8208333333333333,-0.3012500000000013,-0.0290282111962053,0.0368998938277469,-0.0330773228882526,-0.0018443776979003,-0.0004018225279319,-0.0005109999663222,0.0015643520779856,-0.0033833459685165,0.0133794948176995,0,0,0,0,0,0,0,0,1,0,0
152,Ukrsibbank,04/2020,-0.8208333333333333,-0.3012500000000013,0.0243110279391332,0.0002827475014102,-0.0216995915499845,-0.0189458681773361,0.0001763343038364,-0.0004319490510529,0.0020434305837386,8.670118511372275e-05,0.0083420145657601,0,0,0,0,0,0,0,0,0,1,0
153,Universal,04/2020,-0.8208333333333333,-0.3012500000000013,-0.0444092642943342,-0.0021771058853098,0.0038401939588651,-0.0294200645159316,-0.0005909117528694,-0.0005262634731038,-0.0035383990340429,-0.0041986701563951,0.0054422549651279,0,0,0,0,0,0,0,0,0,0,1
154,Privat_Bank,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0029355454375462,0.012346378777499,0.0153817982176345,-0.0040123556931608,8.295380109756695e-05,-0.0002902324186091,-0.0118385165121468,-0.0013761706455926,0.002258645834429,0,0,0,0,0,0,1,0,0,0,0
155,Credit_Agricole,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0356364534457317,0.0210984300468383,0.0397150818961407,0.0137665822605374,-0.0006689257799927,-0.0002086826466734,0.0039898041182563,-0.0007021400024868,0.0009969440619913,1,0,0,0,0,0,0,0,0,0,0
156,FUIB,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0385646410091119,-0.0015368629203228,0.0108548604481188,-0.0045334485442582,-0.0004449688973395,-0.0003458197709277,-0.0072423515542244,-0.0009655521324456,-0.0031438244469735,0,1,0,0,0,0,0,0,0,0,0
157,Kredobank,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0098275125719363,0.0179317012843124,0.0260533478267287,-0.0019471078777773,0.0002546896666243,0.0004658822336331,0.0040337987086241,-0.000116086364741,0.001546257219899,0,0,1,0,0,0,0,0,0,0,0
158,Oschadbank,05/2020,-1.0041666666666662,-1.0074999999999985,0.0021115621995461,0.0057679939066324,-0.0154431041915781,0.00079141042775,-0.0001295485532117,-0.0006504830623531,-0.0020988956132305,-0.0015557236616168,-0.0041896156860113,0,0,0,0,1,0,0,0,0,0,0
159,OTP,05/2020,-1.0041666666666662,-1.0074999999999985,-0.006548906236466,0.0053314555726434,-0.0201812311480486,0.0013532523062751,-0.0003191936321828,0.0001526373656186,0.0059827276061613,-0.0009158219651086,0.0057132861300795,0,0,0,1,0,0,0,0,0,0,0
160,Pivdennyi,05/2020,-1.0041666666666662,-1.0074999999999985,0.0165703164332525,-0.0012270002103729,-0.0223749903697767,-0.0002077081660644,0.0003016254726089,-0.000444749442747,0.004253239790665,-0.0010446478746155,0.0194310757621803,0,0,0,0,0,1,0,0,0,0,0
161,Raiffeisen,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0037656184389166,0.0013781436203418,0.019330129054663,-0.003705579626612,0.0003423776386842,-0.0006188330556474,0.0068894137555405,0.0006418095642237,0.0039048484164529,0,0,0,0,0,0,0,1,0,0,0
162,Sense,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0267213712221375,0.0532233097202025,-0.0034839718487778,-0.0162969994079338,-0.0001730375067769,-0.0005499288503964,0.0014055445519483,-0.0007972678713949,-0.0010390743812282,0,0,0,0,0,0,0,0,1,0,0
163,Ukrsibbank,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0331320683261838,0.0006807156693405,0.011186905676475,-0.020993875759607,5.434467511779111e-05,-0.0005871395715179,0.0016129145169549,-0.0011852656777581,0.0013321284711165,0,0,0,0,0,0,0,0,0,1,0
164,Universal,05/2020,-1.0041666666666662,-1.0074999999999985,-0.0355124878240035,0.0089879236293509,-0.0105268647894624,-0.0306066405374154,-0.0007456428607874,-0.0006381203746512,-0.0035479956417367,-0.0027808333134874,0.0070989612325003,0,0,0,0,0,0,0,0,0,0,1
165,Privat_Bank,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0070349787554964,0.0009045500764979,-0.0111138864655299,-0.0007827346738117,-0.0002542944131693,-0.0005264835253177,-0.0188562059613067,-0.0013073881959587,0.0002029324873281,0,0,0,0,0,0,1,0,0,0,0
166,Credit_Agricole,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0443645379264805,0.0144561376977157,0.0271455494404905,-0.0043362590825464,-0.0005588509667462,5.374301215510828e-05,0.0016837241491012,-0.0007800806551369,-0.0008848305282227,1,0,0,0,0,0,0,0,0,0,0
167,FUIB,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0162681857230188,0.0028869808552017,0.0232629363530209,-0.0067243708002054,-0.000628685531686,-0.0002872590727296,-0.0027769189291561,-0.000829549798733,-0.0010484573850682,0,1,0,0,0,0,0,0,0,0,0
168,Kredobank,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0015672382674697,0.0194446520554783,-0.0040603609443634,-0.0066021140545787,-0.0001159749196465,-7.38257154525206e-05,0.0013426403808052,-0.0004648677825793,0.0043030431418554,0,0,1,0,0,0,0,0,0,0,0
169,Oschadbank,06/2020,-0.2874999999999996,-1.5370833333333316,0.0309415254192322,0.0071822573055027,0.0263820956756047,0.0021207125903767,1.3585569811145736e-05,0.0008150244275019,0.006611395042472,-0.0020327894067542,0.0011400644333218,0,0,0,0,1,0,0,0,0,0,0
170,OTP,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0369920355618356,0.0166854418629752,-0.0051720714487599,-0.0007656976082279,-0.000504732605052,-0.0002488261088462,-0.0018745318480749,-0.0008772730107929,0.0051824286198664,0,0,0,1,0,0,0,0,0,0,0
171,Pivdennyi,06/2020,-0.2874999999999996,-1.5370833333333316,0.0356528064357383,0.0025180587350312,-0.0357863398873484,-0.0022432972107355,0.0016973049158344,-0.000175585059384,0.0009700364206884,0.000727539411087,0.0120686973962312,0,0,0,0,0,1,0,0,0,0,0
172,Raiffeisen,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0260838973430803,0.0028585077303175,0.0362473476889514,0.0010523493882216,-5.295381433175796e-05,-0.0004145028739767,0.011121918883476,-0.0002743248049379,0.0045740589288981,0,0,0,0,0,0,0,1,0,0,0
173,Sense,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0276964875782166,-0.0377210552945429,0.0142672367387581,-0.0025902654146415,-7.928018162742505e-05,-5.316728758702951e-05,-0.0007177510842062,0.0005514301528433,-0.0015117595934009,0,0,0,0,0,0,0,0,1,0,0
174,Ukrsibbank,06/2020,-0.2874999999999996,-1.5370833333333316,-0.0477419402226607,-0.0024054252173747,0.0104027344572674,0.0014289620986164,-0.0004176300453789,-6.671254858977085e-05,-0.002077848180686,-0.0014493263805474,-0.0027322376356723,0,0,0,0,0,0,0,0,0,1,0
175,Universal,06/2020,-0.2874999999999996,-1.5370833333333316,0.0006847727345581,0.0059386611646268,-0.0247523089413569,0.0591047585243489,-0.0008773871277657,8.756061211776488e-05,-0.0007349840024606,0.0010180843290393,0.0018354450229505,0,0,0,0,0,0,0,0,0,0,1
176,Privat_Bank,07/2020,-0.4458333333333324,-1.6133333333333324,-0.0079962110358913,0.0059510815683346,-0.0230454731140805,-0.0025302144764966,-7.396080872208765e-05,-0.0004916004891178,-0.0170244888401118,-0.0013853438905203,0.0007484895666654,0,0,0,0,0,0,1,0,0,0,0
177,Credit_Agricole,07/2020,-0.4458333333333324,-1.6133333333333324,-0.004074470045094,0.0207739816991211,-0.0281933154555154,-0.0046894269318319,-3.1784483941758174e-05,-3.495226042390855e-05,-0.0017666439031751,8.976670198207557e-05,0.0022845995302084,1,0,0,0,0,0,0,0,0,0,0
178,FUIB,07/2020,-0.4458333333333324,-1.6133333333333324,-0.0327999415623362,0.0032384520638611,0.0336032190680158,-0.0040774011250793,0.0001469889464173,-0.0001861265520713,-0.0074018110237656,0.0004044761557721,-0.0024415140634825,0,1,0,0,0,0,0,0,0,0,0
179,Kredobank,07/2020,-0.4458333333333324,-1.6133333333333324,0.0231862867532618,0.0151572998432377,-0.0141951444358195,0.0003244659434649,0.000295428107635,1.0935360249996612e-05,-0.0003909034574322,0.0006192130142689,0.0008851060820676,0,0,1,0,0,0,0,0,0,0,0
180,Oschadbank,07/2020,-0.4458333333333324,-1.6133333333333324,0.0056616421438626,0.0072095210350296,0.0273403921781224,-0.0022416035573145,0.0006933797165889,-8.534300547962444e-05,0.0061161381691391,0.002984891237484,-0.0031646030410698,0,0,0,0,1,0,0,0,0,0,0
181,OTP,07/2020,-0.4458333333333324,-1.6133333333333324,-0.035337446925852,0.0158124339562849,0.0009120150961301,-0.0001271949660992,2.717455340013001e-05,-0.0001511435889968,-0.0040798625328502,0.000622208664872,0.0026420027049615,0,0,0,1,0,0,0,0,0,0,0
182,Pivdennyi,07/2020,-0.4458333333333324,-1.6133333333333324,0.0013782413255514,0.0065491600548568,0.0125669522791573,-0.0023986134663685,0.0011910578563538,0.0010341513448172,-0.0013507637462275,0.0013614593129399,0.0031330244813362,0,0,0,0,0,1,0,0,0,0,0
183,Raiffeisen,07/2020,-0.4458333333333324,-1.6133333333333324,-0.0173496556839398,0.0067087440604646,-0.0012122631022797,0.0079879757407001,3.344359185140835e-05,0.0001868386050473,0.0142656600801953,0.0003119567506757,-0.0028817875802661,0,0,0,0,0,0,0,1,0,0,0
184,Sense,07/2020,-0.4458333333333324,-1.6133333333333324,-0.0135940761124018,0.0075398399816469,0.0020121138577192,-0.00113936430289,-0.0003320199150927,-0.0004917601206183,-0.0017704333957072,-0.0001886327889011,-0.0009765046189909,0,0,0,0,0,0,0,0,1,0,0
185,Ukrsibbank,07/2020,-0.4458333333333324,-1.6133333333333324,-0.0273102612845811,-0.0022780767484727,0.0030997734989748,-0.0192856108197366,-0.000476690914564,-0.0005788544019951,-0.0046458672522785,-0.0003091958191969,-0.0052330633548246,0,0,0,0,0,0,0,0,0,1,0
186,Universal,07/2020,-0.4458333333333324,-1.6133333333333324,-0.0118782999225902,0.0201248571985141,-0.0337835257349175,-0.0134770399498226,-0.0002548235925564,0.0008870897124737,-0.0046910876770192,0.0007404826895312,-0.0009329284955462,0,0,0,0,0,0,0,0,0,0,1
187,Privat_Bank,09/2020,-1.3499999999999996,-0.7229166666666664,-0.0025737292411739,-0.0196035227080456,-0.0259038691508161,-0.0021461784874671,-0.0002957861201378,-0.0002104608710927,-0.0075552893755819,0.0007532207792061,-0.0002589065238745,0,0,0,0,0,0,1,0,0,0,0
188,Credit_Agricole,09/2020,-1.3499999999999996,-0.7229166666666664,0.0027741019500735,0.0148948574500642,-0.0267888478800767,-0.0021419735221667,-0.0001609560656294,0.0001966479289516,-0.0001797137400659,-4.035145203182093e-05,-0.0003254270357803,1,0,0,0,0,0,0,0,0,0,0
189,FUIB,09/2020,-1.3499999999999996,-0.7229166666666664,-0.0369681238483389,-0.0028779750116722,-0.0091656334342409,-0.004508966917276,0.0004756195141576,-0.0002945762665725,-0.0040066187803926,0.0005320490494745,0.0027989247176667,0,1,0,0,0,0,0,0,0,0,0
190,Kredobank,09/2020,-1.3499999999999996,-0.7229166666666664,0.0381505080019874,-0.0152502121330659,-0.0200766924748838,-0.0068410936910314,-3.5235199323036155e-05,-8.593918901379522e-05,-0.0020334462741993,0.0004803464524177,-0.0035957071625015,0,0,1,0,0,0,0,0,0,0,0
191,Oschadbank,09/2020,-1.3499999999999996,-0.7229166666666664,-0.0090626008929257,-0.0080309261777198,0.0104973341559251,-0.0052776321639585,-0.0005805043090622,3.8763392393937474e-05,0.0087450145792806,0.0004215674516155,0.0006553851749887,0,0,0,0,1,0,0,0,0,0,0
192,OTP,09/2020,-1.3499999999999996,-0.7229166666666664,-0.0231300638163468,0.0067872810120566,-0.0016073909778475,-0.0023648017484279,-0.0004741862808604,-0.0002308195244679,-0.0028534105172775,-0.0003543337239615,-0.0001897507472683,0,0,0,1,0,0,0,0,0,0,0
193,Pivdennyi,09/2020,-1.3499999999999996,-0.7229166666666664,0.0333122765907764,0.0153402928612857,-0.0199025017619817,-0.0021470291693203,-0.0001459134404298,0.0007606296177595,0.0002604612192538,0.0008609887569632,0.0034642177188539,0,0,0,0,0,1,0,0,0,0,0
194,Raiffeisen,09/2020,-1.3499999999999996,-0.7229166666666664,-0.0226117262802116,0.0078238655981403,0.0045612648650064,-0.0026764221166712,-0.0002660701712889,3.989865566754198e-05,-0.0202226985997861,7.409144193385939e-05,-0.0019012237496203,0,0,0,0,0,0,0,1,0,0,0
195,Sense,09/2020,-1.3499999999999996,-0.7229166666666664,-0.0045414875220957,-0.0128863043359734,-0.0245051069455929,0.0176525343888707,-1.6249810951711463e-05,3.851058500160039e-05,0.0002822462958454,0.0006163393729866,-0.0074500689501205,0,0,0,0,0,0,0,0,1,0,0
196,Ukrsibbank,09/2020,-1.3499999999999996,-0.7229166666666664,0.0031981189464659,-0.0033761794267145,0.0082627126160964,-0.0092029407475158,-0.0001352602798931,-0.0002952107202087,-0.0019178992110286,-0.0005064964121933,-0.0112250102766122,0,0,0,0,0,0,0,0,0,1,0
197,Universal,09/2020,-1.3499999999999996,-0.7229166666666664,0.0242207016533505,0.0467922852702866,-0.0361582245677764,-0.0418177474043824,-0.0002520947845134,1.6536547706029123e-05,0.0049320030574702,-0.0004618312324221,-0.0009855235380863,0,0,0,0,0,0,0,0,0,0,1
198,Privat_Bank,10/2020,-1.5708333333333333,-0.4529166666666668,-0.0056590912469677,-0.0242553766054987,-0.0009808667686593,-0.0033174136332373,-0.0002459309005009,-9.903368015001324e-05,0.0023793822564793,-0.0003777894162852,-0.0017674387944799,0,0,0,0,0,0,1,0,0,0,0
199,Credit_Agricole,10/2020,-1.5708333333333333,-0.4529166666666668,-0.0130510090808397,0.0062782897868944,0.0027556952271647,-0.006729996819711,3.155424392317207e-05,1.2899298982241986e-05,0.0003577140050104,-6.271912736909111e-05,0.0016022915932101,1,0,0,0,0,0,0,0,0,0,0
200,FUIB,10/2020,-1.5708333333333333,-0.4529166666666668,-0.0175748659491918,-0.0057858530382127,0.0028063379426494,-0.000832321466517,0.0003523577001541,0.0001350000228544,-0.0009026572286119,-2.4586044474210825e-05,0.0068429914926307,0,1,0,0,0,0,0,0,0,0,0
201,Kredobank,10/2020,-1.5708333333333333,-0.4529166666666668,0.0134059464497526,-0.019377605466049,-0.0298491572534158,0.002152328801782,0.0001889230694576,-7.412075726821298e-05,-0.0018945921103657,0.000219223224957,-0.0027081104613693,0,0,1,0,0,0,0,0,0,0,0
202,Oschadbank,10/2020,-1.5708333333333333,-0.4529166666666668,0.0007855350068426,-0.0015821420584835,-0.009282374205281,-0.0066882979075013,-0.0001279637137953,0.0008972236307001,0.0061871813221061,0.0010484867009672,-0.0015316398799995,0,0,0,0,1,0,0,0,0,0,0
203,OTP,10/2020,-1.5708333333333333,-0.4529166666666668,-0.0007121068933655,0.0306643738676014,-0.0046184742273763,0.0011156559801303,-0.0003260258920725,-0.0002229208963711,0.0029866406422296,-0.0005363009517011,-0.0028527821373531,0,0,0,1,0,0,0,0,0,0,0
204,Pivdennyi,10/2020,-1.5708333333333333,-0.4529166666666668,0.1093794869517421,0.0174448205936439,-0.0176144796825797,0.0023711571832449,8.52442885738644e-06,1.7830817531709793e-05,0.0053729187222383,-0.0008707774315901,-0.011898962626911,0,0,0,0,0,1,0,0,0,0,0
205,Raiffeisen,10/2020,-1.5708333333333333,-0.4529166666666668,-0.0183165477363299,0.00412913661968,-0.0350339254825581,-0.0031766323522661,-0.0002127932443145,-9.540316718954953e-05,-0.0151541279867273,-0.000218446042937,-0.0083422661608973,0,0,0,0,0,0,0,1,0,0,0
206,Sense,10/2020,-1.5708333333333333,-0.4529166666666668,0.0216426681600567,-0.0131335995146853,-0.024444928834625,-0.0046918124627195,4.2987415304771015e-05,-0.0002343690233947,0.00210145022526,-0.0009944389703452,-0.0104411388015845,0,0,0,0,0,0,0,0,1,0,0
207,Ukrsibbank,10/2020,-1.5708333333333333,-0.4529166666666668,0.009632824118792,0.0003919498883635,-0.0098427744364469,-0.0182408885736859,-0.000124098674009,-0.0005614067017641,-0.0013282218251018,0.000713069249105,0.0040145327139063,0,0,0,0,0,0,0,0,0,1,0
208,Universal,10/2020,-1.5708333333333333,-0.4529166666666668,0.0113238040762163,-0.0033560701541282,-0.0368966733698716,-0.0377137851370811,0.0005034482325584,0.0007535373685463,-0.0017486130815626,-0.000876766399866,-0.0024740583569263,0,0,0,0,0,0,0,0,0,0,1
209,Privat_Bank,11/2020,-0.958333333333333,-0.3266666666666662,-0.0036364235937145,-0.0093193923510888,0.011445565265915,-0.0075040165012135,-0.0001126127862994,-0.0002832506178896,0.0096971070947725,0.000263701224296,-0.000849723525237,0,0,0,0,0,0,1,0,0,0,0
210,Credit_Agricole,11/2020,-0.958333333333333,-0.3266666666666662,0.0027063129125212,0.0102568487358691,-0.0102880667381083,-0.0077772642522826,-0.0002023433983572,-0.0002624677734916,-0.0010087847892547,-0.000292959691937,-0.0024347554156507,1,0,0,0,0,0,0,0,0,0,0
211,FUIB,11/2020,-0.958333333333333,-0.3266666666666662,0.0104617262127799,-0.003993358388653,-0.0141663955117228,0.0010319613708182,-3.554406874008761e-05,0.0004118139069333,0.0016469881213537,0.0003616130106212,0.0078835319790268,0,1,0,0,0,0,0,0,0,0,0
212,Kredobank,11/2020,-0.958333333333333,-0.3266666666666662,-0.0107253522217511,-0.0167185497877538,-0.0073381779036485,0.0051412639698451,-7.165533289233295e-05,0.0002190293081294,-0.0010350433051882,0.0002620929039183,-0.0001499057453499,0,0,1,0,0,0,0,0,0,0,0
213,Oschadbank,11/2020,-0.958333333333333,-0.3266666666666662,-0.0012089282343757,-0.0065787424979669,-0.0123365009965884,-0.0043957385162382,-0.0001200466570698,0.0001468991171534,0.0071154170904834,0.0003455272099979,0.0043227407563099,0,0,0,0,1,0,0,0,0,0,0
214,OTP,11/2020,-0.958333333333333,-0.3266666666666662,0.0337730397331849,0.0045530958388722,-0.0289313017804284,-0.0021245974319617,-4.035026510496205e-05,-4.297171183091468e-06,0.0059287638217122,-8.929394965097835e-05,-0.0011933799831861,0,0,0,1,0,0,0,0,0,0,0
215,Pivdennyi,11/2020,-0.958333333333333,-0.3266666666666662,0.1192338512072682,0.0050008611902854,-0.0503939959366902,0.0005338639955156,0.0002801586104682,0.0003006363349591,0.0042977512796514,0.0015951132684085,-0.005831245509295,0,0,0,0,0,1,0,0,0,0,0
216,Raiffeisen,11/2020,-0.958333333333333,-0.3266666666666662,0.0187283927655921,-0.003202090997788,-0.0506589519158047,-0.0063376838310802,-0.0003626034657457,0.0002691720320261,-0.0063875602547921,-0.0007869982255932,0.0017779692738489,0,0,0,0,0,0,0,1,0,0,0
217,Sense,11/2020,-0.958333333333333,-0.3266666666666662,0.0053126942298777,0.0202985866146019,-0.0322141091661419,-0.0215287611218223,8.284196765644125e-05,0.0006986745231374,-0.0003606058898349,0.0001806135666497,-0.0009071414551037,0,0,0,0,0,0,0,0,1,0,0
218,Ukrsibbank,11/2020,-0.958333333333333,-0.3266666666666662,-0.0235491582828957,-0.0018516510820226,-0.0136859689954341,-0.0134481416039489,-0.0001912571707833,2.54881187016923e-05,-0.004735896093837,-0.0008175280319081,0.0050626984904418,0,0,0,0,0,0,0,0,0,1,0
219,Universal,11/2020,-0.958333333333333,-0.3266666666666662,0.0298898351146031,0.0038138145545318,-0.0475045054472135,-0.0340465840643672,2.8794723879753403e-05,0.000111537300144,-0.0006903572290656,-0.0001640202066451,-0.0002389227988998,0,0,0,0,0,0,0,0,0,0,1
220,Privat_Bank,01/2021,0.0999999999999996,-0.4387499999999997,-0.0123337819408545,-0.0004306170944635,0.0269335259331434,0.0033099641656024,5.0063616440363095e-05,-0.0008548891974797,0.0116079998777161,-0.0015628260967534,-0.0029816523821292,0,0,0,0,0,0,1,0,0,0,0
221,Credit_Agricole,01/2021,0.0999999999999996,-0.4387499999999997,-0.0192354937706217,-0.0200098628122955,0.0156560036218171,-0.0067984170808271,1.3782929417909331e-05,-0.0001145969873329,0.0037586010842638,-0.0004396764820901,0.0019761527506583,1,0,0,0,0,0,0,0,0,0,0
222,FUIB,01/2021,0.0999999999999996,-0.4387499999999997,0.0058794262664881,-0.0005524304459484,0.0022070710484043,0.0016436669998658,0.0008220411384072,-0.0002416613531998,0.0043798113481187,0.0007948189070525,-0.0004803669680218,0,1,0,0,0,0,0,0,0,0,0
223,Kredobank,01/2021,0.0999999999999996,-0.4387499999999997,-0.0628157482444589,-0.0125984664956737,0.0342742614492644,-0.0099399918000487,0.0002363520041694,-0.0009163505026822,-0.0047095510051636,-0.0006317839664778,-0.0005293889095025,0,0,1,0,0,0,0,0,0,0,0
224,Oschadbank,01/2021,0.0999999999999996,-0.4387499999999997,0.0130312304963673,-0.0072091352465005,0.0222997230783048,-0.0040880877817885,0.0005542900919966,-0.0009411680843565,-0.0032482248417349,-0.0007111646117002,0.0010849393098842,0,0,0,0,1,0,0,0,0,0,0
