,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
323,Oschadbank,11/2021,-1.0874999999999986,-0.2874999999999996,0.0281039040081611,0.0026008160852186,-0.0135856393061219,-0.0001306827057204,0.0001273090844906,-0.0002959936888371,0.0070831497679904,0.0024869696202466,0.0055835387967457,0,0,0,0,1,0,0,0,0,0,0
324,OTP,11/2021,-1.0874999999999986,-0.2874999999999996,0.0154829824083893,-0.0146758946316372,0.0036869347461273,0.0046244873260506,0.0002054376283851,0.0004269949858804,0.0041877978851214,0.0013292909851535,-0.0012198853932406,0,0,0,1,0,0,0,0,0,0,0
325,Pivdennyi,11/2021,-1.0874999999999986,-0.2874999999999996,-0.0189680480571827,-0.0067314210923674,-0.0147739361264708,0.0121228871490909,-0.0001450749248471,0.0014975483069671,-0.0059004910289424,0.0009112260562988,0.0067728412583274,0,0,0,0,0,1,0,0,0,0,0
326,Raiffeisen,11/2021,-1.0874999999999986,-0.2874999999999996,0.0371643360073969,0.0100174908326552,-0.0516332662691067,0.0045881564862163,-0.0002298652320094,-2.18773748547332e-05,0.0045177368076424,-0.000531140572159,-0.0169020651632309,0,0,0,0,0,0,0,1,0,0,0
327,Sense,11/2021,-1.0874999999999986,-0.2874999999999996,-0.0059997820681048,-0.037933998740668,-0.0092623449175332,0.0167041462306789,0.0001555378778292,0.0002924269571249,-0.0006536612832631,0.0014073334216416,0.0015746185913394,0,0,0,0,0,0,0,0,1,0,0
328,Ukrsibbank,11/2021,-1.0874999999999986,-0.2874999999999996,0.0385206148363894,-0.0226005173494902,-0.0270074574562791,-0.0122463144575616,-0.0002650130397553,-0.0007127559206429,0.0064212464961445,0.001286134839899,0.0081166563943799,0,0,0,0,0,0,0,0,0,1,0
329,Universal,11/2021,-1.0874999999999986,-0.2874999999999996,0.0506690938299794,-0.0179104815039183,-0.0310722585261173,0.1417663019713327,-0.0001201406101295,0.0008003084470947,0.0157293738517827,0.0008939168942011,0.0004931414163037,0,0,0,0,0,0,0,0,0,0,1
330,Privat_Bank,01/2022,-3.2416666666666654,-1.6395833333333307,0.0184156395242134,-0.025470708571894,0.0074705181661656,-0.001799152867862,0.0004242701965293,-0.0011603315236345,0.0220219083443551,-0.0023495681647369,0.0005983772690225,0,0,0,0,0,0,1,0,0,0,0
331,Credit_Agricole,01/2022,-3.2416666666666654,-1.6395833333333307,0.0279158540711064,-0.0238813893893147,-0.0115075644775014,-0.0003724849994735,0.0001638702686216,-8.235044535112243e-06,-0.0032900234005016,7.532062477251696e-05,0.000466057026874,1,0,0,0,0,0,0,0,0,0,0
332,FUIB,01/2022,-3.2416666666666654,-1.6395833333333307,-0.0697583572702471,-0.0104132134352529,0.0291009428076547,-0.000710814295686,0.0009036584346323,-2.881759465058701e-05,-0.0054222465733102,0.0008122463412337,0.0013717030470457,0,1,0,0,0,0,0,0,0,0,0
333,Kredobank,01/2022,-3.2416666666666654,-1.6395833333333307,-0.0164698857121347,-0.0139179933135644,0.0697249220933171,-0.003871388236835,0.0002701540032774,-0.0005089466281633,0.0020123710595073,-0.0007348183124988,-0.001833584068205,0,0,1,0,0,0,0,0,0,0,0
334,Oschadbank,01/2022,-3.2416666666666654,-1.6395833333333307,0.0162023158124822,0.0120074113468433,-0.0086243359906122,-0.0045621478051209,0.0002260984489182,-0.0010522979144101,0.0113060021713423,0.0022779466390085,-0.000534782456279,0,0,0,0,1,0,0,0,0,0,0
335,OTP,01/2022,-3.2416666666666654,-1.6395833333333307,0.0899782213217196,-0.0233214087383587,-0.0236101692365413,-0.0033531881910378,0.0001939289974824,-0.0003646911962667,0.0135576444058628,8.763075405052168e-05,-0.0008013301035354,0,0,0,1,0,0,0,0,0,0,0
336,Pivdennyi,01/2022,-3.2416666666666654,-1.6395833333333307,-0.1690254815813816,-0.0166410571581746,0.1089035023508812,-0.0028397936473434,-0.0003260975617215,-0.0003445153221646,-0.0134247961843891,-0.0013077904340279,0.0018907868402637,0,0,0,0,0,1,0,0,0,0,0
337,Raiffeisen,01/2022,-3.2416666666666654,-1.6395833333333307,0.0261523637747445,0.0085949275483634,-0.0345124277959665,0.0029909063218593,-8.675845091904097e-05,-0.0002909711310597,0.0057251035025453,-2.6142809328721928e-05,0.0030964894625534,0,0,0,0,0,0,0,1,0,0,0
338,Sense,01/2022,-3.2416666666666654,-1.6395833333333307,-0.0529946290016931,-0.0337942522788415,0.0202386997217721,-0.0073077438830479,0.0001337942917785,-0.0006125544071407,-0.0013979709873462,0.0014220187016177,0.0043132204992611,0,0,0,0,0,0,0,0,1,0,0
339,Ukrsibbank,01/2022,-3.2416666666666654,-1.6395833333333307,0.0495045976715542,-0.0192852615764134,-0.045070429642248,0.0051600696112018,-0.0004879014816723,-0.0005416004878921,0.0069841275643067,-0.0006514220229024,0.0047041309081306,0,0,0,0,0,0,0,0,0,1,0
340,Universal,01/2022,-3.2416666666666654,-1.6395833333333307,0.0689887541775532,-0.0275690830309464,-0.0473714681870208,-0.0151713441154764,0.0006039035356355,0.0002932335586042,0.0099539696177369,0.0004616562376825,-4.293883248192125e-05,0,0,0,0,0,0,0,0,0,0,1
341,Privat_Bank,02/2022,-3.6083333333333343,-2.4208333333333325,0.0387264383864795,-0.0166323094041246,-0.0199664073276947,-0.0050021509566718,0.0002137484438021,-0.000252011595425,0.0235184766137829,0.0003074400751127,-0.007817988657794,0,0,0,0,0,0,1,0,0,0,0
342,Credit_Agricole,02/2022,-3.6083333333333343,-2.4208333333333325,0.1072110960704308,-0.0327303174491447,-0.1017706034400293,-0.0002417255372222,-0.0009056842441974,-0.0001907752522093,0.0008818920573194,-0.0010223699325127,-0.0022649798852941,1,0,0,0,0,0,0,0,0,0,0
343,FUIB,02/2022,-3.6083333333333343,-2.4208333333333325,0.0609052579492663,-0.017030706363725,-0.0521334416446711,0.00314856808915,-0.001064860775617,-0.0002058101330257,0.0087821051745895,-0.0015844831548756,-0.0035599053197238,0,1,0,0,0,0,0,0,0,0,0
344,Kredobank,02/2022,-3.6083333333333343,-2.4208333333333325,0.0407453001949468,-0.0220565686911715,-0.0169474465188494,-0.0029023917620122,-0.0005377764493585,-0.0003370941154795,0.0044788905244214,-0.0015680221403568,0.0025393527131983,0,0,1,0,0,0,0,0,0,0,0
345,Oschadbank,02/2022,-3.6083333333333343,-2.4208333333333325,0.0130695012383056,-0.0005904733038456,0.0005304031356492,0.0007474542967431,-0.0005477799132488,-0.0007004773503332,0.005707290152905,-0.0034813202536804,-0.0028542037739105,0,0,0,0,1,0,0,0,0,0,0
346,OTP,02/2022,-3.6083333333333343,-2.4208333333333325,0.1272162627134341,-0.0299789056096432,-0.0237141516538505,-0.0042023141559819,-0.000220507346444,-0.0002863261560328,0.0134333898936831,-0.0002736081511814,-0.0032958882043664,0,0,0,1,0,0,0,0,0,0,0
347,Pivdennyi,02/2022,-3.6083333333333343,-2.4208333333333325,0.0364050092695897,-0.0243230876233048,-0.0027826880130707,0.0061981930015505,-0.0012078646262068,0.0012414247744412,-0.007726065595581,-0.005001024336094,-0.0124623453210345,0,0,0,0,0,1,0,0,0,0,0
348,Raiffeisen,02/2022,-3.6083333333333343,-2.4208333333333325,0.0262975257551482,0.0105195037260141,-0.0116335918149968,-0.0001430257624995,-0.0006614542591388,-0.000133443541726,0.0027698586569176,-0.000573523471776,0.0064417640523734,0,0,0,0,0,0,0,1,0,0,0
349,Sense,02/2022,-3.6083333333333343,-2.4208333333333325,0.0370243326990846,-0.0417616576612955,-0.0638060876653709,-0.0059042708240293,-0.0002071366594022,-2.816208470182453e-05,0.0020817246383119,6.534038220318283e-05,0.0125887204995272,0,0,0,0,0,0,0,0,1,0,0
350,Ukrsibbank,02/2022,-3.6083333333333343,-2.4208333333333325,0.0556283896676781,-0.0271230386771238,-0.11515359657423,-0.0146479214229171,-0.0008402571890016,-0.0006439909825602,0.0028423786008087,-0.0023070385916421,-0.0036325854365987,0,0,0,0,0,0,0,0,0,1,0
351,Universal,02/2022,-3.6083333333333343,-2.4208333333333325,0.1107191623407042,-0.0390508309990456,-0.1443701060356817,-0.0128213555165418,-0.0008752809860931,0.0015926604861986,0.0039822768488943,-0.005278318807612,-0.0036826936605197,0,0,0,0,0,0,0,0,0,0,1
352,Privat_Bank,05/2022,0.0083333333333328,-6.579166666666669,0.0155788671372012,-0.003602382195191,-0.0047753989801697,-0.0074320494449538,-0.0004130181761069,-0.0008140721147907,-0.0246255382648126,0.0024368481869806,0.0019381603312132,0,0,0,0,0,0,1,0,0,0,0
353,Credit_Agricole,05/2022,0.0083333333333328,-6.579166666666669,-0.003009279907034,0.0046528558043909,0.0373635900687354,-0.0019218905503445,-0.0008659138740821,-0.0002404969957078,-0.0010089377163138,-0.0005129647639873,0.0025630225456542,1,0,0,0,0,0,0,0,0,0,0
354,FUIB,05/2022,0.0083333333333328,-6.579166666666669,0.0584189584123988,-0.0050921904021943,-0.0002768747099312,-0.0032249708398775,0.0007174729593495,-0.0005807516528271,0.0070691074801554,0.0014866419978731,-0.0063079878364121,0,1,0,0,0,0,0,0,0,0,0
355,Kredobank,05/2022,0.0083333333333328,-6.579166666666669,0.029296227619517,-0.0287975846665068,-0.0659441581047003,0.0314035173927667,0.0001547997867107,-0.0002551755139639,0.0017838211110461,0.0027288824486085,-0.0015492271603616,0,0,1,0,0,0,0,0,0,0,0
356,Oschadbank,05/2022,0.0083333333333328,-6.579166666666669,-0.0114092801328106,-0.0014682109810648,0.013662223978786,-0.0062616789742436,-0.0007404522756294,-0.0008938302986785,-0.0139373773145928,-0.0051656475148738,0.0019585191119404,0,0,0,0,1,0,0,0,0,0,0
357,OTP,05/2022,0.0083333333333328,-6.579166666666669,-0.0013886888086815,-0.0281471560856536,-0.0190660776128221,-0.0076299308663762,-0.0004475825608574,-0.000504366722127,-0.0033980344055968,-0.000201282900128,0.0004182550331269,0,0,0,1,0,0,0,0,0,0,0
358,Pivdennyi,05/2022,0.0083333333333328,-6.579166666666669,0.132059755738975,-0.025964243960283,-0.0466774213886856,-0.0020984765779482,-0.0002359671730003,-0.0007185208334311,0.0118300845658969,0.0012829395180606,-0.004988739901876,0,0,0,0,0,1,0,0,0,0,0
359,Raiffeisen,05/2022,0.0083333333333328,-6.579166666666669,0.0004360802560198,-0.0178066860800332,0.0174898006599483,-0.003317458144032,-0.0007175946174339,-0.0006261233429294,-0.0006691852435795,-0.0003759348322379,-0.0068969534187351,0,0,0,0,0,0,0,1,0,0,0
360,Sense,05/2022,0.0083333333333328,-6.579166666666669,0.066847405252405,-0.0347131575225753,0.0097851988313258,-0.012571061456827,0.0008561141208922,-0.0005208417165158,0.0218576407535038,8.472706383639422e-05,-0.0103373269323674,0,0,0,0,0,0,0,0,1,0,0
361,Ukrsibbank,05/2022,0.0083333333333328,-6.579166666666669,0.0151693854460753,0.015162068879371,0.0169155607153922,-0.0247450233516123,-0.0013271846370644,-0.000699619208233,-0.003774382381682,-0.0013931135199425,-0.0035984952807747,0,0,0,0,0,0,0,0,0,1,0
362,Universal,05/2022,0.0083333333333328,-6.579166666666669,-0.0098393578672824,-0.0016858025451341,0.0724424893566456,-0.0286048692620305,-0.0031596268688489,-0.0037187173147944,-0.0019177760319486,0.0013609594997403,-0.0005461692091016,0,0,0,0,0,0,0,0,0,0,1
363,Privat_Bank,06/2022,2.1416666666666693,6.060416666666665,-5.426554157306196e-05,0.0010479384508309,-0.0068442610623966,0.0074846475222858,-0.0002568966201045,0.0005572195237157,0.0161326034955711,0.0012656531380801,-0.0030369453022778,0,0,0,0,0,0,1,0,0,0,0
364,Credit_Agricole,06/2022,2.1416666666666693,6.060416666666665,0.0044654065507729,0.0211898577030167,0.0044712020267864,-0.0003717982888286,0.0006111579146653,0.0002920303993917,0.0046318366782892,0.0008588431393486,0.0008282698982417,1,0,0,0,0,0,0,0,0,0,0
365,FUIB,06/2022,2.1416666666666693,6.060416666666665,0.0214152885661103,0.0138296891078516,0.0018795580826147,0.000188781850323,0.0004830656967168,-0.0007694656717528,0.00498710657109,0.0004648195487557,-0.0025615857380356,0,1,0,0,0,0,0,0,0,0,0
366,Kredobank,06/2022,2.1416666666666693,6.060416666666665,0.0091860008008799,-0.0073277541170928,-0.0407618887038791,-0.0068897258921314,0.0002132187508818,-0.0002340295418916,0.0046931269256303,0.0012799802244234,-0.0058158742660711,0,0,1,0,0,0,0,0,0,0,0
367,Oschadbank,06/2022,2.1416666666666693,6.060416666666665,-0.0012042696156697,-0.0041382006678803,0.0017172778696752,0.0256845826817712,-0.0004202999878745,-0.0003758736169876,-0.0120141034971766,-0.0047014047060014,-0.0007357148582834,0,0,0,0,1,0,0,0,0,0,0
368,OTP,06/2022,2.1416666666666693,6.060416666666665,-0.0084253437744715,0.0142905984460989,-0.0085483302573083,0.0031385108658777,6.655876924486007e-05,-0.0004110030436006,-0.0022772587738168,0.0008673245366804,-0.0022715706101987,0,0,0,1,0,0,0,0,0,0,0
369,Pivdennyi,06/2022,2.1416666666666693,6.060416666666665,0.0754812058162673,-0.0033352433659844,-0.0548054667094042,-0.0019678113124258,0.0014992224223598,-0.0001525922983286,0.0152483207726076,0.0074152618778743,0.0054585860126758,0,0,0,0,0,1,0,0,0,0,0
370,Raiffeisen,06/2022,2.1416666666666693,6.060416666666665,-0.004999013391864,-0.0154649431098602,0.0033912667315869,0.0008158800209899,0.0001087980649604,0.0001296801966329,-0.0005447769112904,0.0007447230736431,-0.0112168880616187,0,0,0,0,0,0,0,1,0,0,0
371,Sense,06/2022,2.1416666666666693,6.060416666666665,0.012354057322367,0.0020729115064217,0.0163729634966373,-0.0104944699946008,-0.000148335419244,-0.0013579187533106,0.0052939252508748,-0.0003090412447811,-0.0089685950691624,0,0,0,0,0,0,0,0,1,0,0
372,Ukrsibbank,06/2022,2.1416666666666693,6.060416666666665,-0.0021329275011401,0.0177106622278677,0.0267972765473196,-0.0088248171062245,0.0010472851818069,-0.0001029918659329,-0.0017122098497917,0.0021690241142417,-0.0040819762167697,0,0,0,0,0,0,0,0,0,1,0
373,Universal,06/2022,2.1416666666666693,6.060416666666665,-0.012954331555896,-0.0022109984936783,0.0311645580296,-0.0221037179421011,-0.0013059158443713,-0.0026407443010935,0.0039398694600569,0.0106283632410879,-0.0035150850383452,0,0,0,0,0,0,0,0,0,0,1
374,Privat_Bank,07/2022,1.4833333333333378,5.735416666666666,-0.0088319316220648,1.9058944684582912e-05,0.0021774639952863,-0.0081690968543575,-0.0001328557263875,-0.0012388819186566,0.020254089191912,0.0037086818324338,-0.0057116111701776,0,0,0,0,0,0,1,0,0,0,0
375,Credit_Agricole,07/2022,1.4833333333333378,5.735416666666666,0.0057344854531862,0.0237212496791333,-0.0238205179320181,-0.0017269311140595,0.0007426496625087,-7.107245932682759e-06,-0.0013959302635385,0.0022043557784145,-0.0007484813118436,1,0,0,0,0,0,0,0,0,0,0
376,FUIB,07/2022,1.4833333333333378,5.735416666666666,0.005593136535984,0.0383833152688836,-0.0123506681088688,-0.0001195853639619,0.0016279004189835,-0.0002487374019293,-0.0005271823180077,0.0013977699140752,0.0020653592900975,0,1,0,0,0,0,0,0,0,0,0
377,Kredobank,07/2022,1.4833333333333378,5.735416666666666,-0.0064036530895545,0.0042934421379868,-0.0085811357052521,-0.0065082238350488,5.756124810839258e-05,0.0007903542624641,0.0020535561193901,0.0016921940328648,0.0090774255229237,0,0,1,0,0,0,0,0,0,0,0
378,Oschadbank,07/2022,1.4833333333333378,5.735416666666666,0.0217925441462451,-0.0036870870591442,-0.0229984761667723,-0.0055454220221767,0.0002560492086266,0.0013399514657489,-0.0002636267237486,0.0217834957398865,-0.0096285506226289,0,0,0,0,1,0,0,0,0,0,0
379,OTP,07/2022,1.4833333333333378,5.735416666666666,-2.7706637780622323e-05,0.0109423135537979,-0.0318894208290229,0.0012237480171575,0.0002247572123434,-0.000237723740629,-0.0056981532824437,0.0006926806909537,-0.0051039259183109,0,0,0,1,0,0,0,0,0,0,0
380,Pivdennyi,07/2022,1.4833333333333378,5.735416666666666,0.0675816987584301,-0.0019049676179762,-0.0595161633659802,2.255466087497512e-05,0.0005532513994822,0.0001190500643604,0.006099393653817,0.0018297006479312,0.0054566021749941,0,0,0,0,0,1,0,0,0,0,0
381,Raiffeisen,07/2022,1.4833333333333378,5.735416666666666,0.0100715992545616,-0.0119537555519859,-0.0009534656254522,-0.000884488716696,0.0005750455841885,-0.000533990448093,-0.001865672707979,0.0025068490426849,-0.0123139359946248,0,0,0,0,0,0,0,1,0,0,0
382,Sense,07/2022,1.4833333333333378,5.735416666666666,-0.0041607934542806,-0.0163822500531949,0.0175467687652427,-0.0008348376220108,-0.0001131096235785,-0.0015668598607176,-0.0095617012219975,0.00610728678751,-0.0064288293804981,0,0,0,0,0,0,0,0,1,0,0
383,Ukrsibbank,07/2022,1.4833333333333378,5.735416666666666,-0.0340895319920838,0.0085601175843174,0.0088572146149756,-0.0080950381627526,0.0014602124743185,-0.0007062823774864,-0.0087576020769792,0.006037081367077,-0.0030380669346182,0,0,0,0,0,0,0,0,0,1,0
384,Universal,07/2022,1.4833333333333378,5.735416666666666,-0.0250016929683539,-0.0018500466087094,0.0389296235760484,-0.0333902916045488,-6.419800994443212e-05,-0.001228665284351,-0.0009270405395497,0.0045181754441087,-0.0017437451400378,0,0,0,0,0,0,0,0,0,0,1
385,Privat_Bank,08/2022,1.8249999999999995,4.458333333333332,-0.0065422243152178,-0.0008559997226907,-0.0074403239079526,-0.0085949391828709,-0.0003150614922167,-0.000520594305625,0.0252777329926098,0.0095381909895942,-0.004142229853964,0,0,0,0,0,0,1,0,0,0,0
386,Credit_Agricole,08/2022,1.8249999999999995,4.458333333333332,0.0067603104825993,0.0113473726803868,-0.0151601979712828,-0.0014763308242487,0.0001837023920511,-0.0001947117372819,4.9488814770445866e-05,0.0005449215971285,-0.0023388749939729,1,0,0,0,0,0,0,0,0,0,0
387,FUIB,08/2022,1.8249999999999995,4.458333333333332,0.0311148561943318,0.0249866819321634,-0.0329979991687813,0.0009932693410444,-0.0007096437951605,-0.0005944937505207,0.0029614761211627,-0.0021298347645032,-0.0024941507893868,0,1,0,0,0,0,0,0,0,0,0
388,Kredobank,08/2022,1.8249999999999995,4.458333333333332,-0.0165453063033895,0.0045578685555392,-0.0002419860590482,-0.0073321692220728,-0.0015928016481413,0.000160440796039,-0.0039232666085299,-0.0022387674902614,-0.0091555935148861,0,0,1,0,0,0,0,0,0,0,0
389,Oschadbank,08/2022,1.8249999999999995,4.458333333333332,0.0172640418606609,-0.0028767910871034,-0.0419522519040617,-0.0073699528415326,-0.0010840682860961,-0.0007325993676422,0.0087227041462337,0.0084722022972533,0.0038053727256736,0,0,0,0,1,0,0,0,0,0,0
390,OTP,08/2022,1.8249999999999995,4.458333333333332,0.0025768758178095,0.0075092788198668,-0.0263632515976695,0.0146615014524749,-3.805518252909552e-05,-2.6023136941266505e-05,-0.0024654532599218,0.0002957977267547,-0.0038578117451158,0,0,0,1,0,0,0,0,0,0,0
391,Pivdennyi,08/2022,1.8249999999999995,4.458333333333332,0.0960832125190304,-0.0021470218325073,-0.0795413209081944,-0.0004055553295544,3.293706761698344e-05,0.0002597235403649,0.0063964647903258,0.0001397714462032,-0.0048599156586087,0,0,0,0,0,1,0,0,0,0,0
392,Raiffeisen,08/2022,1.8249999999999995,4.458333333333332,0.0305560568252071,-0.0074086829577872,-0.0048442080642739,0.0005973065623748,0.0002751006310111,-0.0007014230118043,0.0042638313699263,0.0006457302259775,-0.0165715617119564,0,0,0,0,0,0,0,1,0,0,0
393,Sense,08/2022,1.8249999999999995,4.458333333333332,-0.0365967669096459,-0.0181120274301903,0.0089923818681891,-0.0009707806930357,-0.0002490928186555,-0.0010480434003712,-0.0176915821585823,-0.0032685291875892,-0.0033053747953142,0,0,0,0,0,0,0,0,1,0,0
394,Ukrsibbank,08/2022,1.8249999999999995,4.458333333333332,-0.0127725694894513,0.0045242477679005,-0.0004475378722365,-0.017469834795151,0.0005665815982384,-0.0010727120292378,-0.0022100332655212,-0.0006649801857636,-0.001856989631821,0,0,0,0,0,0,0,0,0,1,0
395,Universal,08/2022,1.8249999999999995,4.458333333333332,-0.0136778167892329,-0.0125193065111178,0.0120397566195114,-0.017982266145748,0.0018772098735052,-0.0022763946545487,-0.0006572137618647,-0.0037263110932899,-0.0039640401347829,0,0,0,0,0,0,0,0,0,0,1
396,Privat_Bank,09/2022,1.7166666666666686,3.208333333333332,-0.0048238961084034,0.036782145659793,0.0089023207169611,-0.00339515037638,0.0003055153770693,-0.0001267227479086,-0.0098641504626427,-0.0075141556019808,0.0123747379003942,0,0,0,0,0,0,1,0,0,0,0
397,Credit_Agricole,09/2022,1.7166666666666686,3.208333333333332,0.0218271610072617,-8.45664222728082e-05,-0.0017287557500882,0.0038916114177183,0.0004217637045922,3.840656393969567e-05,0.0010450231172151,0.0005963822345461,-0.0009618624679472,1,0,0,0,0,0,0,0,0,0,0
398,FUIB,09/2022,1.7166666666666686,3.208333333333332,0.0252729098222388,-0.0076858516852262,-0.0223711088258556,0.0001479137562823,-0.0007895686864247,-4.1238775818678696e-05,-0.0036118298911896,-0.0014720438123018,0.0054676560602926,0,1,0,0,0,0,0,0,0,0,0
399,Kredobank,09/2022,1.7166666666666686,3.208333333333332,-0.0083892248660571,-0.0027366215101502,0.0034890185040812,-0.0026670288819672,-0.0009440942301221,-0.0001693861518981,-0.0023964691583344,-0.0009281449176944,0.0066815563717527,0,0,1,0,0,0,0,0,0,0,0
400,Oschadbank,09/2022,1.7166666666666686,3.208333333333332,0.0233746408163959,-0.0013340967569557,-0.0107351428084131,-0.0085314735185642,0.001229331282891,-0.0006676944219672,0.010068430707407,0.0013239606319251,0.004628253779277,0,0,0,0,1,0,0,0,0,0,0
401,OTP,09/2022,1.7166666666666686,3.208333333333332,0.019518008052387,0.0024684825785037,-0.0059884766867426,-0.0055712430436484,-0.0001301670908107,2.3851417426667965e-06,0.0037004666544376,-0.0001048545597101,0.0036871181098597,0,0,0,1,0,0,0,0,0,0,0
402,Pivdennyi,09/2022,1.7166666666666686,3.208333333333332,0.0647668772817675,0.0074235830768811,-0.0534102800165205,0.0006189899473235,-8.749289760653228e-05,0.0012641931931919,0.0012882045075309,0.0010400337360062,0.010322338448205,0,0,0,0,0,1,0,0,0,0,0
403,Raiffeisen,09/2022,1.7166666666666686,3.208333333333332,0.0267758270212254,-0.0031527590022194,0.0189821453374401,0.0001321350855541,0.0006139778642379,0.0003442844592792,0.0050902064401334,0.0018909661012168,-0.0024662516470282,0,0,0,0,0,0,0,1,0,0,0
404,Sense,09/2022,1.7166666666666686,3.208333333333332,0.004263951277746,-0.0037804992012799,-0.0201176644066583,0.0016961557619835,-0.0005618530768424,0.0012979725482837,-0.005010254842572,-0.0028039094607631,0.0015981263543514,0,0,0,0,0,0,0,0,1,0,0
405,Ukrsibbank,09/2022,1.7166666666666686,3.208333333333332,-0.0015329397885163,-0.0046256544413042,0.01201001619128,-0.0159514542615946,0.0004620631940557,-0.0006468834110361,0.0011560154909012,-0.0007070031846022,0.0003615943198382,0,0,0,0,0,0,0,0,0,1,0
406,Universal,09/2022,1.7166666666666686,3.208333333333332,-0.0228323494094184,0.0021085233638247,-0.0082447840827657,0.2514242817680616,0.0017307625522293,0.0052513568914676,-0.0047129054886958,0.0094899247382253,0.0061522739495745,0,0,0,0,0,0,0,0,0,0,1
407,Privat_Bank,10/2022,3.337500000000002,1.958333333333332,-0.0088067399055438,0.0170253536581434,0.0277362043321092,-0.0058506471072473,0.0004060284571283,0.0001458406682575,-0.0069857478122657,5.906066108830876e-05,-0.0022303040917012,0,0,0,0,0,0,1,0,0,0,0
408,Credit_Agricole,10/2022,3.337500000000002,1.958333333333332,0.0138476530219253,-0.0044254538014872,0.0241851758160509,0.0020729836628183,0.0008443155489337,-8.224616097559116e-05,0.0007231569708981,0.0005933956023226,-0.0015003548528033,1,0,0,0,0,0,0,0,0,0,0
409,FUIB,10/2022,3.337500000000002,1.958333333333332,-0.0023999636424856,-0.0082420979175413,-0.0207301116852647,-0.0016498946809432,-0.0003361366160189,-0.0002286561923978,-0.0067761114932454,-0.0012072700593968,0.0025434290147724,0,1,0,0,0,0,0,0,0,0,0
410,Kredobank,10/2022,3.337500000000002,1.958333333333332,-0.0090554123667502,0.0168381331509138,0.0386326836791747,-0.0051871393739045,0.0005615536084121,-0.0001871020774779,-0.0025143176079785,0.0004622763484775,0.0002572169031879,0,0,1,0,0,0,0,0,0,0,0
411,Oschadbank,10/2022,3.337500000000002,1.958333333333332,0.019265338721958,-0.0012494985040349,-0.0037296880852337,0.0216292330497594,0.000357332233208,0.0004952792672573,0.00408980590159,-0.0069970355682386,-0.0011749813381872,0,0,0,0,1,0,0,0,0,0,0
412,OTP,10/2022,3.337500000000002,1.958333333333332,-0.006170955390488,0.0003512232387299,0.0163122105812303,0.0001018884433291,0.0004874858181774,-1.9349767126666112e-05,-0.001752587469585,0.0003842025885058,-0.0013145944561429,0,0,0,1,0,0,0,0,0,0,0
413,Pivdennyi,10/2022,3.337500000000002,1.958333333333332,0.0266573371206344,0.0094723524305605,-0.0346355984803635,0.0008222754218857,0.0001864398092145,-0.000363636487751,8.92367242601444e-05,-0.0005742607084049,-0.0024650774654491,0,0,0,0,0,1,0,0,0,0,0
414,Raiffeisen,10/2022,3.337500000000002,1.958333333333332,0.0141098299059848,0.001730961191629,0.0161666904076773,-0.0005181779639386,0.0008643441408577,-0.0002185416974228,0.0024745408591127,0.0005554115661398,0.0061247713771242,0,0,0,0,0,0,0,1,0,0,0
415,Sense,10/2022,3.337500000000002,1.958333333333332,0.0828177124686717,0.0471499657280315,-0.0440680859867237,-0.0120186969631808,-0.0007130290647119,-0.000178490772157,0.0064888245816869,0.0060428652316479,0.0049299731859436,0,0,0,0,0,0,0,0,1,0,0
416,Ukrsibbank,10/2022,3.337500000000002,1.958333333333332,-0.0113125691724388,0.0069136789934852,0.0318633148880843,-0.0126698263063948,0.0009358529479853,-0.0004037394455347,-0.0011905972477674,0.0009343914894684,-0.0020370260468104,0,0,0,0,0,0,0,0,0,1,0
417,Universal,10/2022,3.337500000000002,1.958333333333332,-0.0222727049435116,-0.0074654205308584,-0.0104544705038727,-0.0334284475335136,0.0013662883283479,0.0009301999576087,-0.0040068382326735,-0.0018851448432891,0.0046957829089555,0,0,0,0,0,0,0,0,0,0,1
418,Privat_Bank,11/2022,3.2875000000000014,0.7083333333333357,-0.0049289019913579,0.0135038821449445,0.0129238242597969,0.0161559839313095,0.0005670417521239,9.12090946734289e-05,-0.0097360373592788,0.0001648629317398,0.001893549963957,0,0,0,0,0,0,1,0,0,0,0
419,Credit_Agricole,11/2022,3.2875000000000014,0.7083333333333357,0.0072830422791348,0.0038531783895463,0.0377503557533681,0.0006348818743516,0.0006860500225544,-0.0002167560596142,0.0013460751312848,-0.001093341762589,0.0002382700251756,1,0,0,0,0,0,0,0,0,0,0
420,FUIB,11/2022,3.2875000000000014,0.7083333333333357,-0.0078509745307554,-0.0065637522679427,0.0245145304372247,-0.0024492679374349,-0.0002481503009207,-0.0002673608064975,-0.0069915905175503,2.480708663717135e-05,-0.0005566359603443,0,1,0,0,0,0,0,0,0,0,0
421,Kredobank,11/2022,3.2875000000000014,0.7083333333333357,-0.0137146101067066,0.014059767893337,-0.0497145009684546,0.0009909347138674,0.0004716964964577,-0.0001977638402014,-0.0021598046733008,0.000694305368162,0.0065010052431084,0,0,1,0,0,0,0,0,0,0,0
